LOGGED_AT (IST),STATE,DISTRICT,STATION,TEMP,RH,EHI (in shade °C),Light Work Heat Stress Zone,EHI_350 (in shade °C),Hard Labor Heat Stress Zone,EHI_3_shade,Zone_3_shade,EHI_3_sun,Zone_3_sun,EHI_4_shade,Zone_4_shade,EHI_4_sun,Zone_4_sun,EHI_5_shade,Zone_5_shade,EHI_5_sun,Zone_5_sun,EHI_6_shade,Zone_6_shade,EHI_6_sun,Zone_6_sun
2025-07-14 00:40:10,MEGHALAYA,EAST_KHASI_HILLS,MAWSYNRAM,20.8,92.0,21.6,Zone 3,36.6,Zone 4,21.6,Zone 3,35.5,Zone 4,26.7,Zone 4,46.2,Zone 5,31.8,Zone 4,59.0,Zone 5,36.6,Zone 4,61.5,Zone 5
2025-07-14 00:40:10,MEGHALAYA,EAST_KHASI_HILLS,NEHU,22.6,83.0,23.0,Zone 3,38.1,Zone 4,23.0,Zone 3,36.9,Zone 4,28.2,Zone 4,48.7,Zone 5,33.3,Zone 4,59.5,Zone 5,38.1,Zone 4,62.0,Zone 5
2025-07-14 00:40:10,MEGHALAYA,EAST_KHASI_HILLS,SHILLONG,21.2,78.0,21.0,Zone 3,35.3,Zone 4,21.0,Zone 3,34.3,Zone 4,26.1,Zone 4,38.6,Zone 4,30.8,Zone 4,51.5,Zone 5,35.3,Zone 4,59.8,Zone 5
2025-07-14 00:40:10,MEGHALAYA,EAST_WEST_KHASI_HILLS,MAIRANG,20.0,92.0,20.4,Zone 3,35.0,Zone 4,20.4,Zone 3,34.0,Zone 4,25.4,Zone 4,40.8,Zone 5,30.4,Zone 4,54.5,Zone 5,35.0,Zone 4,60.5,Zone 5
2025-07-14 00:40:10,MEGHALAYA,JAINTIA_HILLS,ANLAREM,23.9,97.0,25.2,Zone 3,57.4,Zone 5,25.2,Zone 3,52.9,Zone 5,31.8,Zone 4,60.9,Zone 5,40.3,Zone 5,63.5,Zone 5,57.4,Zone 5,65.5,Zone 5
2025-07-14 00:40:10,MEGHALAYA,JAINTIA_HILLS,JOWAI,23.0,91.0,23.9,Zone 3,45.9,Zone 5,23.9,Zone 3,41.3,Zone 5,29.5,Zone 4,56.9,Zone 5,35.0,Zone 4,61.3,Zone 5,45.9,Zone 5,63.6,Zone 5
2025-07-14 00:40:10,MEGHALAYA,JAINTIA_HILLS,KHLERIAT,24.1,88.0,24.9,Zone 3,50.2,Zone 5,24.9,Zone 3,45.4,Zone 5,30.9,Zone 4,59.3,Zone 5,36.5,Zone 4,62.1,Zone 5,50.2,Zone 5,64.3,Zone 5
2025-07-14 00:40:10,MEGHALAYA,NORTH_GARO_HILLS,RESUBELPARA,27.2,100.0,31.8,Zone 4,64.5,Zone 5,31.8,Zone 4,63.5,Zone 5,49.5,Zone 5,66.1,Zone 5,61.3,Zone 5,68.0,Zone 5,64.5,Zone 5,69.5,Zone 6
2025-07-14 00:40:10,MEGHALAYA,RI_BHOI,BYRNIHAT,28.8,99.0,45.0,Zone 5,67.8,Zone 5,45.0,Zone 5,67.0,Zone 5,61.6,Zone 5,69.0,Zone 5,65.3,Zone 5,72.2,Zone 6,67.8,Zone 5,75.6,Zone 6
2025-07-14 00:40:10,MEGHALAYA,RI_BHOI,UMIAM_AMFU,24.7,86.0,25.4,Zone 4,51.8,Zone 5,25.4,Zone 4,47.0,Zone 5,31.6,Zone 4,59.7,Zone 5,37.2,Zone 4,62.4,Zone 5,51.8,Zone 5,64.6,Zone 5
2025-07-14 00:40:10,MEGHALAYA,SOUTH_GARO_HILLS,BAGHMARA,25.4,99.0,28.1,Zone 4,61.6,Zone 5,28.1,Zone 4,60.5,Zone 5,35.4,Zone 4,63.5,Zone 5,54.6,Zone 5,65.8,Zone 5,61.6,Zone 5,67.5,Zone 5
2025-07-14 00:40:10,MEGHALAYA,SOUTH_WEST_GARO_HILLS,AMPATI,27.2,99.0,31.6,Zone 4,64.2,Zone 5,31.6,Zone 4,63.2,Zone 5,48.2,Zone 5,65.9,Zone 5,61.0,Zone 5,67.8,Zone 5,64.2,Zone 5,69.3,Zone 5
2025-07-14 00:40:10,MEGHALAYA,SOUTH_WEST_KHASI_HILLS,MAWKYRWAT,20.0,100.0,20.8,Zone 3,35.8,Zone 4,20.8,Zone 3,34.6,Zone 4,25.7,Zone 4,45.4,Zone 5,30.9,Zone 4,58.4,Zone 5,35.8,Zone 4,61.4,Zone 5
2025-07-14 00:40:10,MEGHALAYA,WEST_KHASI_HILLS,NONGSTOIN,21.2,88.0,21.5,Zone 3,36.2,Zone 4,21.5,Zone 3,35.1,Zone 4,26.5,Zone 4,43.7,Zone 5,31.5,Zone 4,57.0,Zone 5,36.2,Zone 4,61.0,Zone 5
2025-07-14 00:40:10,MEGHALAYA,WEST_KHASI_HILLS,NONGSTOIN_KVK,19.7,90.0,19.7,Zone 3,34.1,Zone 4,19.7,Zone 3,33.1,Zone 4,24.9,Zone 3,37.6,Zone 4,29.6,Zone 4,51.0,Zone 5,34.1,Zone 4,59.7,Zone 5
2025-07-14 00:40:10,MIZORAM,AIZAWL,MIZORAM_UNIVERSITY,25.1,99.0,27.1,Zone 4,60.7,Zone 5,27.1,Zone 4,59.6,Zone 5,34.2,Zone 4,62.8,Zone 5,50.3,Zone 5,65.1,Zone 5,60.7,Zone 5,66.9,Zone 5
2025-07-14 00:40:10,MIZORAM,CHAMPHAI,CHAMPHAI_AWS,19.1,100.0,19.5,Zone 3,34.2,Zone 4,19.5,Zone 3,33.1,Zone 4,24.7,Zone 3,40.0,Zone 5,29.4,Zone 4,53.7,Zone 5,34.2,Zone 4,60.3,Zone 5
2025-07-14 00:40:10,MIZORAM,HNATHIAL,HNATHIAL,24.0,100.0,25.4,Zone 4,59.1,Zone 5,25.4,Zone 4,55.3,Zone 5,32.2,Zone 4,61.4,Zone 5,42.9,Zone 5,64.0,Zone 5,59.1,Zone 5,65.9,Zone 5
2025-07-14 00:40:10,MIZORAM,KOLASIB,KOLASIB,24.7,100.0,26.3,Zone 4,60.0,Zone 5,26.3,Zone 4,58.6,Zone 5,33.2,Zone 4,62.2,Zone 5,47.0,Zone 5,64.6,Zone 5,60.0,Zone 5,66.5,Zone 5
2025-07-14 00:40:10,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,29.1,72.0,32.0,Zone 4,61.2,Zone 5,32.0,Zone 4,60.1,Zone 5,38.4,Zone 4,63.2,Zone 5,52.9,Zone 5,65.5,Zone 5,61.2,Zone 5,67.3,Zone 5
2025-07-14 00:40:10,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY_KVK,27.8,78.0,30.9,Zone 4,61.1,Zone 5,30.9,Zone 4,60.0,Zone 5,37.5,Zone 4,63.1,Zone 5,52.3,Zone 5,65.4,Zone 5,61.1,Zone 5,67.2,Zone 5
2025-07-14 00:40:10,PUNJAB,FATEHGARH_SAHIB,FATEHGARH_SAHIB,28.6,100.0,40.0,Zone 5,67.2,Zone 5,40.0,Zone 5,66.3,Zone 5,60.6,Zone 5,68.5,Zone 5,64.5,Zone 5,71.0,Zone 6,67.2,Zone 5,74.4,Zone 6
2025-07-14 00:40:10,RAJASTHAN,JHUNJHUNU,JHUNJHUNU(AWS),26.2,100.0,29.3,Zone 4,62.7,Zone 5,29.3,Zone 4,61.6,Zone 5,39.3,Zone 5,64.5,Zone 5,59.1,Zone 5,66.6,Zone 5,62.7,Zone 5,68.2,Zone 5
2025-07-14 00:40:10,RAJASTHAN,JHUNJHUNU,PILANI,23.8,78.0,24.5,Zone 3,41.8,Zone 5,24.5,Zone 3,38.8,Zone 4,30.0,Zone 4,53.4,Zone 5,35.2,Zone 4,60.5,Zone 5,41.8,Zone 5,62.9,Zone 5
2025-07-14 00:40:10,RAJASTHAN,JODHPUR,JODHPUR,25.8,92.0,28.5,Zone 4,61.0,Zone 5,28.5,Zone 4,59.9,Zone 5,35.4,Zone 4,63.0,Zone 5,51.6,Zone 5,65.3,Zone 5,61.0,Zone 5,67.1,Zone 5
2025-07-14 00:40:10,RAJASTHAN,KARAULI,KARAULI_KVK,25.6,22.0,23.4,Zone 3,35.2,Zone 4,23.4,Zone 3,34.6,Zone 4,28.1,Zone 4,38.0,Zone 4,31.8,Zone 4,41.2,Zone 4,35.2,Zone 4,44.3,Zone 5
2025-07-14 00:40:10,RAJASTHAN,NAGAUR,KRISHI_VISHWAVIDHYALAYA,26.8,98.0,31.5,Zone 4,64.0,Zone 5,31.5,Zone 4,63.0,Zone 5,46.9,Zone 5,65.7,Zone 5,60.7,Zone 5,67.6,Zone 5,64.0,Zone 5,69.1,Zone 5
2025-07-14 00:40:10,RAJASTHAN,PRATAPGARH,PRATAPGARH,25.1,100.0,27.2,Zone 4,60.9,Zone 5,27.2,Zone 4,59.8,Zone 5,34.4,Zone 4,63.0,Zone 5,51.3,Zone 5,65.3,Zone 5,60.9,Zone 5,67.1,Zone 5
2025-07-14 00:40:10,RAJASTHAN,SIKAR,FATEHPUR_AMFU,26.5,93.0,29.6,Zone 4,62.0,Zone 5,29.6,Zone 4,61.0,Zone 5,36.9,Zone 4,64.0,Zone 5,56.7,Zone 5,66.1,Zone 5,62.0,Zone 5,67.8,Zone 5
2025-07-14 00:40:10,RAJASTHAN,SIKAR,SIKAR,27.3,92.0,31.8,Zone 4,63.5,Zone 5,31.8,Zone 4,62.5,Zone 5,44.1,Zone 5,65.3,Zone 5,60.2,Zone 5,67.3,Zone 5,63.5,Zone 5,68.8,Zone 5
2025-07-14 00:40:10,RAJASTHAN,SRI_GANGANAGAR,GHARSANA,30.9,73.0,36.9,Zone 4,64.8,Zone 5,36.9,Zone 4,63.8,Zone 5,51.3,Zone 5,66.3,Zone 5,61.6,Zone 5,68.2,Zone 5,64.8,Zone 5,70.1,Zone 6
2025-07-14 00:40:10,RAJASTHAN,UDAIPUR,UDAIPUR_AMFU,22.6,88.0,23.2,Zone 3,40.5,Zone 5,23.2,Zone 3,37.5,Zone 4,28.5,Zone 4,52.1,Zone 5,33.8,Zone 4,60.3,Zone 5,40.5,Zone 5,62.7,Zone 5
2025-07-14 00:40:10,SIKKIM,GANGTOK,GANGTOK,18.3,100.0,18.9,Zone 3,33.5,Zone 4,18.9,Zone 3,32.4,Zone 4,24.3,Zone 3,37.6,Zone 5,28.8,Zone 4,51.2,Zone 5,33.5,Zone 4,59.8,Zone 5
2025-07-14 00:40:10,SIKKIM,GANGTOK,RANIPOOL_KVK,23.1,100.0,24.3,Zone 3,53.0,Zone 5,24.3,Zone 3,48.2,Zone 5,30.3,Zone 4,59.9,Zone 5,36.1,Zone 4,62.6,Zone 5,53.0,Zone 5,64.8,Zone 5
2025-07-14 00:40:10,SIKKIM,GANGTOK,TADONG,21.4,81.0,21.7,Zone 3,36.3,Zone 4,21.7,Zone 3,35.2,Zone 4,26.8,Zone 4,42.0,Zone 5,31.7,Zone 4,55.5,Zone 5,36.3,Zone 4,60.7,Zone 5
2025-07-14 00:40:10,SIKKIM,GYALSHING,MANGA-GEYZING_KVK,18.0,100.0,18.3,Zone 3,32.7,Zone 4,18.3,Zone 3,31.7,Zone 4,23.9,Zone 3,36.3,Zone 4,28.1,Zone 4,48.6,Zone 5,32.7,Zone 4,59.2,Zone 5
2025-07-14 00:40:10,SIKKIM,SORENG,SORENG,17.1,95.0,16.7,Zone 3,31.1,Zone 4,16.7,Zone 3,30.3,Zone 4,23.0,Zone 3,34.6,Zone 4,26.8,Zone 4,41.6,Zone 5,31.1,Zone 4,53.8,Zone 5
2025-07-14 00:40:10,TAMIL_NADU,CHENGALPATTU,MAHABALIPURAM,27.8,92.0,33.1,Zone 4,64.4,Zone 5,33.1,Zone 4,63.4,Zone 5,49.4,Zone 5,66.0,Zone 5,61.2,Zone 5,68.0,Zone 5,64.4,Zone 5,69.5,Zone 6
2025-07-14 00:40:10,TAMIL_NADU,CHENGALPATTU,WEST TAMBARAM_SIT,27.5,88.0,31.2,Zone 4,62.6,Zone 5,31.2,Zone 4,61.6,Zone 5,39.1,Zone 5,64.5,Zone 5,59.1,Zone 5,66.6,Zone 5,62.6,Zone 5,68.2,Zone 5
2025-07-14 00:40:10,TAMIL_NADU,CHENNAI,ANNA_UNIVERSITY,27.6,81.0,30.2,Zone 4,61.0,Zone 5,30.2,Zone 4,59.9,Zone 5,36.9,Zone 4,63.0,Zone 5,51.8,Zone 5,65.3,Zone 5,61.0,Zone 5,67.1,Zone 5
2025-07-14 00:40:10,TAMIL_NADU,CHENNAI,CHENNAI,28.1,80.0,31.1,Zone 4,61.6,Zone 5,31.1,Zone 4,60.5,Zone 5,37.9,Zone 4,63.5,Zone 5,54.6,Zone 5,65.8,Zone 5,61.6,Zone 5,67.5,Zone 5
2025-07-14 00:40:10,TAMIL_NADU,CHENNAI,ENNORE_PORT,28.2,67.0,29.6,Zone 4,56.6,Zone 5,29.6,Zone 4,52.1,Zone 5,35.4,Zone 4,60.8,Zone 5,40.8,Zone 4,63.4,Zone 5,56.6,Zone 5,65.4,Zone 5
2025-07-14 00:40:10,TAMIL_NADU,CHENNAI,MEENAMBAKKAM_ISRO,27.2,70.0,28.2,Zone 4,53.5,Zone 5,28.2,Zone 4,48.7,Zone 5,34.1,Zone 4,60.0,Zone 5,39.4,Zone 4,62.7,Zone 5,53.5,Zone 5,64.8,Zone 5
2025-07-14 00:40:10,RAJASTHAN,JALORE,JALORE_KVK,25.6,95.0,27.8,Zone 4,60.7,Zone 5,27.8,Zone 4,59.6,Zone 5,34.8,Zone 4,62.8,Zone 5,50.5,Zone 5,65.2,Zone 5,60.7,Zone 5,67.0,Zone 5
2025-07-14 00:40:10,RAJASTHAN,JAISALMER,JAISALMER,29.2,66.0,31.2,Zone 4,59.6,Zone 5,31.2,Zone 4,57.3,Zone 5,37.2,Zone 4,61.9,Zone 5,45.2,Zone 5,64.3,Zone 5,59.6,Zone 5,66.2,Zone 5
2025-07-14 00:40:10,RAJASTHAN,JAIPUR,JAIPUR_AMFU,27.9,84.0,31.7,Zone 4,62.5,Zone 5,31.7,Zone 4,61.5,Zone 5,38.8,Zone 4,64.4,Zone 5,58.9,Zone 5,66.5,Zone 5,62.5,Zone 5,68.2,Zone 5
2025-07-14 00:40:10,RAJASTHAN,JAIPUR,JAIPUR,27.9,82.0,31.4,Zone 4,62.1,Zone 5,31.4,Zone 4,61.0,Zone 5,38.3,Zone 4,64.0,Zone 5,56.8,Zone 5,66.2,Zone 5,62.1,Zone 5,67.8,Zone 5
2025-07-14 00:40:10,PUNJAB,FAZILKA,FASC_ABOHAR,27.1,100.0,31.8,Zone 4,64.5,Zone 5,31.8,Zone 4,63.5,Zone 5,49.5,Zone 5,66.1,Zone 5,61.3,Zone 5,68.0,Zone 5,64.5,Zone 5,69.5,Zone 6
2025-07-14 00:40:10,PUNJAB,FIROZPUR,FIROZPUR_KVK,29.0,99.0,45.0,Zone 5,67.8,Zone 5,45.0,Zone 5,67.0,Zone 5,61.6,Zone 5,69.0,Zone 5,65.3,Zone 5,72.2,Zone 6,67.8,Zone 5,75.6,Zone 6
2025-07-14 00:40:10,PUNJAB,HOSHIARPUR,DASUYA,27.3,100.0,33.2,Zone 4,65.4,Zone 5,33.2,Zone 4,64.4,Zone 5,54.9,Zone 5,66.9,Zone 5,62.3,Zone 5,68.7,Zone 5,65.4,Zone 5,71.1,Zone 6
2025-07-14 00:40:10,PUNJAB,HOSHIARPUR,HOSIYARPUR,26.5,100.0,30.5,Zone 4,63.6,Zone 5,30.5,Zone 4,62.5,Zone 5,44.2,Zone 5,65.3,Zone 5,60.2,Zone 5,67.3,Zone 5,63.6,Zone 5,68.8,Zone 5
2025-07-14 00:40:10,PUNJAB,HOSHIARPUR,SALERN,26.4,100.0,30.5,Zone 4,63.6,Zone 5,30.5,Zone 4,62.5,Zone 5,44.2,Zone 5,65.3,Zone 5,60.2,Zone 5,67.3,Zone 5,63.6,Zone 5,68.8,Zone 5
2025-07-14 00:40:10,PUNJAB,PATHANKOT,KVK_PATHANKOT,26.4,100.0,30.5,Zone 4,63.6,Zone 5,30.5,Zone 4,62.5,Zone 5,44.2,Zone 5,65.3,Zone 5,60.2,Zone 5,67.3,Zone 5,63.6,Zone 5,68.8,Zone 5
2025-07-14 00:40:10,PUNJAB,PATHANKOT,THEIN_DAM,25.2,100.0,27.2,Zone 4,60.9,Zone 5,27.2,Zone 4,59.8,Zone 5,34.4,Zone 4,63.0,Zone 5,51.3,Zone 5,65.3,Zone 5,60.9,Zone 5,67.1,Zone 5
2025-07-14 00:40:10,PUNJAB,ROPAR,ROPAR_KVK,28.1,89.0,32.5,Zone 4,63.7,Zone 5,32.5,Zone 4,62.7,Zone 5,45.1,Zone 5,65.4,Zone 5,60.4,Zone 5,67.4,Zone 5,63.7,Zone 5,69.0,Zone 5
2025-07-14 00:40:10,PUNJAB,RUPNAGAR,BHAKRA_DAM_IMDNAGAL,26.3,100.0,30.5,Zone 4,63.6,Zone 5,30.5,Zone 4,62.5,Zone 5,44.2,Zone 5,65.3,Zone 5,60.2,Zone 5,67.3,Zone 5,63.6,Zone 5,68.8,Zone 5
2025-07-14 00:40:10,PUNJAB,RUPNAGAR,SRI_ANADPUR_SAHIB_IMDJINDWADI,28.0,99.0,34.6,Zone 4,66.0,Zone 5,34.6,Zone 4,65.1,Zone 5,58.6,Zone 5,67.5,Zone 5,63.1,Zone 5,69.2,Zone 5,66.0,Zone 5,72.3,Zone 6
2025-07-14 00:40:10,MANIPUR,UKHRUL,MOLNOM,21.1,100.0,22.0,Zone 3,39.6,Zone 5,22.0,Zone 3,36.2,Zone 4,27.1,Zone 4,51.3,Zone 5,32.5,Zone 4,60.1,Zone 5,39.6,Zone 5,62.5,Zone 5
2025-07-14 00:40:10,PUNJAB,SHAHID_BHAGAT_SINGH_NAGAR,BALACHAR_AMFU,26.4,99.0,30.4,Zone 4,63.3,Zone 5,30.4,Zone 4,62.3,Zone 5,43.0,Zone 5,65.1,Zone 5,59.9,Zone 5,67.1,Zone 5,63.3,Zone 5,68.7,Zone 5
2025-07-14 00:40:10,RAJASTHAN,AJMER,CENTRAL_UNIVERSITY_KISHANGARH,25.2,100.0,27.2,Zone 4,60.9,Zone 5,27.2,Zone 4,59.8,Zone 5,34.4,Zone 4,63.0,Zone 5,51.3,Zone 5,65.3,Zone 5,60.9,Zone 5,67.1,Zone 5
2025-07-14 00:40:10,RAJASTHAN,ALWAR,ALWAR,26.1,97.0,29.0,Zone 4,62.0,Zone 5,29.0,Zone 4,61.0,Zone 5,36.3,Zone 4,63.9,Zone 5,56.7,Zone 5,66.1,Zone 5,62.0,Zone 5,67.8,Zone 5
2025-07-14 00:40:10,RAJASTHAN,BARAN,ANTA-BARAN_KVK,25.7,100.0,28.2,Zone 4,61.8,Zone 5,28.2,Zone 4,60.7,Zone 5,35.6,Zone 4,63.7,Zone 5,55.5,Zone 5,65.9,Zone 5,61.8,Zone 5,67.7,Zone 5
