STATE,DISTRICT,STATION,TEMP,DATE_TEMP,TIME_TEMP,RH,DATE_RH,TIME_RH,LOGGED_AT (IST),EHI (in shade °C),Light Work Heat Stress Zone,EHI_350 (in shade °C),Hard Labor Heat Stress Zone,EHI_3_shade,Zone_3_shade,EHI_3_sun,Zone_3_sun,EHI_4_shade,Zone_4_shade,EHI_4_sun,Zone_4_sun,EHI_5_shade,Zone_5_shade,EHI_5_sun,Zone_5_sun,EHI_6_shade,Zone_6_shade,EHI_6_sun,Zone_6_sun
Andhra Pradesh,Vizianagaram,Vizianagaram,23.1,2026-02-01,23:45:00,95.0,2026-02-01,23:45:00,2026-02-02 00:35:16,24.75,Zone 3,52.1,Zone 5,24.6,Zone 2,26.2,Zone 4,30.5,Zone 4,35.9,Zone 5,36.3,Zone 4,49.2,Zone 5,52.1,Zone 5,53.4,Zone 5
Andhra Pradesh,West Godavari,Kv Gopannapalem Eluru,20.6,2026-02-02,00:30:00,58.0,2026-02-01,00:30:00,2026-02-02 00:35:16,20.150000000000034,Zone 3,33.8,Zone 4,20.1,Zone 2,20.1,Zone 4,25.3,Zone 4,24.7,Zone 4,29.7,Zone 4,29.0,Zone 4,33.8,Zone 4,33.0,Zone 4
Andhra Pradesh,West Godavari,Maruteru,24.5,2026-02-02,00:00:00,97.0,2026-02-01,00:00:00,2026-02-02 00:35:16,26.850000000000023,Zone 4,60.1,Zone 5,26.8,Zone 4,29.7,Zone 4,33.6,Zone 4,47.9,Zone 5,47.1,Zone 5,52.9,Zone 5,60.1,Zone 5,56.6,Zone 5
Andhra Pradesh,Ysr Kadapa,Utkuru Kvk,19.8,2026-02-02,00:15:00,98.0,2026-02-01,00:15:00,2026-02-02 00:35:16,21.150000000000034,Zone 3,36.5,Zone 4,21.4,Zone 2,21.4,Zone 4,26.2,Zone 4,27.0,Zone 4,31.5,Zone 4,35.6,Zone 5,36.5,Zone 4,48.7,Zone 5
Arunachal Pradesh,Anjaw,Kibitoo Circle,,,,60.0,2026-02-01,23:30:00,2026-02-02 00:35:16,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,Changlang,Miao,14.8,2026-02-02,00:30:00,92.0,2026-02-01,00:30:00,2026-02-02 00:35:16,14.650000000000034,Zone 3,29.5,Zone 4,14.9,Zone 2,14.9,Zone 2,21.8,Zone 2,20.0,Zone 4,25.2,Zone 2,24.5,Zone 4,29.5,Zone 4,28.8,Zone 4
Arunachal Pradesh,Dibang Valley,Anini,9.3,2026-02-02,00:00:00,82.0,2026-02-01,00:00:00,2026-02-02 00:35:16,8.75,Zone 2,24.6,Zone 2,9.0,Zone 2,9.1,Zone 2,16.7,Zone 2,14.6,Zone 2,21.7,Zone 2,18.7,Zone 4,24.6,Zone 2,22.6,Zone 4
Arunachal Pradesh,East Siang,Mebo,18.5,2026-02-02,00:00:00,,,,2026-02-02 00:35:16,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,East Siang,Pashighat,18.2,2026-02-02,00:15:00,69.0,2026-02-01,00:15:00,2026-02-02 00:35:16,17.850000000000023,Zone 3,31.7,Zone 4,17.6,Zone 2,17.8,Zone 2,23.6,Zone 2,22.5,Zone 4,27.6,Zone 4,26.8,Zone 4,31.7,Zone 4,30.9,Zone 4
Arunachal Pradesh,Kamle,Raga,12.4,2026-02-02,00:30:00,68.0,2026-02-01,00:30:00,2026-02-02 00:35:16,11.350000000000023,Zone 2,26.4,Zone 4,11.4,Zone 2,11.7,Zone 2,19.0,Zone 2,17.0,Zone 2,23.4,Zone 2,21.2,Zone 4,26.4,Zone 4,25.0,Zone 4
Arunachal Pradesh,Kurung Kumey,Koloraing,11.3,2026-02-02,00:15:00,100.0,2026-02-01,00:15:00,2026-02-02 00:35:16,11.25,Zone 2,26.2,Zone 4,11.5,Zone 2,11.5,Zone 2,18.9,Zone 2,16.8,Zone 2,23.2,Zone 2,21.0,Zone 4,26.2,Zone 4,25.1,Zone 4
Arunachal Pradesh,Leparada,Basar,8.6,2026-02-02,00:30:00,100.0,2026-02-01,00:30:00,2026-02-02 00:35:16,8.650000000000034,Zone 2,24.3,Zone 2,8.5,Zone 2,8.5,Zone 2,16.3,Zone 2,14.0,Zone 2,21.3,Zone 2,18.2,Zone 2,24.3,Zone 2,22.1,Zone 4
Arunachal Pradesh,Lohit,Sunpura,11.9,2026-02-02,00:15:00,100.0,2026-02-01,00:15:00,2026-02-02 00:35:16,11.850000000000023,Zone 2,26.6,Zone 4,12.0,Zone 2,12.0,Zone 2,19.4,Zone 2,17.2,Zone 2,23.6,Zone 2,21.5,Zone 4,26.6,Zone 4,25.7,Zone 4
Arunachal Pradesh,Longding,Longding,14.1,2026-02-02,00:00:00,,,,2026-02-02 00:35:16,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,Longding,Longding New,14.7,2026-02-02,00:30:00,67.0,2026-02-01,00:30:00,2026-02-02 00:35:16,13.450000000000045,Zone 2,28.1,Zone 4,13.3,Zone 2,13.6,Zone 2,20.7,Zone 2,18.8,Zone 4,24.6,Zone 2,23.0,Zone 4,28.1,Zone 4,26.9,Zone 4
Arunachal Pradesh,Lower Siang,Kangku,12.8,2026-02-02,00:30:00,100.0,2026-02-01,00:30:00,2026-02-02 00:35:16,12.850000000000023,Zone 2,27.6,Zone 4,13.0,Zone 2,13.0,Zone 2,20.3,Zone 2,18.1,Zone 2,24.2,Zone 2,22.6,Zone 4,27.6,Zone 4,26.8,Zone 4
Arunachal Pradesh,Lower Subansiri,Deed,7.4,2026-02-02,00:30:00,100.0,2026-02-01,00:30:00,2026-02-02 00:35:16,7.4500000000000455,Zone 2,23.8,Zone 2,7.5,Zone 2,7.5,Zone 2,15.4,Zone 2,13.3,Zone 2,20.7,Zone 2,17.5,Zone 2,23.8,Zone 2,21.2,Zone 4
Arunachal Pradesh,Lower Subansiri,Yazali,11.4,2026-02-02,00:00:00,97.0,2026-02-01,00:00:00,2026-02-02 00:35:16,11.350000000000023,Zone 2,26.1,Zone 4,11.4,Zone 2,11.4,Zone 2,18.9,Zone 2,16.7,Zone 2,23.2,Zone 2,20.9,Zone 4,26.1,Zone 4,25.0,Zone 4
Arunachal Pradesh,Lower Subansiri,Ziro Manipolyang,4.2,2026-02-02,00:30:00,100.0,2026-02-01,00:30:00,2026-02-02 00:35:16,4.25,Zone 2,22.0,Zone 2,4.0,Zone 2,4.0,Zone 2,12.6,Zone 2,10.6,Zone 2,18.3,Zone 2,15.0,Zone 2,22.0,Zone 2,18.4,Zone 2
Arunachal Pradesh,Namsai,Lekang,12.8,2026-02-02,00:30:00,94.0,2026-02-01,00:30:00,2026-02-02 00:35:16,12.550000000000011,Zone 2,27.5,Zone 4,12.8,Zone 2,12.9,Zone 2,20.1,Zone 2,18.0,Zone 2,24.1,Zone 2,22.4,Zone 4,27.5,Zone 4,26.5,Zone 4
Arunachal Pradesh,Namsai,Namsai Kvk,10.6,2026-02-02,00:15:00,100.0,2026-02-01,00:15:00,2026-02-02 00:35:16,10.550000000000011,Zone 2,25.3,Zone 2,10.5,Zone 2,10.5,Zone 2,18.1,Zone 2,15.9,Zone 2,22.6,Zone 2,20.0,Zone 4,25.3,Zone 2,24.1,Zone 4
Arunachal Pradesh,Papumpare,Itanagar,15.8,2026-02-02,00:30:00,94.0,2026-02-01,00:30:00,2026-02-02 00:35:16,16.05000000000001,Zone 3,30.7,Zone 4,16.3,Zone 2,16.2,Zone 2,22.6,Zone 2,21.2,Zone 4,26.3,Zone 4,25.8,Zone 4,30.7,Zone 4,30.2,Zone 4
Arunachal Pradesh,Shiyomi,Lamang 2,,,,95.0,2026-02-01,23:30:00,2026-02-02 00:35:16,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,Shiyomi,Lowertato,10.2,2026-02-02,00:15:00,66.0,2026-02-01,00:15:00,2026-02-02 00:35:16,9.150000000000034,Zone 2,24.7,Zone 2,8.9,Zone 2,9.2,Zone 2,16.8,Zone 2,14.8,Zone 2,21.8,Zone 2,18.9,Zone 4,24.7,Zone 2,22.7,Zone 4
Arunachal Pradesh,Tawang,Tawang,3.1,2026-02-02,00:00:00,100.0,2026-02-01,00:00:00,2026-02-02 00:35:16,3.150000000000034,Zone 2,21.5,Zone 2,3.0,Zone 2,3.0,Zone 2,11.9,Zone 2,9.8,Zone 2,17.6,Zone 2,14.3,Zone 2,21.5,Zone 2,17.9,Zone 2
Arunachal Pradesh,Tirap,Deomali,12.7,2026-02-02,00:15:00,100.0,2026-02-01,00:15:00,2026-02-02 00:35:16,12.75,Zone 2,27.1,Zone 4,12.5,Zone 2,12.5,Zone 2,19.8,Zone 2,17.7,Zone 2,23.9,Zone 2,22.0,Zone 4,27.1,Zone 4,26.2,Zone 4
Arunachal Pradesh,Tirap,Longding,13.6,2026-02-02,00:15:00,,,,2026-02-02 00:35:16,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,Upper Siang,Tuting,12.4,2026-02-02,00:15:00,99.0,2026-02-01,00:15:00,2026-02-02 00:35:16,12.350000000000023,Zone 2,27.1,Zone 4,12.5,Zone 2,12.5,Zone 2,19.8,Zone 2,17.6,Zone 2,23.8,Zone 2,22.0,Zone 4,27.1,Zone 4,26.2,Zone 4
Arunachal Pradesh,Upper Siang,Yingkiong,14.2,2026-02-02,00:15:00,,,,2026-02-02 00:35:16,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,Upper Subhanseri,Daporijo,11.8,2026-02-02,00:30:00,87.0,2026-02-01,00:30:00,2026-02-02 00:35:16,11.350000000000023,Zone 2,26.4,Zone 4,11.6,Zone 2,11.7,Zone 2,19.1,Zone 2,17.0,Zone 2,23.4,Zone 2,21.2,Zone 4,26.4,Zone 4,25.2,Zone 4
Arunachal Pradesh,West Kameng,Bomdila,4.7,2026-02-02,00:15:00,,,,2026-02-02 00:35:16,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,West Kameng,Dirang,11.5,2026-02-02,00:15:00,,,,2026-02-02 00:35:16,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,West Kameng,Kalaktang,8.5,2026-02-02,00:00:00,100.0,2026-02-01,00:00:00,2026-02-02 00:35:16,8.450000000000045,Zone 2,24.3,Zone 2,8.5,Zone 2,8.5,Zone 2,16.3,Zone 2,14.0,Zone 2,21.3,Zone 2,18.2,Zone 2,24.3,Zone 2,22.1,Zone 4
Arunachal Pradesh,West Siang,Along,14.0,2026-02-02,00:15:00,100.0,2026-02-01,00:15:00,2026-02-02 00:35:16,13.950000000000045,Zone 2,28.7,Zone 4,14.0,Zone 2,14.0,Zone 2,21.1,Zone 2,19.1,Zone 4,24.8,Zone 2,23.7,Zone 4,28.7,Zone 4,28.0,Zone 4
Arunachal Pradesh,West Siang,Kamba,11.7,2026-02-02,00:15:00,100.0,2026-02-01,00:15:00,2026-02-02 00:35:16,11.650000000000034,Zone 2,26.2,Zone 4,11.5,Zone 2,11.5,Zone 2,18.9,Zone 2,16.8,Zone 2,23.2,Zone 2,21.0,Zone 4,26.2,Zone 4,25.1,Zone 4
Arunachal Pradesh,West Siang,Yomcha,9.7,2026-02-02,00:30:00,100.0,2026-02-01,00:30:00,2026-02-02 00:35:16,9.75,Zone 2,24.8,Zone 2,9.5,Zone 2,9.5,Zone 2,17.2,Zone 2,15.0,Zone 2,22.0,Zone 2,19.0,Zone 4,24.8,Zone 2,23.1,Zone 4
Assam,Barpeta,Bajali University,14.5,2026-02-02,00:15:00,100.0,2026-02-01,00:15:00,2026-02-02 00:35:16,14.650000000000034,Zone 3,29.2,Zone 4,14.6,Zone 2,14.6,Zone 2,21.5,Zone 2,19.7,Zone 4,25.1,Zone 2,24.3,Zone 4,29.2,Zone 4,28.6,Zone 4
Assam,Barpeta,Barpeta,14.3,2026-02-02,00:15:00,99.0,2026-02-01,00:15:00,2026-02-02 00:35:16,14.350000000000023,Zone 3,29.2,Zone 4,14.6,Zone 2,14.6,Zone 2,21.5,Zone 2,19.6,Zone 4,25.0,Zone 2,24.2,Zone 4,29.2,Zone 4,28.6,Zone 4
Assam,Barpeta,Barpeta Kvk,14.7,2026-02-02,00:15:00,100.0,2026-02-01,00:15:00,2026-02-02 00:35:16,14.850000000000023,Zone 3,29.2,Zone 4,14.6,Zone 2,14.6,Zone 2,21.5,Zone 2,19.7,Zone 4,25.1,Zone 2,24.3,Zone 4,29.2,Zone 4,28.6,Zone 4
Assam,Bongaigaon,Bongaigaon,14.2,2026-02-02,00:15:00,78.0,2026-02-01,00:15:00,2026-02-02 00:35:16,13.450000000000045,Zone 2,28.0,Zone 4,13.2,Zone 2,13.4,Zone 2,20.6,Zone 2,18.6,Zone 4,24.4,Zone 2,22.9,Zone 4,28.0,Zone 4,26.9,Zone 4
Assam,Bongaigaon,Manikpur,14.5,2026-02-02,00:15:00,100.0,2026-02-01,00:15:00,2026-02-02 00:35:16,14.650000000000034,Zone 3,29.2,Zone 4,14.6,Zone 2,14.6,Zone 2,21.5,Zone 2,19.7,Zone 4,25.1,Zone 2,24.3,Zone 4,29.2,Zone 4,28.6,Zone 4
Assam,Cachar,Cacher Kvk,14.8,2026-02-02,00:15:00,,,,2026-02-02 00:35:16,,,,,,,,,,,,,,,,,,,,
Assam,Charaideo,Sonari Aegcl,13.3,2026-02-02,00:30:00,100.0,2026-02-01,00:30:00,2026-02-02 00:35:16,13.25,Zone 2,28.1,Zone 4,13.5,Zone 2,13.5,Zone 2,20.7,Zone 2,18.6,Zone 4,24.5,Zone 2,23.1,Zone 4,28.1,Zone 4,27.4,Zone 4
Assam,Darrang,Dalgaon,15.0,2026-02-02,00:15:00,83.0,2026-02-01,00:15:00,2026-02-02 00:35:16,14.450000000000045,Zone 3,29.1,Zone 4,14.5,Zone 2,14.7,Zone 2,21.5,Zone 2,19.7,Zone 4,25.1,Zone 2,24.1,Zone 4,29.1,Zone 4,28.3,Zone 4
Assam,Darrang,Garukhuti,14.0,2026-02-02,00:30:00,100.0,2026-02-01,00:30:00,2026-02-02 00:35:16,13.950000000000045,Zone 2,28.7,Zone 4,14.0,Zone 2,14.0,Zone 2,21.1,Zone 2,19.1,Zone 4,24.8,Zone 2,23.7,Zone 4,28.7,Zone 4,28.0,Zone 4
Assam,Darrang,Mangaldai,14.1,2026-02-02,00:15:00,84.0,2026-02-01,00:15:00,2026-02-02 00:35:16,13.550000000000011,Zone 2,28.2,Zone 4,13.4,Zone 2,13.6,Zone 2,20.7,Zone 2,18.7,Zone 4,24.5,Zone 2,23.1,Zone 4,28.2,Zone 4,27.2,Zone 4
Assam,Dhemaji,Silapathar Science College,13.6,2026-02-02,00:30:00,100.0,2026-02-01,00:30:00,2026-02-02 00:35:16,13.550000000000011,Zone 2,28.1,Zone 4,13.5,Zone 2,13.5,Zone 2,20.7,Zone 2,18.6,Zone 4,24.5,Zone 2,23.1,Zone 4,28.1,Zone 4,27.4,Zone 4
Assam,Dhubri,Bn College,16.7,2026-02-02,00:15:00,100.0,2026-02-01,00:15:00,2026-02-02 00:35:16,17.450000000000045,Zone 3,31.6,Zone 4,17.2,Zone 2,16.9,Zone 2,23.2,Zone 2,22.0,Zone 4,27.0,Zone 4,26.8,Zone 4,31.6,Zone 4,32.9,Zone 5
Assam,Dhubri,Gauripur Aegcl,16.4,2026-02-02,00:30:00,100.0,2026-02-01,00:30:00,2026-02-02 00:35:16,17.05000000000001,Zone 3,31.6,Zone 4,17.2,Zone 2,16.9,Zone 2,23.2,Zone 2,22.0,Zone 4,27.0,Zone 4,26.8,Zone 4,31.6,Zone 4,32.9,Zone 5
Assam,Dibrugarh,Bcpl Dibrugarh,,,,100.0,2026-02-01,00:00:00,2026-02-02 00:35:16,,,,,,,,,,,,,,,,,,,,
Assam,Dibrugarh,Dc Ofc Dibrugarh,14.3,2026-02-02,00:00:00,100.0,2026-02-01,00:00:00,2026-02-02 00:35:16,14.350000000000023,Zone 3,29.2,Zone 4,14.6,Zone 2,14.6,Zone 2,21.5,Zone 2,19.7,Zone 4,25.1,Zone 2,24.3,Zone 4,29.2,Zone 4,28.6,Zone 4
Assam,Dibrugarh,Dibrugarh,8.5,2026-02-02,00:15:00,43.0,2026-02-01,00:15:00,2026-02-02 00:35:16,6.850000000000023,Zone 2,23.7,Zone 2,6.8,Zone 2,7.1,Zone 2,14.9,Zone 2,13.1,Zone 2,20.5,Zone 2,17.5,Zone 2,23.7,Zone 2,21.0,Zone 4
Assam,Dibrugarh,Lahowal,,,,6.0,2026-02-01,00:00:00,2026-02-02 00:35:16,,,,,,,,,,,,,,,,,,,,
Assam,Dima Hasao,Haflong,15.5,2026-02-02,00:15:00,56.0,2026-02-01,00:15:00,2026-02-02 00:35:16,13.850000000000023,Zone 2,28.7,Zone 4,13.8,Zone 2,14.4,Zone 2,21.2,Zone 2,19.5,Zone 4,25.0,Zone 2,23.6,Zone 4,28.7,Zone 4,27.4,Zone 4
Assam,Dima Hasao,Haflong Aegcl,12.6,2026-02-02,00:15:00,87.0,2026-02-01,00:15:00,2026-02-02 00:35:16,12.150000000000034,Zone 2,26.8,Zone 4,12.1,Zone 2,12.2,Zone 2,19.5,Zone 2,17.4,Zone 2,23.7,Zone 2,21.7,Zone 4,26.8,Zone 4,25.7,Zone 4
Assam,Dima Hasao,Lkhep,16.0,2026-02-02,00:15:00,87.0,2026-02-01,00:15:00,2026-02-02 00:35:16,15.950000000000045,Zone 3,30.4,Zone 4,16.0,Zone 2,16.0,Zone 2,22.5,Zone 2,21.0,Zone 4,26.1,Zone 4,25.5,Zone 4,30.4,Zone 4,29.7,Zone 4
Assam,Goalpara,Agia Aegcl,14.8,2026-02-02,00:30:00,100.0,2026-02-01,00:30:00,2026-02-02 00:35:16,15.050000000000011,Zone 3,29.8,Zone 4,15.3,Zone 2,15.2,Zone 2,22.0,Zone 2,20.2,Zone 4,25.4,Zone 4,24.9,Zone 4,29.8,Zone 4,29.3,Zone 4
Assam,Goalpara,Goalpara,16.2,2026-02-02,00:00:00,100.0,2026-02-01,00:00:00,2026-02-02 00:35:16,16.850000000000023,Zone 3,31.0,Zone 4,16.6,Zone 2,16.3,Zone 2,22.8,Zone 2,21.4,Zone 4,26.5,Zone 4,26.2,Zone 4,31.0,Zone 4,30.7,Zone 5
Assam,Golaghat,Cnb Collage Bokakhat,14.9,2026-02-02,00:30:00,100.0,2026-02-01,00:30:00,2026-02-02 00:35:16,15.150000000000034,Zone 3,29.8,Zone 4,15.3,Zone 2,15.2,Zone 2,22.0,Zone 2,20.2,Zone 4,25.4,Zone 4,24.9,Zone 4,29.8,Zone 4,29.3,Zone 4
Assam,Hajoi,Lumding,15.5,2026-02-02,00:15:00,82.0,2026-02-01,00:15:00,2026-02-02 00:35:16,15.050000000000011,Zone 3,29.6,Zone 4,15.1,Zone 2,15.2,Zone 2,21.9,Zone 2,20.2,Zone 4,25.5,Zone 4,24.7,Zone 4,29.6,Zone 4,28.8,Zone 4
Assam,Jorhat,Jorhat Amfu,13.6,2026-02-02,00:15:00,85.0,2026-02-01,00:15:00,2026-02-02 00:35:16,13.050000000000011,Zone 2,27.7,Zone 4,13.0,Zone 2,13.1,Zone 2,20.3,Zone 2,18.3,Zone 2,24.2,Zone 2,22.6,Zone 4,27.7,Zone 4,26.7,Zone 4
