DISTRICT,STATION,TEMP,RH,EHI,Light Work Heat Stress Zone,Unnamed: 6,EHI_350 (in shade),Hard Labor Heat Stress Zone,LOGGED_AT (IST),EHI (in shade),Local Region,EHI_3_shade,Zone_3_shade,EHI_3_sun,Zone_3_sun,EHI_4_shade,Zone_4_shade,EHI_4_sun,Zone_4_sun,EHI_5_shade,Zone_5_shade,EHI_5_sun,Zone_5_sun,EHI_6_shade,Zone_6_shade,EHI_6_sun,Zone_6_sun,EHI_350 (in shade °C)
NORTH_WEST_DELHI,PITAMPURA,26.8,97.0,,Zone 4,,63.5,Zone 5,2025-05-11 02:37:43,31.6,Pitampura,32.1,Zone 4,48.7,Zone 5,48.4,Zone 5,54.4,Zone 5,61.1,Zone 5,58.4,Zone 5,64.3,Zone 5,61.4,Zone 5,64.3
NORTH_WEST_DELHI,NARELA,23.1,90.0,,Zone 3,,46.0,Zone 5,2025-05-11 02:37:43,24.5,Unknown Station,24.4,Zone 3,25.7,Zone 4,30.1,Zone 4,32.1,Zone 5,35.7,Zone 4,47.9,Zone 5,48.2,Zone 5,52.3,Zone 5,48.2
GURGAON,NORTHCAP_UNIVERSITY,24.7,90.0,,Zone 4,,56.7,Zone 5,2025-05-11 02:37:43,26.7,"Sector 23A, Gurugram",26.3,Zone 4,28.6,Zone 4,32.7,Zone 4,42.8,Zone 5,40.7,Zone 5,51.0,Zone 5,57.8,Zone 5,55.0,Zone 5,57.8
NORTH_WEST_DELHI,MUNGESHPUR,23.7,90.0,,Zone 3,,50.1,Zone 5,2025-05-11 02:37:43,25.1,Mungeshpur,24.9,Zone 3,26.6,Zone 4,30.9,Zone 4,35.4,Zone 5,36.6,Zone 4,49.0,Zone 5,51.5,Zone 5,53.2,Zone 5,51.5
GAZIABAD,KV2_AIRFORCE_HINDON,22.9,98.0,,Zone 3,,51.0,Zone 5,2025-05-11 02:37:43,24.6,"Air Force Station, Ghaziabad",24.7,Zone 3,26.6,Zone 4,30.8,Zone 4,38.4,Zone 5,37.0,Zone 5,49.9,Zone 5,54.3,Zone 5,54.0,Zone 5,54.3
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,25.2,94.0,,Zone 4,,60.1,Zone 5,2025-05-11 02:37:43,27.8,Mayur Vihar-III,27.5,Zone 4,30.5,Zone 5,34.3,Zone 4,48.2,Zone 5,48.3,Zone 5,53.2,Zone 5,60.3,Zone 5,56.9,Zone 5,60.3
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,27.8,86.0,,Zone 4,,62.7,Zone 5,2025-05-11 02:37:43,32.3,Unknown Station,32.8,Zone 4,47.3,Zone 5,43.9,Zone 5,53.2,Zone 5,60.2,Zone 5,57.4,Zone 5,63.6,Zone 5,60.5,Zone 5,63.6
DELHI,KV_NARAYNA,25.5,90.0,,Zone 4,,59.7,Zone 5,2025-05-11 02:37:43,28.1,"Naraina, New Delhi",28.1,Zone 4,30.9,Zone 4,34.8,Zone 4,48.2,Zone 5,48.3,Zone 5,53.2,Zone 5,60.3,Zone 5,56.9,Zone 5,60.3
DELHI,KV_JANAKPURI,25.7,90.0,,Zone 4,,60.1,Zone 5,2025-05-11 02:37:43,28.4,Janakpuri,28.1,Zone 4,30.9,Zone 4,34.8,Zone 4,48.2,Zone 5,48.3,Zone 5,53.2,Zone 5,60.3,Zone 5,56.9,Zone 5,60.3
DELHI,KVK_CRPF_CAMPUS,24.5,92.0,,Zone 4,,57.0,Zone 5,2025-05-11 02:37:43,26.5,Jharoda Kalan,26.5,Zone 4,28.9,Zone 4,33.0,Zone 4,44.7,Zone 5,42.4,Zone 5,51.6,Zone 5,59.1,Zone 5,55.5,Zone 5,59.1
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,23.9,96.0,,Zone 4,,56.2,Zone 5,2025-05-11 02:37:43,25.7,"Kamla Nehru Nagar, Ghaziabad",25.9,Zone 4,28.4,Zone 4,32.5,Zone 4,44.4,Zone 5,42.3,Zone 5,51.5,Zone 5,59.0,Zone 5,55.5,Zone 5,59.0
SOUTH_WEST_DELHI,NAJAFGARH,24.6,100.0,,Zone 4,,60.3,Zone 5,2025-05-11 03:38:03,27.2,Najafgarh,27.0,Zone 4,31.9,Zone 5,34.0,Zone 4,48.8,Zone 5,50.0,Zone 5,53.6,Zone 5,60.7,Zone 5,57.3,Zone 5,60.7
NORTH_WEST_DELHI,PITAMPURA,26.5,96.0,,Zone 4,,62.7,Zone 5,2025-05-11 03:38:03,30.8,Pitampura,30.8,Zone 4,46.3,Zone 5,42.1,Zone 5,52.7,Zone 5,59.8,Zone 5,57.0,Zone 5,63.2,Zone 5,60.2,Zone 5,63.2
NORTH_WEST_DELHI,NARELA,22.9,90.0,,Zone 3,,44.7,Zone 5,2025-05-11 03:38:03,24.3,Unknown Station,24.4,Zone 3,25.7,Zone 4,30.1,Zone 4,32.1,Zone 5,35.7,Zone 4,47.9,Zone 5,48.2,Zone 5,52.3,Zone 5,48.2
NORTH_WEST_DELHI,MUNGESHPUR,23.5,88.0,,Zone 3,,47.1,Zone 5,2025-05-11 03:38:03,24.9,Mungeshpur,24.9,Zone 3,26.4,Zone 4,30.8,Zone 4,33.8,Zone 5,36.4,Zone 4,48.5,Zone 5,49.9,Zone 5,52.8,Zone 5,49.9
NORTH_DELHI,DELHI_UNIVERSITY,24.9,81.0,,Zone 4,,50.4,Zone 5,2025-05-11 03:38:03,26.4,North Campus,26.6,Zone 4,28.4,Zone 4,32.6,Zone 4,38.1,Zone 5,38.2,Zone 4,49.7,Zone 5,53.7,Zone 5,53.8,Zone 5,53.7
NEW_DELHI,SPORTS_COMPLEX,27.2,92.0,,Zone 4,,63.1,Zone 5,2025-05-11 03:38:03,31.8,Unknown Station,31.4,Zone 4,46.3,Zone 5,42.1,Zone 5,52.7,Zone 5,59.8,Zone 5,57.0,Zone 5,63.2,Zone 5,60.2,Zone 5,63.2
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,23.6,96.0,,Zone 3,,54.3,Zone 5,2025-05-11 03:38:03,25.2,"Kamla Nehru Nagar, Ghaziabad",25.1,Zone 3,27.3,Zone 4,31.5,Zone 4,40.5,Zone 5,38.8,Zone 5,50.5,Zone 5,56.1,Zone 5,54.5,Zone 5,56.1
GAZIABAD,KV2_AIRFORCE_HINDON,22.3,98.0,,Zone 3,,46.8,Zone 5,2025-05-11 03:38:03,24.0,"Air Force Station, Ghaziabad",24.2,Zone 3,25.6,Zone 4,29.9,Zone 4,34.7,Zone 5,35.8,Zone 4,48.8,Zone 5,51.0,Zone 5,53.1,Zone 5,51.0
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,25.1,99.0,,Zone 4,,60.9,Zone 5,2025-05-11 03:38:03,28.1,Mayur Vihar-III,27.9,Zone 4,35.2,Zone 5,35.0,Zone 4,49.8,Zone 5,53.2,Zone 5,54.5,Zone 5,61.3,Zone 5,58.0,Zone 5,61.3
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,27.1,90.0,,Zone 4,,62.5,Zone 5,2025-05-11 03:38:03,31.3,Unknown Station,31.1,Zone 4,43.9,Zone 5,39.7,Zone 5,52.0,Zone 5,59.2,Zone 5,56.4,Zone 5,62.8,Zone 5,59.7,Zone 5,62.8
DELHI,KV_NARAYNA,25.4,92.0,,Zone 4,,60.0,Zone 5,2025-05-11 03:38:03,28.0,"Naraina, New Delhi",28.2,Zone 4,32.5,Zone 5,35.1,Zone 4,48.9,Zone 5,50.3,Zone 5,53.7,Zone 5,60.7,Zone 5,57.3,Zone 5,60.7
DELHI,KV_JANAKPURI,25.4,92.0,,Zone 4,,60.0,Zone 5,2025-05-11 03:38:03,28.0,Janakpuri,28.2,Zone 4,32.5,Zone 5,35.1,Zone 4,48.9,Zone 5,50.3,Zone 5,53.7,Zone 5,60.7,Zone 5,57.3,Zone 5,60.7
DELHI,KVK_CRPF_CAMPUS,24.0,95.0,,Zone 4,,56.1,Zone 5,2025-05-11 03:38:03,25.8,Jharoda Kalan,25.8,Zone 4,28.3,Zone 4,32.4,Zone 4,43.5,Zone 5,41.4,Zone 5,51.3,Zone 5,58.4,Zone 5,55.2,Zone 5,58.4
SOUTH_WEST_DELHI,NAJAFGARH,24.0,100.0,,Zone 4,,59.2,Zone 5,2025-05-11 04:38:43,26.1,Najafgarh,26.1,Zone 4,29.0,Zone 4,32.9,Zone 4,47.5,Zone 5,45.9,Zone 5,52.6,Zone 5,59.8,Zone 5,56.3,Zone 5,59.8
NORTH_WEST_DELHI,PITAMPURA,26.0,92.0,,Zone 4,,61.0,Zone 5,2025-05-11 04:38:43,29.2,Pitampura,29.2,Zone 4,36.8,Zone 5,36.2,Zone 4,50.1,Zone 5,54.4,Zone 5,54.8,Zone 5,61.6,Zone 5,58.3,Zone 5,61.6
NORTH_WEST_DELHI,NARELA,22.5,90.0,,Zone 3,,42.2,Zone 5,2025-05-11 04:38:43,23.9,Unknown Station,23.9,Zone 3,24.8,Zone 4,29.3,Zone 4,30.5,Zone 4,34.8,Zone 4,46.0,Zone 5,44.9,Zone 5,51.5,Zone 5,44.9
NORTH_WEST_DELHI,MUNGESHPUR,23.4,87.0,,Zone 3,,45.6,Zone 5,2025-05-11 04:38:43,24.7,Mungeshpur,24.8,Zone 3,26.3,Zone 4,30.7,Zone 4,33.0,Zone 5,36.2,Zone 4,48.2,Zone 5,49.1,Zone 5,52.6,Zone 5,49.1
NORTH_DELHI,DELHI_UNIVERSITY,24.3,83.0,,Zone 4,,48.2,Zone 5,2025-05-11 04:38:43,25.6,North Campus,25.9,Zone 4,27.7,Zone 4,32.0,Zone 4,36.4,Zone 5,37.6,Zone 4,49.2,Zone 5,52.2,Zone 5,53.4,Zone 5,52.2
NEW_DELHI,SPORTS_COMPLEX,26.5,92.0,,Zone 4,,61.9,Zone 5,2025-05-11 04:38:43,30.2,Unknown Station,30.2,Zone 4,41.5,Zone 5,37.7,Zone 5,51.4,Zone 5,58.1,Zone 5,55.9,Zone 5,62.4,Zone 5,59.2,Zone 5,62.4
GURGAON,NORTHCAP_UNIVERSITY,24.3,91.0,,Zone 4,,54.9,Zone 5,2025-05-11 04:38:43,26.1,"Sector 23A, Gurugram",26.4,Zone 4,28.8,Zone 4,32.9,Zone 4,43.8,Zone 5,41.5,Zone 5,51.3,Zone 5,58.5,Zone 5,55.3,Zone 5,58.5
DELHI,KVK_CRPF_CAMPUS,23.9,94.0,,Zone 4,,54.7,Zone 5,2025-05-11 04:38:43,25.6,Jharoda Kalan,25.8,Zone 4,28.1,Zone 4,32.2,Zone 4,42.6,Zone 5,40.6,Zone 5,51.0,Zone 5,57.7,Zone 5,55.0,Zone 5,57.7
GAZIABAD,KV2_AIRFORCE_HINDON,22.3,98.0,,Zone 3,,46.8,Zone 5,2025-05-11 04:38:43,24.0,"Air Force Station, Ghaziabad",24.2,Zone 3,25.6,Zone 4,29.9,Zone 4,34.7,Zone 5,35.8,Zone 4,48.8,Zone 5,51.0,Zone 5,53.1,Zone 5,51.0
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,25.6,88.0,,Zone 4,,59.5,Zone 5,2025-05-11 04:38:43,28.1,Mayur Vihar-III,27.9,Zone 4,30.5,Zone 4,34.5,Zone 4,47.6,Zone 5,46.3,Zone 5,52.6,Zone 5,59.9,Zone 5,56.4,Zone 5,59.9
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,27.2,90.0,,Zone 4,,62.6,Zone 5,2025-05-11 04:38:43,31.5,Unknown Station,31.1,Zone 4,43.9,Zone 5,39.7,Zone 5,52.0,Zone 5,59.2,Zone 5,56.4,Zone 5,62.8,Zone 5,59.7,Zone 5,62.8
DELHI,KV_NARAYNA,25.9,86.0,,Zone 4,,59.5,Zone 5,2025-05-11 04:38:43,28.4,"Naraina, New Delhi",28.6,Zone 4,31.3,Zone 4,35.2,Zone 4,48.2,Zone 5,48.1,Zone 5,53.1,Zone 5,60.3,Zone 5,56.8,Zone 5,60.3
DELHI,KV_JANAKPURI,26.1,87.0,,Zone 4,,60.1,Zone 5,2025-05-11 04:38:43,28.9,Janakpuri,28.7,Zone 4,31.5,Zone 5,35.4,Zone 4,48.5,Zone 5,49.2,Zone 5,53.4,Zone 5,60.5,Zone 5,57.1,Zone 5,60.5
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,23.8,93.0,,Zone 4,,53.2,Zone 5,2025-05-11 04:38:43,25.4,"Kamla Nehru Nagar, Ghaziabad",25.7,Zone 4,28.0,Zone 4,32.1,Zone 4,41.7,Zone 5,39.7,Zone 5,50.8,Zone 5,57.0,Zone 5,54.8,Zone 5,57.0
NEW_DELHI,LODI ROAD,27.3,81.0,,Zone 4,,60.7,Zone 5,2025-05-11 08:08:56,30.5,Lodhi Road,30.9,Zone 4,37.3,Zone 5,37.7,Zone 4,50.2,Zone 5,54.5,Zone 5,54.8,Zone 5,61.6,Zone 5,58.3,Zone 5,61.6
NORTH_WEST_DELHI,PITAMPURA,29.1,79.0,,Zone 4,,63.2,Zone 5,2025-05-11 08:08:56,34.2,Pitampura,33.9,Zone 4,47.3,Zone 5,43.8,Zone 5,53.2,Zone 5,60.1,Zone 5,57.4,Zone 5,63.5,Zone 5,60.5,Zone 5,63.5
SOUTH_WEST_DELHI,NAJAFGARH,27.2,97.0,,Zone 4,,64.2,Zone 5,2025-05-11 08:08:56,32.7,Najafgarh,32.1,Zone 4,48.7,Zone 5,48.4,Zone 5,54.4,Zone 5,61.1,Zone 5,58.4,Zone 5,64.3,Zone 5,61.4,Zone 5,64.3
NORTH_WEST_DELHI,NARELA,27.1,79.0,,Zone 4,,59.9,Zone 5,2025-05-11 08:08:56,29.9,Unknown Station,29.7,Zone 4,32.3,Zone 4,36.2,Zone 4,48.2,Zone 5,48.4,Zone 5,53.2,Zone 5,60.3,Zone 5,56.9,Zone 5,60.3
NORTH_WEST_DELHI,MUNGESHPUR,27.2,75.0,,Zone 4,,59.1,Zone 5,2025-05-11 08:08:56,29.7,Mungeshpur,29.3,Zone 4,31.5,Zone 4,35.5,Zone 4,46.8,Zone 5,44.0,Zone 5,52.0,Zone 5,59.4,Zone 5,55.8,Zone 5,59.4
NORTH_DELHI,DELHI_UNIVERSITY,28.2,72.0,,Zone 4,,60.0,Zone 5,2025-05-11 08:08:56,31.1,North Campus,30.8,Zone 4,33.1,Zone 4,37.0,Zone 4,48.1,Zone 5,48.0,Zone 5,53.0,Zone 5,60.3,Zone 5,56.7,Zone 5,60.3
NEW_DELHI,SPORTS_COMPLEX,29.8,83.0,,Zone 4,,65.4,Zone 5,2025-05-11 08:08:56,37.0,Unknown Station,37.6,Zone 4,52.2,Zone 5,59.1,Zone 5,57.3,Zone 5,63.3,Zone 5,60.9,Zone 5,66.2,Zone 5,63.5,Zone 5,66.2
GURGAON,NORTHCAP_UNIVERSITY,28.9,69.0,,Zone 4,,60.3,Zone 5,2025-05-11 08:08:56,32.0,"Sector 23A, Gurugram",32.2,Zone 4,35.0,Zone 5,38.5,Zone 4,49.3,Zone 5,52.0,Zone 5,54.1,Zone 5,61.1,Zone 5,57.6,Zone 5,61.1
DELHI,KVK_CRPF_CAMPUS,27.2,71.0,,Zone 4,,55.9,Zone 5,2025-05-11 08:08:56,29.3,Jharoda Kalan,29.0,Zone 4,30.7,Zone 4,34.9,Zone 4,42.5,Zone 5,40.4,Zone 4,50.7,Zone 5,57.1,Zone 5,54.7,Zone 5,57.1
GAZIABAD,KV2_AIRFORCE_HINDON,28.1,72.0,,Zone 4,,59.8,Zone 5,2025-05-11 08:08:56,31.0,"Air Force Station, Ghaziabad",30.8,Zone 4,33.1,Zone 4,37.0,Zone 4,48.1,Zone 5,48.0,Zone 5,53.0,Zone 5,60.3,Zone 5,56.7,Zone 5,60.3
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,27.7,79.0,,Zone 4,,60.9,Zone 5,2025-05-11 08:08:56,31.1,Mayur Vihar-III,30.7,Zone 4,35.0,Zone 5,37.3,Zone 4,49.4,Zone 5,52.3,Zone 5,54.2,Zone 5,61.1,Zone 5,57.8,Zone 5,61.1
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,30.4,70.0,,Zone 4,,63.0,Zone 5,2025-05-11 08:08:56,35.4,Unknown Station,35.6,Zone 4,47.5,Zone 5,44.4,Zone 5,53.3,Zone 5,60.3,Zone 5,57.5,Zone 5,63.6,Zone 5,60.6,Zone 5,63.6
DELHI,KV_NARAYNA,28.4,67.0,,Zone 4,,59.0,Zone 5,2025-05-11 08:08:56,30.9,"Naraina, New Delhi",31.0,Zone 4,33.1,Zone 4,37.0,Zone 4,47.4,Zone 5,45.8,Zone 5,52.4,Zone 5,59.8,Zone 5,56.2,Zone 5,59.8
DELHI,KV_JANAKPURI,29.7,67.0,,Zone 4,,61.1,Zone 5,2025-05-11 08:08:56,33.3,Janakpuri,32.9,Zone 4,36.4,Zone 5,39.1,Zone 4,49.7,Zone 5,53.2,Zone 5,54.4,Zone 5,61.3,Zone 5,57.9,Zone 5,61.3
DELHI,IGNOU,28.8,72.0,,Zone 4,,60.9,Zone 5,2025-05-11 08:08:56,32.3,Maidan Garhi,32.7,Zone 4,38.9,Zone 5,39.2,Zone 4,50.5,Zone 5,55.6,Zone 5,55.1,Zone 5,61.8,Zone 5,58.5,Zone 5,61.8
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,28.0,71.0,,Zone 4,,59.4,Zone 5,2025-05-11 08:08:56,30.7,"Kamla Nehru Nagar, Ghaziabad",30.7,Zone 4,32.8,Zone 4,36.8,Zone 4,47.7,Zone 5,46.8,Zone 5,52.7,Zone 5,60.0,Zone 5,56.5,Zone 5,60.0
SOUTH_WEST_DELHI,NAJAFGARH,29.0,91.0,,Zone 4,,66.0,Zone 5,2025-05-11 09:06:50,36.7,Najafgarh,36.7,Zone 4,52.6,Zone 5,59.4,Zone 5,57.7,Zone 5,63.6,Zone 5,61.2,Zone 5,66.4,Zone 5,63.8,Zone 5,66.4
NORTH_WEST_DELHI,PITAMPURA,31.9,70.0,,Zone 4,,65.4,Zone 5,2025-05-11 09:06:50,39.3,Pitampura,39.6,Zone 4,51.9,Zone 5,58.4,Zone 5,57.0,Zone 5,63.1,Zone 5,60.6,Zone 5,66.0,Zone 5,63.3,Zone 5,66.0
NORTH_WEST_DELHI,NARELA,29.8,71.0,,Zone 4,,62.3,Zone 5,2025-05-11 09:06:50,34.2,Unknown Station,34.7,Zone 4,46.5,Zone 5,41.5,Zone 5,52.5,Zone 5,59.6,Zone 5,56.8,Zone 5,63.1,Zone 5,60.0,Zone 5,63.1
NORTH_WEST_DELHI,MUNGESHPUR,29.9,68.0,,Zone 4,,61.7,Zone 5,2025-05-11 09:06:50,33.9,Mungeshpur,34.1,Zone 4,42.1,Zone 5,40.5,Zone 4,51.3,Zone 5,57.9,Zone 5,55.8,Zone 5,62.3,Zone 5,59.1,Zone 5,62.3
NORTH_DELHI,DELHI_UNIVERSITY,30.9,63.0,,Zone 4,,61.8,Zone 5,2025-05-11 09:06:50,35.0,North Campus,35.2,Zone 4,43.4,Zone 5,41.5,Zone 4,51.5,Zone 5,58.7,Zone 5,56.0,Zone 5,62.5,Zone 5,59.3,Zone 5,62.5
NEW_DELHI,SPORTS_COMPLEX,32.2,75.0,,Zone 5,,67.4,Zone 5,2025-05-11 09:06:50,44.2,Unknown Station,41.8,Zone 5,54.6,Zone 5,60.9,Zone 5,59.2,Zone 5,64.8,Zone 5,62.5,Zone 5,67.4,Zone 5,64.9,Zone 5,67.4
NEW_DELHI,LODI ROAD,30.1,72.0,,Zone 4,,63.1,Zone 5,2025-05-11 09:06:50,35.1,Lodhi Road,34.9,Zone 4,47.0,Zone 5,42.9,Zone 5,52.9,Zone 5,60.0,Zone 5,57.1,Zone 5,63.4,Zone 5,60.3,Zone 5,63.4
GURGAON,NORTHCAP_UNIVERSITY,33.5,54.0,,Zone 4,,63.1,Zone 5,2025-05-11 09:06:50,38.4,"Sector 23A, Gurugram",38.4,Zone 4,47.4,Zone 5,44.5,Zone 4,53.2,Zone 5,60.2,Zone 5,57.3,Zone 5,63.6,Zone 5,60.5,Zone 5,63.6
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,29.0,67.0,,Zone 4,,60.0,Zone 5,2025-05-11 09:06:50,31.9,"Kamla Nehru Nagar, Ghaziabad",31.9,Zone 4,34.2,Zone 4,38.1,Zone 4,48.5,Zone 5,49.5,Zone 5,53.4,Zone 5,60.5,Zone 5,57.1,Zone 5,60.5
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,29.3,73.0,,Zone 4,,62.0,Zone 5,2025-05-11 09:06:50,33.5,Mayur Vihar-III,33.9,Zone 4,44.9,Zone 5,40.7,Zone 4,52.1,Zone 5,59.3,Zone 5,56.4,Zone 5,62.8,Zone 5,59.7,Zone 5,62.8
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,34.2,55.0,,Zone 4,,64.5,Zone 5,2025-05-11 09:06:50,40.4,Unknown Station,39.9,Zone 4,49.3,Zone 5,50.4,Zone 5,54.8,Zone 5,61.5,Zone 5,58.7,Zone 5,64.6,Zone 5,61.7,Zone 5,64.6
DELHI,KV_NARAYNA,29.8,62.0,,Zone 4,,59.9,Zone 5,2025-05-11 09:06:50,32.7,"Naraina, New Delhi",33.0,Zone 4,35.1,Zone 4,39.0,Zone 4,48.8,Zone 5,50.4,Zone 5,53.6,Zone 5,60.7,Zone 5,57.3,Zone 5,60.7
DELHI,KV_JANAKPURI,31.8,54.0,,Zone 4,,60.6,Zone 5,2025-05-11 09:06:50,35.0,Janakpuri,35.3,Zone 4,37.6,Zone 5,41.1,Zone 4,49.8,Zone 5,53.6,Zone 5,54.5,Zone 5,61.4,Zone 5,58.0,Zone 5,61.4
DELHI,KVK_CRPF_CAMPUS,29.2,63.0,,Zone 4,,59.2,Zone 5,2025-05-11 09:06:50,31.8,Jharoda Kalan,31.4,Zone 4,33.2,Zone 4,37.2,Zone 4,47.0,Zone 5,44.5,Zone 5,52.0,Zone 5,59.5,Zone 5,55.9,Zone 5,59.5
DELHI,IGNOU,32.6,59.0,,Zone 4,,63.3,Zone 5,2025-05-11 09:06:50,37.8,Maidan Garhi,37.6,Zone 4,47.4,Zone 5,44.4,Zone 5,53.3,Zone 5,60.2,Zone 5,57.4,Zone 5,63.6,Zone 5,60.5,Zone 5,63.6
GAZIABAD,KV2_AIRFORCE_HINDON,30.9,57.0,,Zone 4,,60.1,Zone 5,2025-05-11 09:06:50,33.9,"Air Force Station, Ghaziabad",34.0,Zone 4,36.0,Zone 4,39.9,Zone 4,48.9,Zone 5,50.8,Zone 5,53.7,Zone 5,60.8,Zone 5,57.3,Zone 5,60.8
SOUTH_WEST_DELHI,NAJAFGARH,30.2,82.0,,Zone 4,,65.8,Zone 5,2025-05-11 09:42:55,38.0,Najafgarh,37.3,Zone 4,51.7,Zone 5,57.9,Zone 5,56.9,Zone 5,63.0,Zone 5,60.5,Zone 5,65.9,Zone 5,63.2,Zone 5,65.9
NORTH_WEST_DELHI,PITAMPURA,32.9,67.0,,Zone 4,,66.2,Zone 5,2025-05-11 09:42:55,41.3,Pitampura,41.6,Zone 4,53.3,Zone 5,59.9,Zone 5,58.2,Zone 5,64.0,Zone 5,61.6,Zone 5,66.8,Zone 5,64.2,Zone 5,66.8
NORTH_WEST_DELHI,NARELA,31.0,64.0,,Zone 4,,62.3,Zone 5,2025-05-11 09:42:55,35.4,Unknown Station,35.4,Zone 4,45.0,Zone 5,41.8,Zone 4,52.0,Zone 5,59.2,Zone 5,56.3,Zone 5,62.8,Zone 5,59.6,Zone 5,62.8
NORTH_WEST_DELHI,MUNGESHPUR,30.8,65.0,,Zone 4,,62.3,Zone 5,2025-05-11 09:42:55,35.2,Mungeshpur,35.7,Zone 4,46.4,Zone 5,42.1,Zone 4,52.4,Zone 5,59.6,Zone 5,56.7,Zone 5,63.1,Zone 5,59.9,Zone 5,63.1
NORTH_DELHI,DELHI_UNIVERSITY,32.3,60.0,,Zone 4,,63.1,Zone 5,2025-05-11 09:42:55,37.4,North Campus,37.8,Zone 4,48.0,Zone 5,46.1,Zone 5,53.7,Zone 5,60.6,Zone 5,57.8,Zone 5,63.9,Zone 5,60.9,Zone 5,63.9
NEW_DELHI,SPORTS_COMPLEX,33.0,70.0,,Zone 5,,67.3,Zone 5,2025-05-11 09:42:55,43.5,Unknown Station,43.5,Zone 5,55.0,Zone 5,61.2,Zone 5,59.6,Zone 5,65.0,Zone 5,62.8,Zone 5,67.6,Zone 5,65.2,Zone 5,67.6
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,30.3,70.0,,Zone 4,,62.8,Zone 5,2025-05-11 09:42:55,35.2,Mayur Vihar-III,35.6,Zone 4,47.5,Zone 5,44.4,Zone 5,53.3,Zone 5,60.3,Zone 5,57.5,Zone 5,63.6,Zone 5,60.6,Zone 5,63.6
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,35.0,51.0,,Zone 4,,64.3,Zone 5,2025-05-11 09:42:55,40.9,Unknown Station,40.9,Zone 4,49.6,Zone 5,51.4,Zone 5,55.1,Zone 5,61.6,Zone 5,58.9,Zone 5,64.8,Zone 5,61.8,Zone 5,64.8
DELHI,KV_NARAYNA,30.9,56.0,,Zone 4,,59.8,Zone 5,2025-05-11 09:42:55,33.7,"Naraina, New Delhi",33.9,Zone 4,35.7,Zone 4,39.6,Zone 4,48.5,Zone 5,49.4,Zone 5,53.4,Zone 5,60.5,Zone 5,57.0,Zone 5,60.5
DELHI,KV_JANAKPURI,31.9,55.0,,Zone 4,,61.0,Zone 5,2025-05-11 09:42:55,35.4,Janakpuri,35.6,Zone 4,39.2,Zone 5,41.4,Zone 4,50.3,Zone 5,55.1,Zone 5,54.9,Zone 5,61.7,Zone 5,58.3,Zone 5,61.7
DELHI,IGNOU,33.4,50.0,,Zone 4,,61.6,Zone 5,2025-05-11 09:42:55,37.1,Maidan Garhi,37.3,Zone 4,43.0,Zone 5,43.1,Zone 4,51.2,Zone 5,57.8,Zone 5,55.6,Zone 5,62.3,Zone 5,59.0,Zone 5,62.3
NEW_DELHI,LODI ROAD,31.4,69.0,,Zone 4,,64.3,Zone 5,2025-05-11 09:42:55,37.6,Lodhi Road,37.9,Zone 4,49.9,Zone 5,52.3,Zone 5,55.3,Zone 5,61.8,Zone 5,59.2,Zone 5,65.0,Zone 5,62.1,Zone 5,65.0
NORTH_WEST_DELHI,PITAMPURA,34.1,63.0,,Zone 4,,66.9,Zone 5,2025-05-11 10:39:39,43.4,Pitampura,43.1,Zone 4,54.1,Zone 5,60.5,Zone 5,58.8,Zone 5,64.5,Zone 5,62.1,Zone 5,67.1,Zone 5,64.6,Zone 5,67.1
NORTH_WEST_DELHI,NARELA,33.5,57.0,,Zone 4,,64.1,Zone 5,2025-05-11 10:39:39,39.4,Unknown Station,39.4,Zone 4,49.1,Zone 5,49.7,Zone 5,54.7,Zone 5,61.3,Zone 5,58.6,Zone 5,64.5,Zone 5,61.5,Zone 5,64.5
NORTH_WEST_DELHI,MUNGESHPUR,32.7,56.0,,Zone 4,,62.5,Zone 5,2025-05-11 10:39:39,37.2,Mungeshpur,36.8,Zone 4,45.0,Zone 5,42.9,Zone 4,51.9,Zone 5,59.2,Zone 5,56.2,Zone 5,62.7,Zone 5,59.5,Zone 5,62.7
NORTH_DELHI,DELHI_UNIVERSITY,33.6,53.0,,Zone 4,,62.9,Zone 5,2025-05-11 10:39:39,38.4,North Campus,38.1,Zone 4,46.8,Zone 5,44.2,Zone 4,52.7,Zone 5,59.8,Zone 5,56.9,Zone 5,63.3,Zone 5,60.1,Zone 5,63.3
