STATE,DISTRICT,STATION,TEMP,DATE_TEMP,TIME_TEMP,RH,DATE_RH,TIME_RH,LOGGED_AT (IST),EHI (in shade °C),Light Work Heat Stress Zone,EHI_350 (in shade °C),Hard Labor Heat Stress Zone,EHI_3_shade,Zone_3_shade,EHI_3_sun,Zone_3_sun,EHI_4_shade,Zone_4_shade,EHI_4_sun,Zone_4_sun,EHI_5_shade,Zone_5_shade,EHI_5_sun,Zone_5_sun,EHI_6_shade,Zone_6_shade,EHI_6_sun,Zone_6_sun
Andhra Pradesh,Ntr,Mylavaram College Of  Engineer,25.7,2026-09-07,00:45:00,100.0,2026-09-06,00:45:00,2026-09-07 01:01:47,28.2,Zone 4,61.8,Zone 5,28.2,Zone 4,60.7,Zone 5,35.6,Zone 4,63.7,Zone 5,55.5,Zone 5,65.9,Zone 5,61.8,Zone 5,67.7,Zone 5
Andhra Pradesh,Prakasam,Cs Puram,29.1,2026-09-07,00:45:00,78.0,2026-09-06,00:45:00,2026-09-07 01:01:47,33.0,Zone 4,62.8,Zone 5,33.0,Zone 4,61.7,Zone 5,39.9,Zone 4,64.6,Zone 5,59.2,Zone 5,66.7,Zone 5,62.8,Zone 5,68.3,Zone 5
Andhra Pradesh,Srikakulam,Nagaralapeta Kalingapatnam,27.7,2026-09-07,00:45:00,99.0,2026-09-06,00:45:00,2026-09-07 01:01:47,33.0,Zone 4,65.1,Zone 5,33.0,Zone 4,64.2,Zone 5,53.6,Zone 5,66.7,Zone 5,62.1,Zone 5,68.5,Zone 5,65.1,Zone 5,70.7,Zone 6
Andhra Pradesh,Srikakulam,Ragolu,26.8,2026-09-07,00:45:00,94.0,2026-09-06,00:45:00,2026-09-07 01:01:47,30.9,Zone 4,63.1,Zone 5,30.9,Zone 4,62.1,Zone 5,41.8,Zone 5,64.9,Zone 5,59.7,Zone 5,67.0,Zone 5,63.1,Zone 5,68.5,Zone 5
Andhra Pradesh,Sri Potti Sriramulu Nellore,Podalakur,29.1,2026-09-07,00:30:00,,,,2026-09-07 01:01:47,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,Visakhapatnam,Anandapuram Arg,26.3,2026-09-07,00:45:00,82.0,2026-09-06,00:45:00,2026-09-07 01:01:47,28.5,Zone 4,59.6,Zone 5,28.5,Zone 4,56.9,Zone 5,34.9,Zone 4,61.8,Zone 5,44.8,Zone 5,64.3,Zone 5,59.6,Zone 5,66.2,Zone 5
Andhra Pradesh,Visakhapatnam,Gangavaram Port,27.8,2026-09-07,00:45:00,89.0,2026-09-06,00:45:00,2026-09-07 01:01:47,32.5,Zone 4,63.7,Zone 5,32.5,Zone 4,62.7,Zone 5,45.1,Zone 5,65.4,Zone 5,60.4,Zone 5,67.4,Zone 5,63.7,Zone 5,69.0,Zone 5
Andhra Pradesh,Visakhapatnam,Mehadrigadda Dam,39.9,2026-09-07,00:45:00,92.0,2026-09-06,00:45:00,2026-09-07 01:01:47,97.2,Zone 6,107.6,Zone 6,97.2,Zone 6,105.6,Zone 6,100.8,Zone 6,109.0,Zone 6,104.2,Zone 6,112.4,Zone 6,107.6,Zone 6,115.7,Zone 6
Andhra Pradesh,Vizianagaram,Bobbili,27.1,2026-09-07,00:45:00,92.0,2026-09-06,00:45:00,2026-09-07 01:01:47,30.6,Zone 4,62.7,Zone 5,30.6,Zone 4,61.6,Zone 5,39.4,Zone 5,64.5,Zone 5,59.1,Zone 5,66.6,Zone 5,62.7,Zone 5,68.2,Zone 5
Andhra Pradesh,Vizianagaram,Vizianagaram,27.1,2026-09-07,00:45:00,99.0,2026-09-06,00:45:00,2026-09-07 01:01:47,31.6,Zone 4,64.2,Zone 5,31.6,Zone 4,63.2,Zone 5,48.2,Zone 5,65.9,Zone 5,61.0,Zone 5,67.8,Zone 5,64.2,Zone 5,69.3,Zone 5
Andhra Pradesh,West Godavari,Bhimavaram,21.6,2026-09-07,00:45:00,99.0,2026-09-06,00:45:00,2026-09-07 01:01:47,22.6,Zone 3,42.0,Zone 5,22.6,Zone 3,37.8,Zone 5,27.7,Zone 4,53.6,Zone 5,33.2,Zone 4,60.6,Zone 5,42.0,Zone 5,62.9,Zone 5
Andhra Pradesh,West Godavari,Kv Gopannapalem Eluru,26.2,2026-09-07,00:45:00,56.0,2026-09-06,00:45:00,2026-09-07 01:01:47,25.9,Zone 4,39.9,Zone 4,25.9,Zone 4,38.9,Zone 4,31.0,Zone 4,46.3,Zone 5,35.6,Zone 4,59.0,Zone 5,39.9,Zone 4,61.6,Zone 5
Andhra Pradesh,West Godavari,Maruteru,28.6,2026-09-07,00:45:00,,,,2026-09-07 01:01:47,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,West Godavari,Narsapur,27.9,2026-09-07,00:45:00,,,,2026-09-07 01:01:47,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,Ysr Kadapa,Agricultural College  Badvel,29.1,2026-09-07,00:45:00,66.0,2026-09-06,00:45:00,2026-09-07 01:01:47,31.2,Zone 4,59.6,Zone 5,31.2,Zone 4,57.3,Zone 5,37.2,Zone 4,61.9,Zone 5,45.2,Zone 5,64.3,Zone 5,59.6,Zone 5,66.2,Zone 5
Arunachal Pradesh,Changlang,Miao,26.0,2026-09-07,00:45:00,100.0,2026-09-06,00:45:00,2026-09-07 01:01:47,29.3,Zone 4,62.7,Zone 5,29.3,Zone 4,61.6,Zone 5,39.3,Zone 5,64.5,Zone 5,59.1,Zone 5,66.6,Zone 5,62.7,Zone 5,68.2,Zone 5
Arunachal Pradesh,Dibang Valley,Anini,20.1,2026-09-07,00:45:00,99.0,2026-09-06,00:45:00,2026-09-07 01:01:47,20.8,Zone 3,35.7,Zone 4,20.8,Zone 3,34.5,Zone 4,25.6,Zone 4,44.8,Zone 5,30.8,Zone 4,57.9,Zone 5,35.7,Zone 4,61.3,Zone 5
Arunachal Pradesh,East Kameng,Seppa Pampoli,27.6,2026-09-07,00:45:00,92.0,2026-09-06,00:45:00,2026-09-07 01:01:47,31.8,Zone 4,63.5,Zone 5,31.8,Zone 4,62.5,Zone 5,44.1,Zone 5,65.3,Zone 5,60.2,Zone 5,67.3,Zone 5,63.5,Zone 5,68.8,Zone 5
Arunachal Pradesh,Kamle,Raga,22.7,2026-09-07,00:45:00,99.0,2026-09-06,00:45:00,2026-09-07 01:01:47,23.7,Zone 3,48.7,Zone 5,23.7,Zone 3,44.0,Zone 5,29.3,Zone 4,59.0,Zone 5,35.0,Zone 4,61.9,Zone 5,48.7,Zone 5,64.1,Zone 5
Arunachal Pradesh,Kurung Kumey,Koloraing,22.7,2026-09-07,00:45:00,100.0,2026-09-06,00:45:00,2026-09-07 01:01:47,23.7,Zone 3,49.5,Zone 5,23.7,Zone 3,44.7,Zone 5,29.4,Zone 4,59.2,Zone 5,35.1,Zone 4,62.0,Zone 5,49.5,Zone 5,64.2,Zone 5
Arunachal Pradesh,Kurung Kumey,Nyapin,23.6,2026-09-07,00:30:00,100.0,2026-09-06,00:45:00,2026-09-07 01:01:47,24.8,Zone 3,56.4,Zone 5,24.8,Zone 3,51.8,Zone 5,31.2,Zone 4,60.7,Zone 5,39.2,Zone 5,63.3,Zone 5,56.4,Zone 5,65.3,Zone 5
Arunachal Pradesh,Kurung Kumey,Nyapin,22.2,2026-09-07,00:45:00,100.0,2026-09-06,00:45:00,2026-09-07 01:01:47,23.2,Zone 3,46.0,Zone 5,23.2,Zone 3,41.4,Zone 5,28.6,Zone 4,57.0,Zone 5,34.2,Zone 4,61.4,Zone 5,46.0,Zone 5,63.6,Zone 5
Arunachal Pradesh,Leparada,Basar,22.2,2026-09-07,00:45:00,100.0,2026-09-06,00:45:00,2026-09-07 01:01:47,23.2,Zone 3,46.0,Zone 5,23.2,Zone 3,41.4,Zone 5,28.6,Zone 4,57.0,Zone 5,34.2,Zone 4,61.4,Zone 5,46.0,Zone 5,63.6,Zone 5
Arunachal Pradesh,Lohit,Wakro,25.4,2026-09-07,00:45:00,91.0,2026-09-06,00:45:00,2026-09-07 01:01:47,27.4,Zone 4,59.9,Zone 5,27.4,Zone 4,58.1,Zone 5,34.1,Zone 4,62.1,Zone 5,46.3,Zone 5,64.5,Zone 5,59.9,Zone 5,66.4,Zone 5
Arunachal Pradesh,Longding,Longding,26.6,2026-09-07,00:45:00,,,,2026-09-07 01:01:47,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,Longding,Longding New,23.5,2026-09-07,00:45:00,100.0,2026-09-06,00:45:00,2026-09-07 01:01:47,24.8,Zone 3,56.4,Zone 5,24.8,Zone 3,51.8,Zone 5,31.2,Zone 4,60.7,Zone 5,39.2,Zone 5,63.3,Zone 5,56.4,Zone 5,65.3,Zone 5
Arunachal Pradesh,Lower Siang,Kangku,25.6,2026-09-07,00:45:00,100.0,2026-09-06,00:45:00,2026-09-07 01:01:47,28.2,Zone 4,61.8,Zone 5,28.2,Zone 4,60.7,Zone 5,35.6,Zone 4,63.7,Zone 5,55.5,Zone 5,65.9,Zone 5,61.8,Zone 5,67.7,Zone 5
Arunachal Pradesh,Lower Subansiri,Deed,22.1,2026-09-07,00:45:00,100.0,2026-09-06,00:45:00,2026-09-07 01:01:47,23.2,Zone 3,46.0,Zone 5,23.2,Zone 3,41.4,Zone 5,28.6,Zone 4,57.0,Zone 5,34.2,Zone 4,61.4,Zone 5,46.0,Zone 5,63.6,Zone 5
Arunachal Pradesh,Lower Subansiri,Yachuli,22.0,2026-09-07,00:45:00,,,,2026-09-07 01:01:47,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,Lower Subansiri,Ziro Manipolyang,17.1,2026-09-07,00:45:00,100.0,2026-09-06,00:45:00,2026-09-07 01:01:47,16.9,Zone 3,31.4,Zone 4,16.9,Zone 3,30.5,Zone 4,23.1,Zone 3,34.9,Zone 4,26.9,Zone 4,43.8,Zone 5,31.4,Zone 4,55.8,Zone 5
Arunachal Pradesh,Namsai,Lekang,25.8,2026-09-07,00:45:00,94.0,2026-09-06,00:45:00,2026-09-07 01:01:47,28.7,Zone 4,61.4,Zone 5,28.7,Zone 4,60.3,Zone 5,35.8,Zone 4,63.4,Zone 5,53.7,Zone 5,65.6,Zone 5,61.4,Zone 5,67.4,Zone 5
Arunachal Pradesh,Namsai,Namsai Kvk,25.8,2026-09-07,00:45:00,100.0,2026-09-06,00:45:00,2026-09-07 01:01:47,29.3,Zone 4,62.7,Zone 5,29.3,Zone 4,61.6,Zone 5,39.3,Zone 5,64.5,Zone 5,59.1,Zone 5,66.6,Zone 5,62.7,Zone 5,68.2,Zone 5
Arunachal Pradesh,Papumpare,Itanagar,25.5,2026-09-07,00:45:00,100.0,2026-09-06,00:45:00,2026-09-07 01:01:47,28.2,Zone 4,61.8,Zone 5,28.2,Zone 4,60.7,Zone 5,35.6,Zone 4,63.7,Zone 5,55.5,Zone 5,65.9,Zone 5,61.8,Zone 5,67.7,Zone 5
Arunachal Pradesh,Papumpare,Yupia,26.7,2026-09-07,00:45:00,83.0,2026-09-06,00:45:00,2026-09-07 01:01:47,28.6,Zone 4,59.8,Zone 5,28.6,Zone 4,57.8,Zone 5,35.0,Zone 4,62.0,Zone 5,45.9,Zone 5,64.4,Zone 5,59.8,Zone 5,66.3,Zone 5
Arunachal Pradesh,Siang,Pangin Circle,25.0,2026-09-07,00:45:00,100.0,2026-09-06,00:45:00,2026-09-07 01:01:47,27.2,Zone 4,60.9,Zone 5,27.2,Zone 4,59.8,Zone 5,34.4,Zone 4,63.0,Zone 5,51.3,Zone 5,65.3,Zone 5,60.9,Zone 5,67.1,Zone 5
Arunachal Pradesh,Tirap,Deomali,25.7,2026-09-07,00:45:00,100.0,2026-09-06,00:45:00,2026-09-07 01:01:47,28.2,Zone 4,61.8,Zone 5,28.2,Zone 4,60.7,Zone 5,35.6,Zone 4,63.7,Zone 5,55.5,Zone 5,65.9,Zone 5,61.8,Zone 5,67.7,Zone 5
Arunachal Pradesh,Tirap,Longding,24.3,2026-09-07,00:45:00,,,,2026-09-07 01:01:47,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,Upper Siang,Yingkiong,27.4,2026-09-07,00:45:00,6.0,2026-09-06,00:45:00,2026-09-07 01:01:47,25.1,Zone 3,35.3,Zone 4,25.1,Zone 3,34.9,Zone 4,28.9,Zone 4,38.0,Zone 4,32.2,Zone 4,40.9,Zone 4,35.3,Zone 4,43.7,Zone 4
Arunachal Pradesh,Upper Subhanseri,Daporijo,26.9,2026-09-07,00:45:00,94.0,2026-09-06,00:45:00,2026-09-07 01:01:47,30.9,Zone 4,63.1,Zone 5,30.9,Zone 4,62.1,Zone 5,41.8,Zone 5,64.9,Zone 5,59.7,Zone 5,67.0,Zone 5,63.1,Zone 5,68.5,Zone 5
Arunachal Pradesh,West Kameng,Dirang,23.2,2026-09-07,00:45:00,100.0,2026-09-06,00:45:00,2026-09-07 01:01:47,24.3,Zone 3,53.0,Zone 5,24.3,Zone 3,48.2,Zone 5,30.3,Zone 4,59.9,Zone 5,36.1,Zone 4,62.6,Zone 5,53.0,Zone 5,64.8,Zone 5
Arunachal Pradesh,West Kameng,Dirang,20.3,2026-09-07,00:45:00,100.0,2026-09-06,00:45:00,2026-09-07 01:01:47,21.4,Zone 3,36.8,Zone 5,21.4,Zone 3,35.4,Zone 4,26.4,Zone 4,48.3,Zone 5,31.6,Zone 4,59.5,Zone 5,36.8,Zone 5,61.9,Zone 5
Arunachal Pradesh,West Kameng,Kalaktang,20.3,2026-09-07,00:45:00,100.0,2026-09-06,00:45:00,2026-09-07 01:01:47,21.4,Zone 3,36.8,Zone 5,21.4,Zone 3,35.4,Zone 4,26.4,Zone 4,48.3,Zone 5,31.6,Zone 4,59.5,Zone 5,36.8,Zone 5,61.9,Zone 5
Arunachal Pradesh,West Siang,Along,27.0,2026-09-07,00:45:00,100.0,2026-09-06,00:45:00,2026-09-07 01:01:47,31.8,Zone 4,64.5,Zone 5,31.8,Zone 4,63.5,Zone 5,49.5,Zone 5,66.1,Zone 5,61.3,Zone 5,68.0,Zone 5,64.5,Zone 5,69.5,Zone 6
Arunachal Pradesh,West Siang,Yomcha,24.2,2026-09-07,00:45:00,100.0,2026-09-06,00:45:00,2026-09-07 01:01:47,25.4,Zone 4,59.1,Zone 5,25.4,Zone 4,55.3,Zone 5,32.2,Zone 4,61.4,Zone 5,42.9,Zone 5,64.0,Zone 5,59.1,Zone 5,65.9,Zone 5
Assam,Barpeta,Bajali University,26.9,2026-09-07,00:45:00,100.0,2026-09-06,00:45:00,2026-09-07 01:01:47,31.8,Zone 4,64.5,Zone 5,31.8,Zone 4,63.5,Zone 5,49.5,Zone 5,66.1,Zone 5,61.3,Zone 5,68.0,Zone 5,64.5,Zone 5,69.5,Zone 6
Assam,Barpeta,Barpeta,27.0,2026-09-07,00:45:00,96.0,2026-09-06,00:45:00,2026-09-07 01:01:47,31.2,Zone 4,63.6,Zone 5,31.2,Zone 4,62.5,Zone 5,44.2,Zone 5,65.3,Zone 5,60.2,Zone 5,67.3,Zone 5,63.6,Zone 5,68.8,Zone 5
Assam,Barpeta,Barpeta Kvk,27.2,2026-09-07,00:45:00,99.0,2026-09-06,00:45:00,2026-09-07 01:01:47,31.6,Zone 4,64.2,Zone 5,31.6,Zone 4,63.2,Zone 5,48.2,Zone 5,65.9,Zone 5,61.0,Zone 5,67.8,Zone 5,64.2,Zone 5,69.3,Zone 5
Assam,Cachar,Silchar,28.0,2026-09-07,00:45:00,,,,2026-09-07 01:01:47,,,,,,,,,,,,,,,,,,,,
Assam,Charaideo,Sonari Aegcl,,,,100.0,2026-09-06,00:45:00,2026-09-07 01:01:47,,,,,,,,,,,,,,,,,,,,
Assam,Chirang,Bijni,27.0,2026-09-07,00:45:00,97.0,2026-09-06,00:45:00,2026-09-07 01:01:47,31.3,Zone 4,63.8,Zone 5,31.3,Zone 4,62.8,Zone 5,45.5,Zone 5,65.5,Zone 5,60.5,Zone 5,67.5,Zone 5,63.8,Zone 5,69.0,Zone 5
Assam,Chirang,Chirang,27.1,2026-09-07,00:45:00,,,,2026-09-07 01:01:47,,,,,,,,,,,,,,,,,,,,
Assam,Chirang,Kajalgaon,26.6,2026-09-07,00:45:00,92.0,2026-09-06,00:45:00,2026-09-07 01:01:47,29.5,Zone 4,61.8,Zone 5,29.5,Zone 4,60.7,Zone 5,36.7,Zone 4,63.8,Zone 5,55.7,Zone 5,66.0,Zone 5,61.8,Zone 5,67.7,Zone 5
Assam,Darrang,Dalgaon,27.2,2026-09-07,00:45:00,87.0,2026-09-06,00:45:00,2026-09-07 01:01:47,29.9,Zone 4,61.5,Zone 5,29.9,Zone 4,60.5,Zone 5,36.9,Zone 4,63.5,Zone 5,54.4,Zone 5,65.8,Zone 5,61.5,Zone 5,67.5,Zone 5
Assam,Darrang,Garukhuti,27.6,2026-09-07,00:45:00,,,,2026-09-07 01:01:47,,,,,,,,,,,,,,,,,,,,
Assam,Darrang,Mangaldai,25.5,2026-09-07,00:45:00,87.0,2026-09-06,00:45:00,2026-09-07 01:01:47,27.1,Zone 4,59.0,Zone 5,27.1,Zone 4,54.8,Zone 5,33.6,Zone 4,61.3,Zone 5,42.3,Zone 5,63.9,Zone 5,59.0,Zone 5,65.8,Zone 5
Assam,Dhemaji,Silapathar Science College,26.7,2026-09-07,00:45:00,100.0,2026-09-06,00:45:00,2026-09-07 01:01:47,30.5,Zone 4,63.6,Zone 5,30.5,Zone 4,62.5,Zone 5,44.2,Zone 5,65.3,Zone 5,60.2,Zone 5,67.3,Zone 5,63.6,Zone 5,68.8,Zone 5
Assam,Dhubri,Agomani,27.1,2026-09-07,00:45:00,,,,2026-09-07 01:01:47,,,,,,,,,,,,,,,,,,,,
Assam,Dhubri,Bn College,27.5,2026-09-07,00:45:00,98.0,2026-09-06,00:45:00,2026-09-07 01:01:47,32.8,Zone 4,64.9,Zone 5,32.8,Zone 4,63.9,Zone 5,52.3,Zone 5,66.5,Zone 5,61.8,Zone 5,68.3,Zone 5,64.9,Zone 5,70.3,Zone 6
Assam,Dhubri,Gauripur Aegcl,27.0,2026-09-07,00:45:00,,,,2026-09-07 01:01:47,,,,,,,,,,,,,,,,,,,,
Assam,Dibrugarh,Bcpl Dibrugarh,,,,70.0,2026-09-06,00:45:00,2026-09-07 01:01:47,,,,,,,,,,,,,,,,,,,,
Assam,Dibrugarh,Lahowal,,,,15.0,2026-09-06,00:45:00,2026-09-07 01:01:47,,,,,,,,,,,,,,,,,,,,
Assam,Dima Hasao,Haflong Aegcl,24.4,2026-09-07,00:45:00,100.0,2026-09-06,00:45:00,2026-09-07 01:01:47,26.3,Zone 4,60.0,Zone 5,26.3,Zone 4,58.6,Zone 5,33.2,Zone 4,62.2,Zone 5,47.0,Zone 5,64.6,Zone 5,60.0,Zone 5,66.5,Zone 5
Assam,Dima Hasao,Lkhep,26.1,2026-09-07,00:45:00,100.0,2026-09-06,00:45:00,2026-09-07 01:01:47,29.3,Zone 4,62.7,Zone 5,29.3,Zone 4,61.6,Zone 5,39.3,Zone 5,64.5,Zone 5,59.1,Zone 5,66.6,Zone 5,62.7,Zone 5,68.2,Zone 5
Assam,Goalpara,Goalpara,27.0,2026-09-07,00:45:00,97.0,2026-09-06,00:45:00,2026-09-07 01:01:47,31.3,Zone 4,63.8,Zone 5,31.3,Zone 4,62.8,Zone 5,45.5,Zone 5,65.5,Zone 5,60.5,Zone 5,67.5,Zone 5,63.8,Zone 5,69.0,Zone 5
