STATE,DISTRICT,STATION,TEMP,DATE_TEMP,TIME_TEMP,RH,DATE_RH,TIME_RH,LOGGED_AT (IST),EHI (in shade °C),Light Work Heat Stress Zone,EHI_350 (in shade °C),Hard Labor Heat Stress Zone,EHI_3_shade,Zone_3_shade,EHI_3_sun,Zone_3_sun,EHI_4_shade,Zone_4_shade,EHI_4_sun,Zone_4_sun,EHI_5_shade,Zone_5_shade,EHI_5_sun,Zone_5_sun,EHI_6_shade,Zone_6_shade,EHI_6_sun,Zone_6_sun
Andhra Pradesh,Alluri Sitharama Raju,Araku Valley,23.4,2026-06-15,00:45:00,93.0,2026-06-14,00:45:00,2026-06-15 00:53:11,24.6,Zone 3,50.9,Zone 5,24.6,Zone 3,46.1,Zone 5,30.5,Zone 4,59.5,Zone 5,36.2,Zone 4,62.3,Zone 5,50.9,Zone 5,64.4,Zone 5
Andhra Pradesh,Alluri Sitharama Raju,Chintapalli Amfu,23.0,2026-06-15,00:45:00,86.0,2026-06-14,00:45:00,2026-06-15 00:53:11,23.7,Zone 3,42.0,Zone 5,23.7,Zone 3,38.1,Zone 4,29.1,Zone 4,53.6,Zone 5,34.4,Zone 4,60.6,Zone 5,42.0,Zone 5,62.9,Zone 5
Andhra Pradesh,Alluri Sitharama Raju,Pandirimamidi Hrs,28.1,2026-06-15,00:30:00,77.0,2026-06-14,00:30:00,2026-06-15 00:53:11,30.7,Zone 4,60.9,Zone 5,30.7,Zone 4,59.8,Zone 5,37.2,Zone 4,62.9,Zone 5,51.1,Zone 5,65.2,Zone 5,60.9,Zone 5,67.0,Zone 5
Andhra Pradesh,Anantapur,Kh Govtdegcollege Dharmavaram,26.8,2026-06-15,00:45:00,80.0,2026-06-14,00:45:00,2026-06-15 00:53:11,29.2,Zone 4,59.9,Zone 5,29.2,Zone 4,58.3,Zone 5,35.6,Zone 4,62.1,Zone 5,46.5,Zone 5,64.5,Zone 5,59.9,Zone 5,66.4,Zone 5
Andhra Pradesh,Bapatla,Chirala,29.7,2026-06-15,00:45:00,61.0,2026-06-14,00:45:00,2026-06-15 00:53:11,31.4,Zone 4,59.1,Zone 5,31.4,Zone 4,55.1,Zone 5,37.1,Zone 4,61.4,Zone 5,42.5,Zone 5,63.9,Zone 5,59.1,Zone 5,65.9,Zone 5
Andhra Pradesh,Eluru,Vijayarai,27.2,2026-06-15,00:45:00,68.0,2026-06-14,00:45:00,2026-06-15 00:53:11,28.1,Zone 4,51.5,Zone 5,28.1,Zone 4,46.7,Zone 5,33.8,Zone 4,59.6,Zone 5,39.0,Zone 4,62.4,Zone 5,51.5,Zone 5,64.5,Zone 5
Andhra Pradesh,Kakinada,Kakinada,29.1,2026-06-15,00:45:00,76.0,2026-06-14,00:45:00,2026-06-15 00:53:11,32.7,Zone 4,62.2,Zone 5,32.7,Zone 4,61.2,Zone 5,39.4,Zone 4,64.1,Zone 5,57.6,Zone 5,66.3,Zone 5,62.2,Zone 5,68.0,Zone 5
Andhra Pradesh,Kakinada,Peddapuram,29.0,2026-06-15,00:45:00,86.0,2026-06-14,00:45:00,2026-06-15 00:53:11,34.6,Zone 4,64.7,Zone 5,34.6,Zone 4,63.8,Zone 5,51.2,Zone 5,66.3,Zone 5,61.6,Zone 5,68.2,Zone 5,64.7,Zone 5,70.0,Zone 6
Andhra Pradesh,Konaseema,Ambajipeta Arg,28.2,2026-06-15,00:45:00,100.0,2026-06-14,00:45:00,2026-06-15 00:53:11,34.8,Zone 4,66.3,Zone 5,34.8,Zone 4,65.3,Zone 5,59.2,Zone 5,67.7,Zone 5,63.4,Zone 5,69.3,Zone 5,66.3,Zone 5,72.8,Zone 6
Andhra Pradesh,Konaseema,Ambajipeta Aws,28.0,2026-06-15,00:45:00,100.0,2026-06-14,00:45:00,2026-06-15 00:53:11,34.8,Zone 4,66.3,Zone 5,34.8,Zone 4,65.3,Zone 5,59.2,Zone 5,67.7,Zone 5,63.4,Zone 5,69.3,Zone 5,66.3,Zone 5,72.8,Zone 6
Andhra Pradesh,Ntr,Mylavaram College Of  Engineer,28.1,2026-06-15,00:45:00,100.0,2026-06-14,00:45:00,2026-06-15 00:53:11,34.8,Zone 4,66.3,Zone 5,34.8,Zone 4,65.3,Zone 5,59.2,Zone 5,67.7,Zone 5,63.4,Zone 5,69.3,Zone 5,66.3,Zone 5,72.8,Zone 6
Andhra Pradesh,Palnadu,Rentachintala,28.1,2026-06-15,00:45:00,69.0,2026-06-14,00:45:00,2026-06-15 00:53:11,29.8,Zone 4,58.5,Zone 5,29.8,Zone 4,54.2,Zone 5,35.8,Zone 4,61.2,Zone 5,41.6,Zone 5,63.7,Zone 5,58.5,Zone 5,65.7,Zone 5
Andhra Pradesh,Prakasam,Cs Puram,30.4,2026-06-15,00:45:00,61.0,2026-06-14,00:45:00,2026-06-15 00:53:11,33.2,Zone 4,60.6,Zone 5,33.2,Zone 4,59.5,Zone 5,39.1,Zone 4,62.7,Zone 5,49.8,Zone 5,65.1,Zone 5,60.6,Zone 5,66.9,Zone 5
Andhra Pradesh,Srikakulam,Nagaralapeta Kalingapatnam,26.4,2026-06-15,00:45:00,100.0,2026-06-14,00:45:00,2026-06-15 00:53:11,30.5,Zone 4,63.6,Zone 5,30.5,Zone 4,62.5,Zone 5,44.2,Zone 5,65.3,Zone 5,60.2,Zone 5,67.3,Zone 5,63.6,Zone 5,68.8,Zone 5
Andhra Pradesh,Srikakulam,Ragolu,25.7,2026-06-15,00:45:00,95.0,2026-06-14,00:45:00,2026-06-15 00:53:11,27.8,Zone 4,60.7,Zone 5,27.8,Zone 4,59.6,Zone 5,34.8,Zone 4,62.8,Zone 5,50.5,Zone 5,65.2,Zone 5,60.7,Zone 5,67.0,Zone 5
Andhra Pradesh,Sri Potti Sriramulu Nellore,Podalakur,29.1,2026-06-15,00:30:00,,,,2026-06-15 00:53:11,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,Visakhapatnam,Anandapuram Arg,25.4,2026-06-15,00:45:00,88.0,2026-06-14,00:45:00,2026-06-15 00:53:11,27.2,Zone 4,59.2,Zone 5,27.2,Zone 4,55.6,Zone 5,33.7,Zone 4,61.5,Zone 5,43.3,Zone 5,64.0,Zone 5,59.2,Zone 5,66.0,Zone 5
Andhra Pradesh,Visakhapatnam,Gangavaram Port,28.8,2026-06-15,00:45:00,73.0,2026-06-14,00:45:00,2026-06-15 00:53:11,32.2,Zone 4,61.5,Zone 5,32.2,Zone 4,60.4,Zone 5,38.7,Zone 4,63.5,Zone 5,54.1,Zone 5,65.7,Zone 5,61.5,Zone 5,67.5,Zone 5
Andhra Pradesh,Visakhapatnam,Mehadrigadda Dam,39.9,2026-06-15,00:45:00,85.0,2026-06-14,00:45:00,2026-06-15 00:53:11,91.3,Zone 6,101.7,Zone 6,91.3,Zone 6,99.8,Zone 6,94.8,Zone 6,103.3,Zone 6,98.3,Zone 6,106.6,Zone 6,101.7,Zone 6,109.9,Zone 6
Andhra Pradesh,Vizianagaram,Bobbili,25.7,2026-06-15,00:45:00,97.0,2026-06-14,00:45:00,2026-06-15 00:53:11,27.9,Zone 4,61.1,Zone 5,27.9,Zone 4,60.0,Zone 5,35.1,Zone 4,63.2,Zone 5,52.6,Zone 5,65.5,Zone 5,61.1,Zone 5,67.2,Zone 5
Andhra Pradesh,Vizianagaram,Vizianagaram,27.3,2026-06-15,00:45:00,94.0,2026-06-14,00:45:00,2026-06-15 00:53:11,32.1,Zone 4,64.0,Zone 5,32.1,Zone 4,63.0,Zone 5,46.8,Zone 5,65.7,Zone 5,60.7,Zone 5,67.6,Zone 5,64.0,Zone 5,69.1,Zone 5
Andhra Pradesh,West Godavari,Bhimavaram,28.8,2026-06-15,00:45:00,86.0,2026-06-14,00:45:00,2026-06-15 00:53:11,34.6,Zone 4,64.7,Zone 5,34.6,Zone 4,63.8,Zone 5,51.2,Zone 5,66.3,Zone 5,61.6,Zone 5,68.2,Zone 5,64.7,Zone 5,70.0,Zone 6
Andhra Pradesh,West Godavari,Kv Gopannapalem Eluru,27.7,2026-06-15,00:45:00,56.0,2026-06-14,00:45:00,2026-06-15 00:53:11,27.9,Zone 4,42.3,Zone 4,27.9,Zone 4,41.1,Zone 4,33.1,Zone 4,53.9,Zone 5,37.8,Zone 4,60.6,Zone 5,42.3,Zone 4,63.0,Zone 5
Andhra Pradesh,West Godavari,Maruteru,29.9,2026-06-15,00:45:00,90.0,2026-06-14,00:45:00,2026-06-15 00:53:11,42.2,Zone 5,67.5,Zone 5,42.2,Zone 5,66.6,Zone 5,61.0,Zone 5,68.7,Zone 5,64.9,Zone 5,71.5,Zone 6,67.5,Zone 5,75.0,Zone 6
Andhra Pradesh,West Godavari,Narsapur,29.5,2026-06-15,00:45:00,79.0,2026-06-14,00:45:00,2026-06-15 00:53:11,34.4,Zone 4,63.8,Zone 5,34.4,Zone 4,62.8,Zone 5,45.8,Zone 5,65.5,Zone 5,60.5,Zone 5,67.5,Zone 5,63.8,Zone 5,69.0,Zone 5
Andhra Pradesh,Ysr Kadapa,Agricultural College  Badvel,27.4,2026-06-15,00:45:00,82.0,2026-06-14,00:45:00,2026-06-15 00:53:11,30.4,Zone 4,61.2,Zone 5,30.4,Zone 4,60.1,Zone 5,37.1,Zone 4,63.2,Zone 5,52.9,Zone 5,65.5,Zone 5,61.2,Zone 5,67.3,Zone 5
Arunachal Pradesh,Anjaw,Hayuliang Circle,22.8,2026-06-15,00:45:00,92.0,2026-06-14,00:45:00,2026-06-15 00:53:11,24.0,Zone 3,46.6,Zone 5,24.0,Zone 3,42.0,Zone 5,29.6,Zone 4,57.5,Zone 5,35.1,Zone 4,61.5,Zone 5,46.6,Zone 5,63.7,Zone 5
Arunachal Pradesh,Changlang,Miao,25.3,2026-06-15,00:30:00,100.0,2026-06-14,00:30:00,2026-06-15 00:53:11,28.2,Zone 4,61.8,Zone 5,28.2,Zone 4,60.7,Zone 5,35.6,Zone 4,63.7,Zone 5,55.5,Zone 5,65.9,Zone 5,61.8,Zone 5,67.7,Zone 5
Arunachal Pradesh,Dibang Valley,Anini,18.8,2026-06-15,00:45:00,100.0,2026-06-14,00:45:00,2026-06-15 00:53:11,19.5,Zone 3,34.2,Zone 4,19.5,Zone 3,33.1,Zone 4,24.7,Zone 3,40.0,Zone 5,29.4,Zone 4,53.7,Zone 5,34.2,Zone 4,60.3,Zone 5
Arunachal Pradesh,East Kameng,Seppa Pampoli,28.9,2026-06-15,00:45:00,92.0,2026-06-14,00:45:00,2026-06-15 00:53:11,36.1,Zone 4,66.2,Zone 5,36.1,Zone 4,65.3,Zone 5,59.1,Zone 5,67.6,Zone 5,63.3,Zone 5,69.3,Zone 5,66.2,Zone 5,72.6,Zone 6
Arunachal Pradesh,Kamle,Raga,21.7,2026-06-15,00:45:00,99.0,2026-06-14,00:45:00,2026-06-15 00:53:11,22.6,Zone 3,42.0,Zone 5,22.6,Zone 3,37.8,Zone 5,27.7,Zone 4,53.6,Zone 5,33.2,Zone 4,60.6,Zone 5,42.0,Zone 5,62.9,Zone 5
Arunachal Pradesh,Kurung Kumey,Koloraing,21.6,2026-06-15,00:45:00,100.0,2026-06-14,00:45:00,2026-06-15 00:53:11,22.6,Zone 3,42.7,Zone 5,22.6,Zone 3,38.4,Zone 5,27.8,Zone 4,54.2,Zone 5,33.3,Zone 4,60.7,Zone 5,42.7,Zone 5,63.1,Zone 5
Arunachal Pradesh,Kurung Kumey,Nyapin,22.9,2026-06-15,00:30:00,100.0,2026-06-14,00:45:00,2026-06-15 00:53:11,24.3,Zone 3,53.0,Zone 5,24.3,Zone 3,48.2,Zone 5,30.3,Zone 4,59.9,Zone 5,36.1,Zone 4,62.6,Zone 5,53.0,Zone 5,64.8,Zone 5
Arunachal Pradesh,Kurung Kumey,Nyapin,21.5,2026-06-15,00:45:00,100.0,2026-06-14,00:45:00,2026-06-15 00:53:11,22.6,Zone 3,42.7,Zone 5,22.6,Zone 3,38.4,Zone 5,27.8,Zone 4,54.2,Zone 5,33.3,Zone 4,60.7,Zone 5,42.7,Zone 5,63.1,Zone 5
Arunachal Pradesh,Leparada,Basar,22.3,2026-06-15,00:45:00,100.0,2026-06-14,00:45:00,2026-06-15 00:53:11,23.7,Zone 3,49.5,Zone 5,23.7,Zone 3,44.7,Zone 5,29.4,Zone 4,59.2,Zone 5,35.1,Zone 4,62.0,Zone 5,49.5,Zone 5,64.2,Zone 5
Arunachal Pradesh,Longding,Longding,26.4,2026-06-15,00:45:00,,,,2026-06-15 00:53:11,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,Longding,Longding New,23.3,2026-06-15,00:45:00,100.0,2026-06-14,00:45:00,2026-06-15 00:53:11,24.8,Zone 3,56.4,Zone 5,24.8,Zone 3,51.8,Zone 5,31.2,Zone 4,60.7,Zone 5,39.2,Zone 5,63.3,Zone 5,56.4,Zone 5,65.3,Zone 5
Arunachal Pradesh,Lower Subansiri,Deed,15.9,2026-06-15,00:30:00,100.0,2026-06-14,00:30:00,2026-06-15 00:53:11,15.6,Zone 3,30.1,Zone 4,15.6,Zone 3,29.3,Zone 4,22.3,Zone 3,33.6,Zone 4,25.8,Zone 4,39.4,Zone 5,30.1,Zone 4,51.6,Zone 5
Arunachal Pradesh,Lower Subansiri,Ziro Manipolyang,,,,100.0,2026-06-14,00:45:00,2026-06-15 00:53:11,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,Namsai,Lekang,25.1,2026-06-15,00:15:00,,,,2026-06-15 00:53:11,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,Namsai,Namsai Kvk,26.0,2026-06-15,00:45:00,100.0,2026-06-14,00:45:00,2026-06-15 00:53:11,29.3,Zone 4,62.7,Zone 5,29.3,Zone 4,61.6,Zone 5,39.3,Zone 5,64.5,Zone 5,59.1,Zone 5,66.6,Zone 5,62.7,Zone 5,68.2,Zone 5
Arunachal Pradesh,Papumpare,Itanagar,25.0,2026-06-15,00:30:00,100.0,2026-06-14,00:30:00,2026-06-15 00:53:11,27.2,Zone 4,60.9,Zone 5,27.2,Zone 4,59.8,Zone 5,34.4,Zone 4,63.0,Zone 5,51.3,Zone 5,65.3,Zone 5,60.9,Zone 5,67.1,Zone 5
Arunachal Pradesh,Papumpare,Yupia,26.2,2026-06-15,00:45:00,98.0,2026-06-14,00:45:00,2026-06-15 00:53:11,29.1,Zone 4,62.2,Zone 5,29.1,Zone 4,61.2,Zone 5,37.3,Zone 5,64.1,Zone 5,57.6,Zone 5,66.3,Zone 5,62.2,Zone 5,68.0,Zone 5
Arunachal Pradesh,Tirap,Deomali,25.5,2026-06-15,00:45:00,100.0,2026-06-14,00:45:00,2026-06-15 00:53:11,28.2,Zone 4,61.8,Zone 5,28.2,Zone 4,60.7,Zone 5,35.6,Zone 4,63.7,Zone 5,55.5,Zone 5,65.9,Zone 5,61.8,Zone 5,67.7,Zone 5
Arunachal Pradesh,Tirap,Longding,22.5,2026-06-15,00:45:00,,,,2026-06-15 00:53:11,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,Upper Siang,Yingkiong,26.0,2026-06-15,00:45:00,8.0,2026-06-14,00:45:00,2026-06-15 00:53:11,23.1,Zone 3,34.4,Zone 4,23.1,Zone 3,33.9,Zone 4,27.8,Zone 4,37.0,Zone 4,31.2,Zone 4,40.0,Zone 4,34.4,Zone 4,42.8,Zone 4
Arunachal Pradesh,Upper Subhanseri,Daporijo,26.4,2026-06-15,00:45:00,93.0,2026-06-14,00:45:00,2026-06-15 00:53:11,29.6,Zone 4,62.0,Zone 5,29.6,Zone 4,61.0,Zone 5,36.9,Zone 4,64.0,Zone 5,56.7,Zone 5,66.1,Zone 5,62.0,Zone 5,67.8,Zone 5
Arunachal Pradesh,West Kameng,Bomdila,20.9,2026-06-15,00:45:00,,,,2026-06-15 00:53:11,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,West Kameng,Dirang,22.5,2026-06-15,00:45:00,,,,2026-06-15 00:53:11,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,West Kameng,Dirang,20.1,2026-06-15,00:15:00,,,,2026-06-15 00:53:11,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,West Kameng,Kalaktang,20.2,2026-06-15,00:45:00,100.0,2026-06-14,00:45:00,2026-06-15 00:53:11,20.8,Zone 3,35.8,Zone 4,20.8,Zone 3,34.6,Zone 4,25.7,Zone 4,45.4,Zone 5,30.9,Zone 4,58.4,Zone 5,35.8,Zone 4,61.4,Zone 5
Arunachal Pradesh,West Siang,Along,25.9,2026-06-15,00:45:00,100.0,2026-06-14,00:45:00,2026-06-15 00:53:11,29.3,Zone 4,62.7,Zone 5,29.3,Zone 4,61.6,Zone 5,39.3,Zone 5,64.5,Zone 5,59.1,Zone 5,66.6,Zone 5,62.7,Zone 5,68.2,Zone 5
Arunachal Pradesh,West Siang,Yomcha,23.3,2026-06-15,00:45:00,100.0,2026-06-14,00:45:00,2026-06-15 00:53:11,24.8,Zone 3,56.4,Zone 5,24.8,Zone 3,51.8,Zone 5,31.2,Zone 4,60.7,Zone 5,39.2,Zone 5,63.3,Zone 5,56.4,Zone 5,65.3,Zone 5
Assam,Barpeta,Bajali University,25.8,2026-06-15,00:45:00,100.0,2026-06-14,00:45:00,2026-06-15 00:53:11,29.3,Zone 4,62.7,Zone 5,29.3,Zone 4,61.6,Zone 5,39.3,Zone 5,64.5,Zone 5,59.1,Zone 5,66.6,Zone 5,62.7,Zone 5,68.2,Zone 5
Assam,Barpeta,Barpeta Kvk,25.8,2026-06-15,00:45:00,100.0,2026-06-14,00:45:00,2026-06-15 00:53:11,29.3,Zone 4,62.7,Zone 5,29.3,Zone 4,61.6,Zone 5,39.3,Zone 5,64.5,Zone 5,59.1,Zone 5,66.6,Zone 5,62.7,Zone 5,68.2,Zone 5
Assam,Charaideo,Sonari Aegcl,26.0,2026-06-15,00:45:00,100.0,2026-06-14,00:45:00,2026-06-15 00:53:11,29.3,Zone 4,62.7,Zone 5,29.3,Zone 4,61.6,Zone 5,39.3,Zone 5,64.5,Zone 5,59.1,Zone 5,66.6,Zone 5,62.7,Zone 5,68.2,Zone 5
Assam,Darrang,Dalgaon,26.3,2026-06-15,00:45:00,87.0,2026-06-14,00:45:00,2026-06-15 00:53:11,28.9,Zone 4,60.7,Zone 5,28.9,Zone 4,59.6,Zone 5,35.7,Zone 4,62.8,Zone 5,50.3,Zone 5,65.1,Zone 5,60.7,Zone 5,66.9,Zone 5
Assam,Darrang,Garukhuti,26.4,2026-06-15,00:45:00,,,,2026-06-15 00:53:11,,,,,,,,,,,,,,,,,,,,
Assam,Darrang,Mangaldai,24.7,2026-06-15,00:45:00,90.0,2026-06-14,00:45:00,2026-06-15 00:53:11,25.7,Zone 4,55.2,Zone 5,25.7,Zone 4,50.5,Zone 5,32.0,Zone 4,60.4,Zone 5,37.9,Zone 5,63.1,Zone 5,55.2,Zone 5,65.1,Zone 5
Assam,Dhemaji,Silapathar Science College,25.6,2026-06-15,00:45:00,100.0,2026-06-14,00:45:00,2026-06-15 00:53:11,28.2,Zone 4,61.8,Zone 5,28.2,Zone 4,60.7,Zone 5,35.6,Zone 4,63.7,Zone 5,55.5,Zone 5,65.9,Zone 5,61.8,Zone 5,67.7,Zone 5
Assam,Dhubri,Bn College,26.7,2026-06-15,00:45:00,100.0,2026-06-14,00:45:00,2026-06-15 00:53:11,30.5,Zone 4,63.6,Zone 5,30.5,Zone 4,62.5,Zone 5,44.2,Zone 5,65.3,Zone 5,60.2,Zone 5,67.3,Zone 5,63.6,Zone 5,68.8,Zone 5
Assam,Dhubri,Gauripur Aegcl,25.7,2026-06-15,00:45:00,,,,2026-06-15 00:53:11,,,,,,,,,,,,,,,,,,,,
Assam,Dibrugarh,Bcpl Dibrugarh,,,,100.0,2026-06-14,00:30:00,2026-06-15 00:53:11,,,,,,,,,,,,,,,,,,,,
Assam,Dibrugarh,Dc Ofc Dibrugarh,27.1,2026-06-15,00:00:00,,,,2026-06-15 00:53:11,,,,,,,,,,,,,,,,,,,,
Assam,Dibrugarh,Dibrugarh,24.3,2026-06-15,00:00:00,,,,2026-06-15 00:53:11,,,,,,,,,,,,,,,,,,,,
Assam,Dibrugarh,Lahowal,,,,14.0,2026-06-14,00:45:00,2026-06-15 00:53:11,,,,,,,,,,,,,,,,,,,,
Assam,Dima Hasao,Haflong,23.1,2026-06-15,00:45:00,86.0,2026-06-14,00:45:00,2026-06-15 00:53:11,23.7,Zone 3,42.0,Zone 5,23.7,Zone 3,38.1,Zone 4,29.1,Zone 4,53.6,Zone 5,34.4,Zone 4,60.6,Zone 5,42.0,Zone 5,62.9,Zone 5
Assam,Dima Hasao,Lkhep,25.4,2026-06-15,00:45:00,100.0,2026-06-14,00:45:00,2026-06-15 00:53:11,28.2,Zone 4,61.8,Zone 5,28.2,Zone 4,60.7,Zone 5,35.6,Zone 4,63.7,Zone 5,55.5,Zone 5,65.9,Zone 5,61.8,Zone 5,67.7,Zone 5
Assam,Golaghat,Cnb Collage Bokakhat,27.5,2026-06-15,00:45:00,100.0,2026-06-14,00:45:00,2026-06-15 00:53:11,33.2,Zone 4,65.4,Zone 5,33.2,Zone 4,64.4,Zone 5,54.9,Zone 5,66.9,Zone 5,62.3,Zone 5,68.7,Zone 5,65.4,Zone 5,71.1,Zone 6
Assam,Hailakandi,Panchgram Aegcl,26.2,2026-06-15,00:30:00,99.0,2026-06-14,00:30:00,2026-06-15 00:53:11,29.2,Zone 4,62.5,Zone 5,29.2,Zone 4,61.4,Zone 5,38.3,Zone 5,64.3,Zone 5,58.5,Zone 5,66.5,Zone 5,62.5,Zone 5,68.1,Zone 5
Assam,Hajoi,Lumding,26.6,2026-06-15,00:45:00,82.0,2026-06-14,00:45:00,2026-06-15 00:53:11,28.5,Zone 4,59.6,Zone 5,28.5,Zone 4,56.9,Zone 5,34.9,Zone 4,61.8,Zone 5,44.8,Zone 5,64.3,Zone 5,59.6,Zone 5,66.2,Zone 5
Assam,Kamrup,Amingaon,27.5,2026-06-15,00:45:00,66.0,2026-06-14,00:45:00,2026-06-15 00:53:11,28.7,Zone 4,52.6,Zone 5,28.7,Zone 4,47.9,Zone 5,34.4,Zone 4,59.9,Zone 5,39.6,Zone 4,62.6,Zone 5,52.6,Zone 5,64.7,Zone 5
Assam,Kamrup,Boko Aegcl,26.9,2026-06-15,00:30:00,100.0,2026-06-14,00:30:00,2026-06-15 00:53:11,31.8,Zone 4,64.5,Zone 5,31.8,Zone 4,63.5,Zone 5,49.5,Zone 5,66.1,Zone 5,61.3,Zone 5,68.0,Zone 5,64.5,Zone 5,69.5,Zone 6
Assam,Kamrup,Chandubi,28.5,2026-06-15,00:45:00,,,,2026-06-15 00:53:11,,,,,,,,,,,,,,,,,,,,
Assam,Kamrup,Kukurmara Mirza Aegcl,27.0,2026-06-15,00:45:00,100.0,2026-06-14,00:45:00,2026-06-15 00:53:11,31.8,Zone 4,64.5,Zone 5,31.8,Zone 4,63.5,Zone 5,49.5,Zone 5,66.1,Zone 5,61.3,Zone 5,68.0,Zone 5,64.5,Zone 5,69.5,Zone 6
Assam,Kamrup Metropolitan,Aau Hrs,27.1,2026-06-15,00:45:00,99.0,2026-06-14,00:45:00,2026-06-15 00:53:11,31.6,Zone 4,64.2,Zone 5,31.6,Zone 4,63.2,Zone 5,48.2,Zone 5,65.9,Zone 5,61.0,Zone 5,67.8,Zone 5,64.2,Zone 5,69.3,Zone 5
Assam,Kamrup Metropolitan,Down Town University,26.7,2026-06-15,00:45:00,98.0,2026-06-14,00:45:00,2026-06-15 00:53:11,30.2,Zone 4,63.1,Zone 5,30.2,Zone 4,62.1,Zone 5,41.8,Zone 5,64.9,Zone 5,59.7,Zone 5,67.0,Zone 5,63.1,Zone 5,68.5,Zone 5
