LOGGED_AT (IST),STATE,DISTRICT,STATION,TEMP,RH,EHI (in shade °C),Light Work Heat Stress Zone,EHI_350 (in shade °C),Hard Labor Heat Stress Zone,EHI_3_shade,Zone_3_shade,EHI_3_sun,Zone_3_sun,EHI_4_shade,Zone_4_shade,EHI_4_sun,Zone_4_sun,EHI_5_shade,Zone_5_shade,EHI_5_sun,Zone_5_sun,EHI_6_shade,Zone_6_shade,EHI_6_sun,Zone_6_sun
2025-09-22 00:40:17,NAGALAND,PEREN,JALUKIE,24.9,100.0,27.2,Zone 4,60.9,Zone 5,27.2,Zone 4,59.8,Zone 5,34.4,Zone 4,63.0,Zone 5,51.3,Zone 5,65.3,Zone 5,60.9,Zone 5,67.1,Zone 5
2025-09-22 00:40:17,NAGALAND,ZUNHEBOTO,ZUNHEBOTO_KVK,22.4,100.0,23.7,Zone 3,49.5,Zone 5,23.7,Zone 3,44.7,Zone 5,29.4,Zone 4,59.2,Zone 5,35.1,Zone 4,62.0,Zone 5,49.5,Zone 5,64.2,Zone 5
2025-09-22 00:40:17,ODISHA,BALANGIR,BOLANGIR,25.9,100.0,29.3,Zone 4,62.7,Zone 5,29.3,Zone 4,61.6,Zone 5,39.3,Zone 5,64.5,Zone 5,59.1,Zone 5,66.6,Zone 5,62.7,Zone 5,68.2,Zone 5
2025-09-22 00:40:17,ODISHA,BALASORE,FM_UNIVERSITY,26.4,100.0,30.5,Zone 4,63.6,Zone 5,30.5,Zone 4,62.5,Zone 5,44.2,Zone 5,65.3,Zone 5,60.2,Zone 5,67.3,Zone 5,63.6,Zone 5,68.8,Zone 5
2025-09-22 00:40:17,ODISHA,BARGARH,BARAGARH,25.5,99.0,28.1,Zone 4,61.6,Zone 5,28.1,Zone 4,60.5,Zone 5,35.4,Zone 4,63.5,Zone 5,54.6,Zone 5,65.8,Zone 5,61.6,Zone 5,67.5,Zone 5
2025-09-22 00:40:17,ODISHA,CUTTACK,CUTTACK_KVK,25.5,100.0,28.2,Zone 4,61.8,Zone 5,28.2,Zone 4,60.7,Zone 5,35.6,Zone 4,63.7,Zone 5,55.5,Zone 5,65.9,Zone 5,61.8,Zone 5,67.7,Zone 5
2025-09-22 00:40:17,ODISHA,GANJAM,BENAKUDA_KVK,25.5,90.0,27.4,Zone 4,59.7,Zone 5,27.4,Zone 4,57.3,Zone 5,34.0,Zone 4,61.9,Zone 5,45.3,Zone 5,64.3,Zone 5,59.7,Zone 5,66.2,Zone 5
2025-09-22 00:40:17,ODISHA,KANDHAMAL,PHULBANI,23.6,100.0,24.8,Zone 3,56.4,Zone 5,24.8,Zone 3,51.8,Zone 5,31.2,Zone 4,60.7,Zone 5,39.2,Zone 5,63.3,Zone 5,56.4,Zone 5,65.3,Zone 5
2025-09-22 00:40:17,ODISHA,KHURDHA,BHUBANESHWAR AIRPORT,24.2,96.0,25.2,Zone 3,56.6,Zone 5,25.2,Zone 3,52.1,Zone 5,31.7,Zone 4,60.7,Zone 5,39.5,Zone 5,63.4,Zone 5,56.6,Zone 5,65.4,Zone 5
2025-09-22 00:40:17,ODISHA,KHURDHA,PITAPALLI,25.4,82.0,26.8,Zone 4,55.0,Zone 5,26.8,Zone 4,50.3,Zone 5,32.9,Zone 4,60.4,Zone 5,38.6,Zone 4,63.0,Zone 5,55.0,Zone 5,65.1,Zone 5
2025-09-22 00:40:17,MIZORAM,CHAMPHAI,CHAMPHAI_AWS,18.3,100.0,18.9,Zone 3,33.5,Zone 4,18.9,Zone 3,32.4,Zone 4,24.3,Zone 3,37.6,Zone 5,28.8,Zone 4,51.2,Zone 5,33.5,Zone 4,59.8,Zone 5
2025-09-22 00:40:17,MIZORAM,AIZAWL,MIZORAM_UNIVERSITY,24.1,94.0,25.1,Zone 3,55.1,Zone 5,25.1,Zone 3,50.4,Zone 5,31.5,Zone 4,60.4,Zone 5,37.9,Zone 5,63.0,Zone 5,55.1,Zone 5,65.1,Zone 5
2025-09-22 00:40:17,MEGHALAYA,WEST_KHASI_HILLS,NONGSTOIN_KVK,18.4,99.0,18.9,Zone 3,33.4,Zone 4,18.9,Zone 3,32.4,Zone 4,24.3,Zone 3,37.2,Zone 5,28.7,Zone 4,50.7,Zone 5,33.4,Zone 4,59.6,Zone 5
2025-09-22 00:40:17,MEGHALAYA,WEST_KHASI_HILLS,NONGSTOIN,18.9,100.0,19.5,Zone 3,34.2,Zone 4,19.5,Zone 3,33.1,Zone 4,24.7,Zone 3,40.0,Zone 5,29.4,Zone 4,53.7,Zone 5,34.2,Zone 4,60.3,Zone 5
2025-09-22 00:40:17,MANIPUR,IMPHAL_WEST,IMPHAL_AMFU,22.0,99.0,23.1,Zone 3,45.3,Zone 5,23.1,Zone 3,40.7,Zone 5,28.5,Zone 4,56.4,Zone 5,34.1,Zone 4,61.2,Zone 5,45.3,Zone 5,63.5,Zone 5
2025-09-22 00:40:17,MANIPUR,KAMJONG,KAMJONG,17.9,100.0,18.3,Zone 3,32.7,Zone 4,18.3,Zone 3,31.7,Zone 4,23.9,Zone 3,36.3,Zone 4,28.1,Zone 4,48.6,Zone 5,32.7,Zone 4,59.2,Zone 5
2025-09-22 00:40:17,MANIPUR,KANGPOKPI,SAIKUL,20.7,100.0,21.4,Zone 3,36.8,Zone 5,21.4,Zone 3,35.4,Zone 4,26.4,Zone 4,48.3,Zone 5,31.6,Zone 4,59.5,Zone 5,36.8,Zone 5,61.9,Zone 5
2025-09-22 00:40:17,MANIPUR,KANGPOKPI,TUJANGVAICHONG,20.4,100.0,21.4,Zone 3,36.8,Zone 5,21.4,Zone 3,35.4,Zone 4,26.4,Zone 4,48.3,Zone 5,31.6,Zone 4,59.5,Zone 5,36.8,Zone 5,61.9,Zone 5
2025-09-22 00:40:17,MANIPUR,NONEY,KHOUPUM,24.4,94.0,25.9,Zone 4,58.3,Zone 5,25.9,Zone 4,53.9,Zone 5,32.5,Zone 4,61.1,Zone 5,41.4,Zone 5,63.7,Zone 5,58.3,Zone 5,65.7,Zone 5
2025-09-22 00:40:17,MANIPUR,SENAPATI,MAO,18.4,100.0,18.9,Zone 3,33.5,Zone 4,18.9,Zone 3,32.4,Zone 4,24.3,Zone 3,37.6,Zone 5,28.8,Zone 4,51.2,Zone 5,33.5,Zone 4,59.8,Zone 5
2025-09-22 00:40:17,MANIPUR,TENGNOUPAL,ADC MOREH,23.5,100.0,24.8,Zone 3,56.4,Zone 5,24.8,Zone 3,51.8,Zone 5,31.2,Zone 4,60.7,Zone 5,39.2,Zone 5,63.3,Zone 5,56.4,Zone 5,65.3,Zone 5
2025-09-22 00:40:17,MANIPUR,THOUBAL,THOUBAL,21.3,99.0,22.6,Zone 3,42.0,Zone 5,22.6,Zone 3,37.8,Zone 5,27.7,Zone 4,53.6,Zone 5,33.2,Zone 4,60.6,Zone 5,42.0,Zone 5,62.9,Zone 5
2025-09-22 00:40:17,MANIPUR,UKHRUL,MOLNOM,20.6,99.0,21.4,Zone 3,36.5,Zone 4,21.4,Zone 3,35.3,Zone 4,26.3,Zone 4,47.7,Zone 5,31.6,Zone 4,59.3,Zone 5,36.5,Zone 4,61.8,Zone 5
2025-09-22 00:40:17,ODISHA,MAYURBHANJ,BARIPADA,26.4,100.0,30.5,Zone 4,63.6,Zone 5,30.5,Zone 4,62.5,Zone 5,44.2,Zone 5,65.3,Zone 5,60.2,Zone 5,67.3,Zone 5,63.6,Zone 5,68.8,Zone 5
2025-09-22 00:40:17,MEGHALAYA,EAST_GARO_HILLS,WILLIAMNAGAR,24.2,91.0,25.0,Zone 3,52.7,Zone 5,25.0,Zone 3,47.9,Zone 5,31.2,Zone 4,59.9,Zone 5,36.9,Zone 4,62.6,Zone 5,52.7,Zone 5,64.7,Zone 5
2025-09-22 00:40:17,MEGHALAYA,EAST_KHASI_HILLS,MAWRYNGKNENG,20.8,99.0,22.0,Zone 3,39.0,Zone 5,22.0,Zone 3,36.1,Zone 4,27.0,Zone 4,50.6,Zone 5,32.4,Zone 4,60.0,Zone 5,39.0,Zone 5,62.4,Zone 5
2025-09-22 00:40:17,MEGHALAYA,EAST_KHASI_HILLS,MAWSYNRAM,20.9,96.0,21.8,Zone 3,37.2,Zone 5,21.8,Zone 3,35.9,Zone 4,26.9,Zone 4,48.7,Zone 5,32.1,Zone 4,59.5,Zone 5,37.2,Zone 5,62.0,Zone 5
2025-09-22 00:40:17,MEGHALAYA,EAST_KHASI_HILLS,NEHU,19.6,100.0,20.2,Zone 3,35.0,Zone 4,20.2,Zone 3,33.8,Zone 4,25.1,Zone 3,42.6,Zone 5,30.1,Zone 4,56.1,Zone 5,35.0,Zone 4,60.8,Zone 5
2025-09-22 00:40:17,MEGHALAYA,EAST_KHASI_HILLS,SHILLONG,19.5,94.0,19.9,Zone 3,34.5,Zone 4,19.9,Zone 3,33.4,Zone 4,25.0,Zone 3,39.4,Zone 5,29.8,Zone 4,53.1,Zone 5,34.5,Zone 4,60.2,Zone 5
2025-09-22 00:40:17,MEGHALAYA,NORTH_GARO_HILLS,RESUBELPARA,26.6,100.0,30.5,Zone 4,63.6,Zone 5,30.5,Zone 4,62.5,Zone 5,44.2,Zone 5,65.3,Zone 5,60.2,Zone 5,67.3,Zone 5,63.6,Zone 5,68.8,Zone 5
2025-09-22 00:40:17,MEGHALAYA,RI_BHOI,BYRNIHAT,25.6,100.0,28.2,Zone 4,61.8,Zone 5,28.2,Zone 4,60.7,Zone 5,35.6,Zone 4,63.7,Zone 5,55.5,Zone 5,65.9,Zone 5,61.8,Zone 5,67.7,Zone 5
2025-09-22 00:40:17,MEGHALAYA,SOUTH_WEST_GARO_HILLS,AMPATI,26.9,99.0,31.6,Zone 4,64.2,Zone 5,31.6,Zone 4,63.2,Zone 5,48.2,Zone 5,65.9,Zone 5,61.0,Zone 5,67.8,Zone 5,64.2,Zone 5,69.3,Zone 5
2025-09-22 00:40:17,MEGHALAYA,SOUTH_WEST_KHASI_HILLS,MAWKYRWAT,18.2,100.0,18.3,Zone 3,32.7,Zone 4,18.3,Zone 3,31.7,Zone 4,23.9,Zone 3,36.3,Zone 4,28.1,Zone 4,48.6,Zone 5,32.7,Zone 4,59.2,Zone 5
2025-09-22 00:40:17,MEGHALAYA,WEST_GARO_HILLS,TURA,26.3,87.0,28.9,Zone 4,60.7,Zone 5,28.9,Zone 4,59.6,Zone 5,35.7,Zone 4,62.8,Zone 5,50.3,Zone 5,65.1,Zone 5,60.7,Zone 5,66.9,Zone 5
2025-09-22 00:40:17,MEGHALAYA,EAST_KHASI_HILLS,LABAN,19.1,99.0,19.5,Zone 3,34.1,Zone 4,19.5,Zone 3,33.0,Zone 4,24.7,Zone 3,39.5,Zone 5,29.4,Zone 4,53.2,Zone 5,34.1,Zone 4,60.2,Zone 5
2025-09-22 00:40:17,MANIPUR,IMPHAL_EAST,JIRIBAM,25.4,97.0,27.9,Zone 4,61.1,Zone 5,27.9,Zone 4,60.0,Zone 5,35.1,Zone 4,63.2,Zone 5,52.6,Zone 5,65.5,Zone 5,61.1,Zone 5,67.2,Zone 5
2025-09-22 00:40:17,ODISHA,MAYURBHANJ,JAMSOLAGHAT,26.4,98.0,30.2,Zone 4,63.1,Zone 5,30.2,Zone 4,62.1,Zone 5,41.8,Zone 5,64.9,Zone 5,59.7,Zone 5,67.0,Zone 5,63.1,Zone 5,68.5,Zone 5
2025-09-22 00:40:17,ODISHA,RAYAGADA,GUNUPUR_KVK,25.7,100.0,28.2,Zone 4,61.8,Zone 5,28.2,Zone 4,60.7,Zone 5,35.6,Zone 4,63.7,Zone 5,55.5,Zone 5,65.9,Zone 5,61.8,Zone 5,67.7,Zone 5
2025-09-22 00:40:17,RAJASTHAN,BIKANER,LUNKARNSAR,27.5,67.0,28.8,Zone 4,53.6,Zone 5,28.8,Zone 4,48.9,Zone 5,34.5,Zone 4,60.1,Zone 5,39.8,Zone 4,62.8,Zone 5,53.6,Zone 5,64.9,Zone 5
2025-09-22 00:40:17,RAJASTHAN,CHURU,CHURU,27.2,74.0,28.6,Zone 4,57.2,Zone 5,28.6,Zone 4,52.7,Zone 5,34.6,Zone 4,60.9,Zone 5,40.2,Zone 4,63.5,Zone 5,57.2,Zone 5,65.5,Zone 5
2025-09-22 00:40:17,RAJASTHAN,DAUSA,KHEDALI,25.4,99.0,28.1,Zone 4,61.6,Zone 5,28.1,Zone 4,60.5,Zone 5,35.4,Zone 4,63.5,Zone 5,54.6,Zone 5,65.8,Zone 5,61.6,Zone 5,67.5,Zone 5
2025-09-22 00:40:17,RAJASTHAN,JAIPUR,AMITY_UNIVERSITY,23.6,96.0,24.7,Zone 3,53.3,Zone 5,24.7,Zone 3,48.5,Zone 5,30.8,Zone 4,60.0,Zone 5,36.6,Zone 4,62.7,Zone 5,53.3,Zone 5,64.8,Zone 5
2025-09-22 00:40:17,RAJASTHAN,JAIPUR,JAIPUR_AMFU,27.9,60.0,28.9,Zone 4,49.4,Zone 5,28.9,Zone 4,44.7,Zone 5,34.4,Zone 4,59.2,Zone 5,39.3,Zone 4,62.0,Zone 5,49.4,Zone 5,64.2,Zone 5
2025-09-22 00:40:17,RAJASTHAN,JAISALMER,JAISALMER,25.2,74.0,25.5,Zone 4,44.5,Zone 5,25.5,Zone 4,40.1,Zone 5,31.2,Zone 4,55.8,Zone 5,36.4,Zone 4,61.1,Zone 5,44.5,Zone 5,63.4,Zone 5
2025-09-22 00:40:17,RAJASTHAN,JHUNJHUNU,JHUNJHUNU(AWS),25.8,100.0,29.3,Zone 4,62.7,Zone 5,29.3,Zone 4,61.6,Zone 5,39.3,Zone 5,64.5,Zone 5,59.1,Zone 5,66.6,Zone 5,62.7,Zone 5,68.2,Zone 5
2025-09-22 00:40:17,RAJASTHAN,JHUNJHUNU,PILANI,23.3,71.0,23.6,Zone 3,38.2,Zone 4,23.6,Zone 3,37.1,Zone 4,28.8,Zone 4,45.5,Zone 5,33.7,Zone 4,58.5,Zone 5,38.2,Zone 4,61.4,Zone 5
2025-09-22 00:40:17,RAJASTHAN,JODHPUR,JODHPUR,28.7,75.0,31.5,Zone 4,61.2,Zone 5,31.5,Zone 4,60.1,Zone 5,38.0,Zone 4,63.2,Zone 5,52.6,Zone 5,65.5,Zone 5,61.2,Zone 5,67.2,Zone 5
2025-09-22 00:40:17,RAJASTHAN,NAGAUR,KRISHI_VISHWAVIDHYALAYA,26.2,92.0,28.5,Zone 4,61.0,Zone 5,28.5,Zone 4,59.9,Zone 5,35.4,Zone 4,63.0,Zone 5,51.6,Zone 5,65.3,Zone 5,61.0,Zone 5,67.1,Zone 5
2025-09-22 00:40:17,RAJASTHAN,PRATAPGARH,PRATAPGARH,25.0,100.0,27.2,Zone 4,60.9,Zone 5,27.2,Zone 4,59.8,Zone 5,34.4,Zone 4,63.0,Zone 5,51.3,Zone 5,65.3,Zone 5,60.9,Zone 5,67.1,Zone 5
2025-09-22 00:40:17,RAJASTHAN,SIKAR,SIKAR,25.6,86.0,27.1,Zone 4,58.3,Zone 5,27.1,Zone 4,53.9,Zone 5,33.5,Zone 4,61.1,Zone 5,41.3,Zone 5,63.7,Zone 5,58.3,Zone 5,65.7,Zone 5
2025-09-22 00:40:17,RAJASTHAN,SIROHI,SIROHI_KVK,20.1,78.0,19.7,Zone 3,33.9,Zone 4,19.7,Zone 3,33.0,Zone 4,25.0,Zone 3,37.3,Zone 4,29.5,Zone 4,46.8,Zone 5,33.9,Zone 4,58.3,Zone 5
2025-09-22 00:40:17,RAJASTHAN,TONK,TONK,27.8,95.0,33.7,Zone 4,65.1,Zone 5,33.7,Zone 4,64.1,Zone 5,53.5,Zone 5,66.7,Zone 5,62.0,Zone 5,68.5,Zone 5,65.1,Zone 5,70.7,Zone 6
2025-09-22 00:40:17,RAJASTHAN,UDAIPUR,UDAIPUR_AMFU,22.9,90.0,23.9,Zone 3,45.1,Zone 5,23.9,Zone 3,40.6,Zone 5,29.4,Zone 4,56.3,Zone 5,34.9,Zone 4,61.2,Zone 5,45.1,Zone 5,63.5,Zone 5
2025-09-22 00:40:17,SIKKIM,GANGTOK,GANGTOK,18.0,100.0,18.3,Zone 3,32.7,Zone 4,18.3,Zone 3,31.7,Zone 4,23.9,Zone 3,36.3,Zone 4,28.1,Zone 4,48.6,Zone 5,32.7,Zone 4,59.2,Zone 5
2025-09-22 00:40:17,SIKKIM,GANGTOK,TADONG,20.8,80.0,21.1,Zone 3,35.5,Zone 4,21.1,Zone 3,34.4,Zone 4,26.1,Zone 4,39.0,Zone 5,30.9,Zone 4,52.6,Zone 5,35.5,Zone 4,60.1,Zone 5
2025-09-22 00:40:17,SIKKIM,GYALSHING,MANGA-GEYZING_KVK,17.8,100.0,18.3,Zone 3,32.7,Zone 4,18.3,Zone 3,31.7,Zone 4,23.9,Zone 3,36.3,Zone 4,28.1,Zone 4,48.6,Zone 5,32.7,Zone 4,59.2,Zone 5
2025-09-22 00:40:17,SIKKIM,SORENG,SORENG,17.1,100.0,16.9,Zone 3,31.4,Zone 4,16.9,Zone 3,30.5,Zone 4,23.1,Zone 3,34.9,Zone 4,26.9,Zone 4,43.8,Zone 5,31.4,Zone 4,55.8,Zone 5
2025-09-22 00:40:17,RAJASTHAN,BIKANER,CHATTARGARH,29.1,100.0,46.8,Zone 5,68.1,Zone 5,46.8,Zone 5,67.2,Zone 5,62.0,Zone 5,69.3,Zone 5,65.6,Zone 5,72.6,Zone 6,68.1,Zone 5,76.1,Zone 6
2025-09-22 00:40:17,RAJASTHAN,BIKANER,BIKANER_AMFU,28.7,66.0,30.3,Zone 4,58.5,Zone 5,30.3,Zone 4,54.2,Zone 5,36.2,Zone 4,61.2,Zone 5,41.6,Zone 5,63.8,Zone 5,58.5,Zone 5,65.7,Zone 5
2025-09-22 00:40:17,RAJASTHAN,AJMER,CENTRAL_UNIVERSITY_KISHANGARH,25.6,98.0,28.0,Zone 4,61.4,Zone 5,28.0,Zone 4,60.3,Zone 5,35.3,Zone 4,63.4,Zone 5,53.6,Zone 5,65.6,Zone 5,61.4,Zone 5,67.4,Zone 5
2025-09-22 00:40:17,RAJASTHAN,AJMER,AJMER,27.7,79.0,30.0,Zone 4,60.5,Zone 5,30.0,Zone 4,59.4,Zone 5,36.5,Zone 4,62.6,Zone 5,49.4,Zone 5,65.0,Zone 5,60.5,Zone 5,66.8,Zone 5
2025-09-22 00:40:17,ODISHA,SAMBALPUR,DHANKAUDA,25.0,91.0,26.6,Zone 4,59.0,Zone 5,26.6,Zone 4,54.9,Zone 5,33.1,Zone 4,61.3,Zone 5,42.4,Zone 5,63.9,Zone 5,59.0,Zone 5,65.8,Zone 5
2025-09-22 00:40:17,ODISHA,SUNDERGARH,SUNDERGARH,26.2,88.0,28.1,Zone 4,60.1,Zone 5,28.1,Zone 4,58.8,Zone 5,34.8,Zone 4,62.2,Zone 5,47.3,Zone 5,64.7,Zone 5,60.1,Zone 5,66.5,Zone 5
2025-09-22 00:40:17,PUDUCHERRY,KARAIKAL,KARAIKAL,26.6,99.0,30.4,Zone 4,63.3,Zone 5,30.4,Zone 4,62.3,Zone 5,43.0,Zone 5,65.1,Zone 5,59.9,Zone 5,67.1,Zone 5,63.3,Zone 5,68.7,Zone 5
2025-09-22 00:40:17,PUDUCHERRY,MAHE,MAHE_JNV,25.7,100.0,28.2,Zone 4,61.8,Zone 5,28.2,Zone 4,60.7,Zone 5,35.6,Zone 4,63.7,Zone 5,55.5,Zone 5,65.9,Zone 5,61.8,Zone 5,67.7,Zone 5
2025-09-22 00:40:17,PUDUCHERRY,PUDUCHERRY,PERIYA_KALAPET,25.5,96.0,27.9,Zone 4,60.9,Zone 5,27.9,Zone 4,59.8,Zone 5,34.9,Zone 4,63.0,Zone 5,51.5,Zone 5,65.3,Zone 5,60.9,Zone 5,67.1,Zone 5
2025-09-22 00:40:17,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,27.6,87.0,31.0,Zone 4,62.4,Zone 5,31.0,Zone 4,61.3,Zone 5,38.2,Zone 4,64.3,Zone 5,58.3,Zone 5,66.4,Zone 5,62.4,Zone 5,68.1,Zone 5
2025-09-22 00:40:17,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY_KVK,26.4,100.0,30.5,Zone 4,63.6,Zone 5,30.5,Zone 4,62.5,Zone 5,44.2,Zone 5,65.3,Zone 5,60.2,Zone 5,67.3,Zone 5,63.6,Zone 5,68.8,Zone 5
2025-09-22 00:40:17,PUNJAB,BATHINDA,BHATINDA_AMFU,27.0,22.0,25.4,Zone 4,36.6,Zone 4,25.4,Zone 4,36.0,Zone 4,29.4,Zone 4,39.4,Zone 4,33.1,Zone 4,42.6,Zone 4,36.6,Zone 4,48.6,Zone 5
2025-09-22 00:40:17,PUNJAB,FAZILKA,FASC_ABOHAR,27.7,87.0,31.0,Zone 4,62.4,Zone 5,31.0,Zone 4,61.3,Zone 5,38.2,Zone 4,64.3,Zone 5,58.3,Zone 5,66.4,Zone 5,62.4,Zone 5,68.1,Zone 5
2025-09-22 00:40:17,ODISHA,PURI,PURI_KVK,25.3,32.0,24.1,Zone 3,36.2,Zone 4,24.1,Zone 3,35.5,Zone 4,28.7,Zone 4,39.1,Zone 4,32.5,Zone 4,42.5,Zone 4,36.2,Zone 4,51.6,Zone 5
2025-09-22 00:40:17,PUNJAB,FAZILKA,FAZILKA,25.3,100.0,28.2,Zone 4,61.8,Zone 5,28.2,Zone 4,60.7,Zone 5,35.6,Zone 4,63.7,Zone 5,55.5,Zone 5,65.9,Zone 5,61.8,Zone 5,67.7,Zone 5
2025-09-22 00:40:17,PUNJAB,HOSHIARPUR,HOSIYARPUR,25.2,100.0,27.2,Zone 4,60.9,Zone 5,27.2,Zone 4,59.8,Zone 5,34.4,Zone 4,63.0,Zone 5,51.3,Zone 5,65.3,Zone 5,60.9,Zone 5,67.1,Zone 5
2025-09-22 00:40:17,PUNJAB,HOSHIARPUR,SALERN,24.3,100.0,26.3,Zone 4,60.0,Zone 5,26.3,Zone 4,58.6,Zone 5,33.2,Zone 4,62.2,Zone 5,47.0,Zone 5,64.6,Zone 5,60.0,Zone 5,66.5,Zone 5
2025-09-22 00:40:17,PUNJAB,MANSA,MANSA,26.7,7.0,23.7,Zone 3,34.6,Zone 4,23.7,Zone 3,34.2,Zone 4,28.1,Zone 4,37.3,Zone 4,31.5,Zone 4,40.2,Zone 4,34.6,Zone 4,43.1,Zone 4
2025-09-22 00:40:17,PUNJAB,PATHANKOT,KVK_PATHANKOT,25.4,100.0,28.2,Zone 4,61.8,Zone 5,28.2,Zone 4,60.7,Zone 5,35.6,Zone 4,63.7,Zone 5,55.5,Zone 5,65.9,Zone 5,61.8,Zone 5,67.7,Zone 5
2025-09-22 00:40:17,PUNJAB,PATHANKOT,THEIN_DAM,24.3,100.0,26.3,Zone 4,60.0,Zone 5,26.3,Zone 4,58.6,Zone 5,33.2,Zone 4,62.2,Zone 5,47.0,Zone 5,64.6,Zone 5,60.0,Zone 5,66.5,Zone 5
2025-09-22 00:40:17,PUNJAB,ROPAR,ROPAR_KVK,25.8,94.0,28.7,Zone 4,61.4,Zone 5,28.7,Zone 4,60.3,Zone 5,35.8,Zone 4,63.4,Zone 5,53.7,Zone 5,65.6,Zone 5,61.4,Zone 5,67.4,Zone 5
2025-09-22 00:40:17,PUNJAB,RUPNAGAR,BHAKRA_DAM_IMDNAGAL,24.5,100.0,26.3,Zone 4,60.0,Zone 5,26.3,Zone 4,58.6,Zone 5,33.2,Zone 4,62.2,Zone 5,47.0,Zone 5,64.6,Zone 5,60.0,Zone 5,66.5,Zone 5
2025-09-22 00:40:17,PUNJAB,RUPNAGAR,SRI_ANADPUR_SAHIB_IMDJINDWADI,25.3,99.0,28.1,Zone 4,61.6,Zone 5,28.1,Zone 4,60.5,Zone 5,35.4,Zone 4,63.5,Zone 5,54.6,Zone 5,65.8,Zone 5,61.6,Zone 5,67.5,Zone 5
2025-09-22 00:40:17,PUNJAB,SHAHID_BHAGAT_SINGH_NAGAR,BALACHAR_AMFU,25.1,99.0,27.1,Zone 4,60.7,Zone 5,27.1,Zone 4,59.6,Zone 5,34.2,Zone 4,62.8,Zone 5,50.3,Zone 5,65.1,Zone 5,60.7,Zone 5,66.9,Zone 5
