STATE,DISTRICT,STATION,TEMP,DATE_TEMP,TIME_TEMP,RH,DATE_RH,TIME_RH,LOGGED_AT (IST),EHI (in shade °C),Light Work Heat Stress Zone,EHI_350 (in shade °C),Hard Labor Heat Stress Zone,EHI_3_shade,Zone_3_shade,EHI_3_sun,Zone_3_sun,EHI_4_shade,Zone_4_shade,EHI_4_sun,Zone_4_sun,EHI_5_shade,Zone_5_shade,EHI_5_sun,Zone_5_sun,EHI_6_shade,Zone_6_shade,EHI_6_sun,Zone_6_sun
Andhra Pradesh,Alluri Sitharama Raju,Araku Valley,23.1,2026-06-22,00:30:00,96.0,2026-06-21,00:30:00,2026-06-22 00:37:31,24.1,Zone 3,49.9,Zone 5,24.1,Zone 3,45.1,Zone 5,29.9,Zone 4,59.3,Zone 5,35.6,Zone 4,62.1,Zone 5,49.9,Zone 5,64.2,Zone 5
Andhra Pradesh,Alluri Sitharama Raju,Chintapalli Amfu,23.1,2026-06-22,00:00:00,91.0,2026-06-21,00:00:00,2026-06-22 00:37:31,23.9,Zone 3,45.9,Zone 5,23.9,Zone 3,41.3,Zone 5,29.5,Zone 4,56.9,Zone 5,35.0,Zone 4,61.3,Zone 5,45.9,Zone 5,63.6,Zone 5
Andhra Pradesh,Anakapalli,Yellamanchilli Vskp,28.7,2026-06-22,00:15:00,92.0,2026-06-21,00:15:00,2026-06-22 00:37:31,34.5,Zone 4,65.3,Zone 5,34.5,Zone 4,64.3,Zone 5,54.6,Zone 5,66.8,Zone 5,62.3,Zone 5,68.6,Zone 5,65.3,Zone 5,71.1,Zone 6
Andhra Pradesh,Anantapur,Kh Govtdegcollege Dharmavaram,26.7,2026-06-22,00:30:00,88.0,2026-06-21,00:30:00,2026-06-22 00:37:31,29.1,Zone 4,60.9,Zone 5,29.1,Zone 4,59.8,Zone 5,35.9,Zone 4,63.0,Zone 5,51.4,Zone 5,65.3,Zone 5,60.9,Zone 5,67.1,Zone 5
Andhra Pradesh,Bapatla,Chirala,29.1,2026-06-22,00:30:00,78.0,2026-06-21,00:30:00,2026-06-22 00:37:31,33.0,Zone 4,62.8,Zone 5,33.0,Zone 4,61.7,Zone 5,39.9,Zone 4,64.6,Zone 5,59.2,Zone 5,66.7,Zone 5,62.8,Zone 5,68.3,Zone 5
Andhra Pradesh,Eluru,Vijayarai,27.8,2026-06-22,00:30:00,66.0,2026-06-21,00:30:00,2026-06-22 00:37:31,29.5,Zone 4,55.6,Zone 5,29.5,Zone 4,51.1,Zone 5,35.2,Zone 4,60.5,Zone 5,40.5,Zone 4,63.2,Zone 5,55.6,Zone 5,65.2,Zone 5
Andhra Pradesh,Kakinada,Kakinada,28.5,2026-06-22,00:00:00,87.0,2026-06-21,00:00:00,2026-06-22 00:37:31,33.5,Zone 4,64.1,Zone 5,33.5,Zone 4,63.1,Zone 5,47.5,Zone 5,65.8,Zone 5,60.9,Zone 5,67.7,Zone 5,64.1,Zone 5,69.2,Zone 5
Andhra Pradesh,Kakinada,Peddapuram,28.1,2026-06-22,00:00:00,98.0,2026-06-21,00:00:00,2026-06-22 00:37:31,34.3,Zone 4,65.8,Zone 5,34.3,Zone 4,64.8,Zone 5,57.4,Zone 5,67.2,Zone 5,62.9,Zone 5,69.0,Zone 5,65.8,Zone 5,72.0,Zone 6
Andhra Pradesh,Kakinada,Prathipadu,27.6,2026-06-22,00:30:00,,,,2026-06-22 00:37:31,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,Konaseema,Ambajipeta Arg,28.2,2026-06-22,00:30:00,100.0,2026-06-21,00:30:00,2026-06-22 00:37:31,34.8,Zone 4,66.3,Zone 5,34.8,Zone 4,65.3,Zone 5,59.2,Zone 5,67.7,Zone 5,63.4,Zone 5,69.3,Zone 5,66.3,Zone 5,72.8,Zone 6
Andhra Pradesh,Konaseema,Ambajipeta Aws,28.1,2026-06-22,00:30:00,100.0,2026-06-21,00:30:00,2026-06-22 00:37:31,34.8,Zone 4,66.3,Zone 5,34.8,Zone 4,65.3,Zone 5,59.2,Zone 5,67.7,Zone 5,63.4,Zone 5,69.3,Zone 5,66.3,Zone 5,72.8,Zone 6
Andhra Pradesh,Ntr,Mylavaram College Of  Engineer,28.3,2026-06-22,00:30:00,100.0,2026-06-21,00:30:00,2026-06-22 00:37:31,40.0,Zone 5,67.2,Zone 5,40.0,Zone 5,66.3,Zone 5,60.6,Zone 5,68.5,Zone 5,64.5,Zone 5,71.0,Zone 6,67.2,Zone 5,74.4,Zone 6
Andhra Pradesh,Palnadu,Rentachintala,30.0,2026-06-22,00:30:00,67.0,2026-06-21,00:30:00,2026-06-22 00:37:31,33.2,Zone 4,61.5,Zone 5,33.2,Zone 4,60.4,Zone 5,39.5,Zone 4,63.5,Zone 5,54.2,Zone 5,65.7,Zone 5,61.5,Zone 5,67.5,Zone 5
Andhra Pradesh,Prakasam,Cs Puram,27.6,2026-06-22,00:30:00,88.0,2026-06-21,00:30:00,2026-06-22 00:37:31,31.2,Zone 4,62.6,Zone 5,31.2,Zone 4,61.6,Zone 5,39.1,Zone 5,64.5,Zone 5,59.1,Zone 5,66.6,Zone 5,62.6,Zone 5,68.2,Zone 5
Andhra Pradesh,Srikakulam,Nagaralapeta Kalingapatnam,29.0,2026-06-22,00:30:00,100.0,2026-06-21,00:30:00,2026-06-22 00:37:31,46.8,Zone 5,68.1,Zone 5,46.8,Zone 5,67.2,Zone 5,62.0,Zone 5,69.3,Zone 5,65.6,Zone 5,72.6,Zone 6,68.1,Zone 5,76.1,Zone 6
Andhra Pradesh,Srikakulam,Ragolu,27.3,2026-06-22,00:00:00,97.0,2026-06-21,00:30:00,2026-06-22 00:37:31,32.6,Zone 4,64.7,Zone 5,32.6,Zone 4,63.7,Zone 5,50.9,Zone 5,66.3,Zone 5,61.5,Zone 5,68.1,Zone 5,64.7,Zone 5,70.0,Zone 6
Andhra Pradesh,Srikakulam,Sky College Etcherla,28.8,2026-06-22,00:30:00,100.0,2026-06-21,00:30:00,2026-06-22 00:37:31,46.8,Zone 5,68.1,Zone 5,46.8,Zone 5,67.2,Zone 5,62.0,Zone 5,69.3,Zone 5,65.6,Zone 5,72.6,Zone 6,68.1,Zone 5,76.1,Zone 6
Andhra Pradesh,Visakhapatnam,Anandapuram Arg,27.8,2026-06-22,00:30:00,85.0,2026-06-21,00:30:00,2026-06-22 00:37:31,31.9,Zone 4,62.8,Zone 5,31.9,Zone 4,61.7,Zone 5,39.9,Zone 5,64.6,Zone 5,59.2,Zone 5,66.7,Zone 5,62.8,Zone 5,68.3,Zone 5
Andhra Pradesh,Visakhapatnam,Gangavaram Port,29.5,2026-06-22,00:30:00,89.0,2026-06-21,00:30:00,2026-06-22 00:37:31,36.9,Zone 4,66.3,Zone 5,36.9,Zone 4,65.4,Zone 5,59.4,Zone 5,67.7,Zone 5,63.5,Zone 5,69.5,Zone 6,66.3,Zone 5,72.9,Zone 6
Andhra Pradesh,Vizianagaram,Bobbili,27.3,2026-06-22,00:30:00,99.0,2026-06-21,00:30:00,2026-06-22 00:37:31,33.0,Zone 4,65.1,Zone 5,33.0,Zone 4,64.2,Zone 5,53.6,Zone 5,66.7,Zone 5,62.1,Zone 5,68.5,Zone 5,65.1,Zone 5,70.7,Zone 6
Andhra Pradesh,Vizianagaram,Vizianagaram,28.3,2026-06-22,00:00:00,98.0,2026-06-21,00:00:00,2026-06-22 00:37:31,37.1,Zone 5,66.7,Zone 5,37.1,Zone 5,65.8,Zone 5,59.9,Zone 5,68.0,Zone 5,64.0,Zone 5,70.1,Zone 6,66.7,Zone 5,73.6,Zone 6
Andhra Pradesh,West Godavari,Bhimavaram,28.9,2026-06-22,00:30:00,90.0,2026-06-21,00:30:00,2026-06-22 00:37:31,35.5,Zone 4,65.7,Zone 5,35.5,Zone 4,64.8,Zone 5,56.9,Zone 5,67.2,Zone 5,62.8,Zone 5,68.9,Zone 5,65.7,Zone 5,71.8,Zone 6
Andhra Pradesh,West Godavari,Kv Gopannapalem Eluru,28.1,2026-06-22,00:30:00,56.0,2026-06-21,00:30:00,2026-06-22 00:37:31,28.5,Zone 4,45.1,Zone 5,28.5,Zone 4,42.0,Zone 4,33.8,Zone 4,56.3,Zone 5,38.6,Zone 4,61.2,Zone 5,45.1,Zone 5,63.5,Zone 5
Andhra Pradesh,West Godavari,Maruteru,30.0,2026-06-22,00:30:00,97.0,2026-06-21,00:30:00,2026-06-22 00:37:31,55.7,Zone 5,69.2,Zone 5,55.7,Zone 5,68.4,Zone 5,63.6,Zone 5,71.2,Zone 6,67.0,Zone 5,74.7,Zone 6,69.2,Zone 5,78.1,Zone 6
Andhra Pradesh,West Godavari,Narsapur,28.9,2026-06-22,00:30:00,91.0,2026-06-21,00:30:00,2026-06-22 00:37:31,35.8,Zone 4,66.0,Zone 5,35.8,Zone 4,65.0,Zone 5,58.2,Zone 5,67.4,Zone 5,63.0,Zone 5,69.1,Zone 5,66.0,Zone 5,72.2,Zone 6
Andhra Pradesh,Ysr Kadapa,Agricultural College  Badvel,29.4,2026-06-22,00:30:00,65.0,2026-06-21,00:30:00,2026-06-22 00:37:31,31.9,Zone 4,60.2,Zone 5,31.9,Zone 4,59.0,Zone 5,38.0,Zone 4,62.3,Zone 5,47.7,Zone 5,64.7,Zone 5,60.2,Zone 5,66.6,Zone 5
Arunachal Pradesh,Anjaw,Hayuliang Circle,21.9,2026-06-22,00:30:00,89.0,2026-06-21,00:30:00,2026-06-22 00:37:31,22.7,Zone 3,38.3,Zone 5,22.7,Zone 3,36.8,Zone 4,27.9,Zone 4,49.9,Zone 5,33.1,Zone 4,59.8,Zone 5,38.3,Zone 5,62.2,Zone 5
Arunachal Pradesh,Anjaw,Kibitoo Circle,,,,88.0,2026-06-21,23:30:00,2026-06-22 00:37:31,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,Changlang,Miao,24.3,2026-06-22,00:15:00,100.0,2026-06-21,00:15:00,2026-06-22 00:37:31,26.3,Zone 4,60.0,Zone 5,26.3,Zone 4,58.6,Zone 5,33.2,Zone 4,62.2,Zone 5,47.0,Zone 5,64.6,Zone 5,60.0,Zone 5,66.5,Zone 5
Arunachal Pradesh,East Kameng,Seppa Pampoli,28.9,2026-06-22,00:30:00,92.0,2026-06-21,00:30:00,2026-06-22 00:37:31,36.1,Zone 4,66.2,Zone 5,36.1,Zone 4,65.3,Zone 5,59.1,Zone 5,67.6,Zone 5,63.3,Zone 5,69.3,Zone 5,66.2,Zone 5,72.6,Zone 6
Arunachal Pradesh,East Siang,Pashighat,24.3,2026-06-22,00:15:00,100.0,2026-06-21,00:15:00,2026-06-22 00:37:31,26.3,Zone 4,60.0,Zone 5,26.3,Zone 4,58.6,Zone 5,33.2,Zone 4,62.2,Zone 5,47.0,Zone 5,64.6,Zone 5,60.0,Zone 5,66.5,Zone 5
Arunachal Pradesh,Kamle,Raga,21.3,2026-06-22,00:30:00,100.0,2026-06-21,00:30:00,2026-06-22 00:37:31,22.6,Zone 3,42.7,Zone 5,22.6,Zone 3,38.4,Zone 5,27.8,Zone 4,54.2,Zone 5,33.3,Zone 4,60.7,Zone 5,42.7,Zone 5,63.1,Zone 5
Arunachal Pradesh,Kurung Kumey,Koloraing,21.9,2026-06-22,00:15:00,100.0,2026-06-21,00:15:00,2026-06-22 00:37:31,23.2,Zone 3,46.0,Zone 5,23.2,Zone 3,41.4,Zone 5,28.6,Zone 4,57.0,Zone 5,34.2,Zone 4,61.4,Zone 5,46.0,Zone 5,63.6,Zone 5
Arunachal Pradesh,Kurung Kumey,Nyapin,23.1,2026-06-22,00:30:00,100.0,2026-06-21,00:30:00,2026-06-22 00:37:31,24.3,Zone 3,53.0,Zone 5,24.3,Zone 3,48.2,Zone 5,30.3,Zone 4,59.9,Zone 5,36.1,Zone 4,62.6,Zone 5,53.0,Zone 5,64.8,Zone 5
Arunachal Pradesh,Kurung Kumey,Nyapin,21.9,2026-06-22,00:30:00,100.0,2026-06-21,00:30:00,2026-06-22 00:37:31,23.2,Zone 3,46.0,Zone 5,23.2,Zone 3,41.4,Zone 5,28.6,Zone 4,57.0,Zone 5,34.2,Zone 4,61.4,Zone 5,46.0,Zone 5,63.6,Zone 5
Arunachal Pradesh,Leparada,Basar,22.6,2026-06-22,00:30:00,100.0,2026-06-21,00:30:00,2026-06-22 00:37:31,23.7,Zone 3,49.5,Zone 5,23.7,Zone 3,44.7,Zone 5,29.4,Zone 4,59.2,Zone 5,35.1,Zone 4,62.0,Zone 5,49.5,Zone 5,64.2,Zone 5
Arunachal Pradesh,Lohit,Wakro,24.2,2026-06-22,00:30:00,86.0,2026-06-21,00:30:00,2026-06-22 00:37:31,24.9,Zone 3,48.5,Zone 5,24.9,Zone 3,43.7,Zone 5,30.7,Zone 4,58.9,Zone 5,36.2,Zone 4,61.8,Zone 5,48.5,Zone 5,64.0,Zone 5
Arunachal Pradesh,Longding,Longding,25.3,2026-06-22,00:30:00,,,,2026-06-22 00:37:31,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,Longding,Longding New,23.4,2026-06-22,00:30:00,94.0,2026-06-21,00:30:00,2026-06-22 00:37:31,24.6,Zone 3,51.7,Zone 5,24.6,Zone 3,46.9,Zone 5,30.6,Zone 4,59.7,Zone 5,36.4,Zone 4,62.4,Zone 5,51.7,Zone 5,64.5,Zone 5
Arunachal Pradesh,Lower Subansiri,Deed,20.5,2026-06-22,00:15:00,100.0,2026-06-21,00:15:00,2026-06-22 00:37:31,21.4,Zone 3,36.8,Zone 5,21.4,Zone 3,35.4,Zone 4,26.4,Zone 4,48.3,Zone 5,31.6,Zone 4,59.5,Zone 5,36.8,Zone 5,61.9,Zone 5
Arunachal Pradesh,Lower Subansiri,Ziro Manipolyang,12.4,2026-06-22,00:30:00,97.0,2026-06-21,00:30:00,2026-06-22 00:37:31,11.5,Zone 2,26.3,Zone 4,11.5,Zone 2,25.7,Zone 4,19.1,Zone 3,29.6,Zone 4,23.4,Zone 3,33.3,Zone 4,26.3,Zone 4,36.9,Zone 4
Arunachal Pradesh,Namsai,Lekang,24.4,2026-06-22,00:30:00,94.0,2026-06-21,00:30:00,2026-06-22 00:37:31,25.9,Zone 4,58.3,Zone 5,25.9,Zone 4,53.9,Zone 5,32.5,Zone 4,61.1,Zone 5,41.4,Zone 5,63.7,Zone 5,58.3,Zone 5,65.7,Zone 5
Arunachal Pradesh,Namsai,Namsai Kvk,25.4,2026-06-22,00:15:00,100.0,2026-06-21,00:15:00,2026-06-22 00:37:31,28.2,Zone 4,61.8,Zone 5,28.2,Zone 4,60.7,Zone 5,35.6,Zone 4,63.7,Zone 5,55.5,Zone 5,65.9,Zone 5,61.8,Zone 5,67.7,Zone 5
Arunachal Pradesh,Papumpare,Itanagar,25.4,2026-06-22,00:30:00,100.0,2026-06-21,00:30:00,2026-06-22 00:37:31,28.2,Zone 4,61.8,Zone 5,28.2,Zone 4,60.7,Zone 5,35.6,Zone 4,63.7,Zone 5,55.5,Zone 5,65.9,Zone 5,61.8,Zone 5,67.7,Zone 5
Arunachal Pradesh,Shiyomi,Lamang 2,,,,98.0,2026-06-21,23:30:00,2026-06-22 00:37:31,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,Siang,Pangin Circle,23.3,2026-06-22,00:00:00,100.0,2026-06-21,00:00:00,2026-06-22 00:37:31,24.8,Zone 3,56.4,Zone 5,24.8,Zone 3,51.8,Zone 5,31.2,Zone 4,60.7,Zone 5,39.2,Zone 5,63.3,Zone 5,56.4,Zone 5,65.3,Zone 5
Arunachal Pradesh,Tawang,Domane,,,,97.0,2026-06-21,23:30:00,2026-06-22 00:37:31,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,Tirap,Deomali,24.7,2026-06-22,00:30:00,100.0,2026-06-21,00:30:00,2026-06-22 00:37:31,26.3,Zone 4,60.0,Zone 5,26.3,Zone 4,58.6,Zone 5,33.2,Zone 4,62.2,Zone 5,47.0,Zone 5,64.6,Zone 5,60.0,Zone 5,66.5,Zone 5
Arunachal Pradesh,Tirap,Longding,22.4,2026-06-22,00:30:00,,,,2026-06-22 00:37:31,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,Upper Siang,Tenali,,,,100.0,2026-06-21,23:30:00,2026-06-22 00:37:31,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,Upper Siang,Yingkiong,25.1,2026-06-22,00:15:00,12.0,2026-06-21,00:15:00,2026-06-22 00:37:31,22.0,Zone 3,33.9,Zone 4,22.0,Zone 3,33.5,Zone 4,27.2,Zone 4,36.6,Zone 4,30.6,Zone 4,39.6,Zone 4,33.9,Zone 4,42.5,Zone 4
Arunachal Pradesh,Upper Subhanseri,Daporijo,26.3,2026-06-22,00:30:00,94.0,2026-06-21,00:30:00,2026-06-22 00:37:31,29.7,Zone 4,62.2,Zone 5,29.7,Zone 4,61.2,Zone 5,37.3,Zone 5,64.1,Zone 5,57.6,Zone 5,66.3,Zone 5,62.2,Zone 5,68.0,Zone 5
Arunachal Pradesh,West Kameng,Bomdila,19.3,2026-06-22,00:30:00,,,,2026-06-22 00:37:31,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,West Kameng,Dirang,22.1,2026-06-22,00:30:00,100.0,2026-06-21,00:30:00,2026-06-22 00:37:31,23.2,Zone 3,46.0,Zone 5,23.2,Zone 3,41.4,Zone 5,28.6,Zone 4,57.0,Zone 5,34.2,Zone 4,61.4,Zone 5,46.0,Zone 5,63.6,Zone 5
Arunachal Pradesh,West Kameng,Dirang,19.3,2026-06-22,00:30:00,100.0,2026-06-21,00:30:00,2026-06-22 00:37:31,20.2,Zone 3,35.0,Zone 4,20.2,Zone 3,33.8,Zone 4,25.1,Zone 3,42.6,Zone 5,30.1,Zone 4,56.1,Zone 5,35.0,Zone 4,60.8,Zone 5
Arunachal Pradesh,West Kameng,Kalaktang,19.0,2026-06-22,00:30:00,100.0,2026-06-21,00:30:00,2026-06-22 00:37:31,19.5,Zone 3,34.2,Zone 4,19.5,Zone 3,33.1,Zone 4,24.7,Zone 3,40.0,Zone 5,29.4,Zone 4,53.7,Zone 5,34.2,Zone 4,60.3,Zone 5
Arunachal Pradesh,West Siang,Along,24.7,2026-06-22,00:15:00,100.0,2026-06-21,00:15:00,2026-06-22 00:37:31,26.3,Zone 4,60.0,Zone 5,26.3,Zone 4,58.6,Zone 5,33.2,Zone 4,62.2,Zone 5,47.0,Zone 5,64.6,Zone 5,60.0,Zone 5,66.5,Zone 5
Arunachal Pradesh,West Siang,Yomcha,22.7,2026-06-22,00:30:00,100.0,2026-06-21,00:30:00,2026-06-22 00:37:31,23.7,Zone 3,49.5,Zone 5,23.7,Zone 3,44.7,Zone 5,29.4,Zone 4,59.2,Zone 5,35.1,Zone 4,62.0,Zone 5,49.5,Zone 5,64.2,Zone 5
Assam,Barpeta,Bajali University,26.1,2026-06-22,00:30:00,100.0,2026-06-21,00:30:00,2026-06-22 00:37:31,29.3,Zone 4,62.7,Zone 5,29.3,Zone 4,61.6,Zone 5,39.3,Zone 5,64.5,Zone 5,59.1,Zone 5,66.6,Zone 5,62.7,Zone 5,68.2,Zone 5
Assam,Barpeta,Barpeta Kvk,25.8,2026-06-22,00:15:00,100.0,2026-06-21,00:15:00,2026-06-22 00:37:31,29.3,Zone 4,62.7,Zone 5,29.3,Zone 4,61.6,Zone 5,39.3,Zone 5,64.5,Zone 5,59.1,Zone 5,66.6,Zone 5,62.7,Zone 5,68.2,Zone 5
Assam,Charaideo,Sonari Aegcl,,,,100.0,2026-06-21,00:30:00,2026-06-22 00:37:31,,,,,,,,,,,,,,,,,,,,
Assam,Darrang,Dalgaon,26.5,2026-06-22,00:30:00,87.0,2026-06-21,00:30:00,2026-06-22 00:37:31,28.9,Zone 4,60.7,Zone 5,28.9,Zone 4,59.6,Zone 5,35.7,Zone 4,62.8,Zone 5,50.3,Zone 5,65.1,Zone 5,60.7,Zone 5,66.9,Zone 5
Assam,Darrang,Garukhuti,26.0,2026-06-22,00:30:00,,,,2026-06-22 00:37:31,,,,,,,,,,,,,,,,,,,,
Assam,Darrang,Mangaldai,24.4,2026-06-22,00:15:00,89.0,2026-06-21,00:15:00,2026-06-22 00:37:31,25.6,Zone 4,54.4,Zone 5,25.6,Zone 4,49.7,Zone 5,31.9,Zone 4,60.2,Zone 5,37.6,Zone 4,62.9,Zone 5,54.4,Zone 5,65.0,Zone 5
Assam,Dhemaji,Silapathar Science College,25.1,2026-06-22,00:30:00,100.0,2026-06-21,00:30:00,2026-06-22 00:37:31,27.2,Zone 4,60.9,Zone 5,27.2,Zone 4,59.8,Zone 5,34.4,Zone 4,63.0,Zone 5,51.3,Zone 5,65.3,Zone 5,60.9,Zone 5,67.1,Zone 5
Assam,Dhubri,Bn College,26.0,2026-06-22,00:30:00,100.0,2026-06-21,00:30:00,2026-06-22 00:37:31,29.3,Zone 4,62.7,Zone 5,29.3,Zone 4,61.6,Zone 5,39.3,Zone 5,64.5,Zone 5,59.1,Zone 5,66.6,Zone 5,62.7,Zone 5,68.2,Zone 5
Assam,Dhubri,Gauripur Aegcl,25.6,2026-06-22,00:30:00,,,,2026-06-22 00:37:31,,,,,,,,,,,,,,,,,,,,
Assam,Dibrugarh,Bcpl Dibrugarh,,,,54.0,2026-06-21,00:00:00,2026-06-22 00:37:31,,,,,,,,,,,,,,,,,,,,
Assam,Dibrugarh,Dc Ofc Dibrugarh,24.6,2026-06-22,00:00:00,100.0,2026-06-21,00:00:00,2026-06-22 00:37:31,26.3,Zone 4,60.0,Zone 5,26.3,Zone 4,58.6,Zone 5,33.2,Zone 4,62.2,Zone 5,47.0,Zone 5,64.6,Zone 5,60.0,Zone 5,66.5,Zone 5
Assam,Dibrugarh,Dibrugarh,20.8,2026-06-22,00:15:00,,,,2026-06-22 00:37:31,,,,,,,,,,,,,,,,,,,,
Assam,Dibrugarh,Lahowal,,,,12.0,2026-06-21,00:30:00,2026-06-22 00:37:31,,,,,,,,,,,,,,,,,,,,
Assam,Dima Hasao,Haflong,23.9,2026-06-22,00:15:00,84.0,2026-06-21,00:15:00,2026-06-22 00:37:31,24.8,Zone 3,46.8,Zone 5,24.8,Zone 3,42.1,Zone 5,30.6,Zone 4,57.6,Zone 5,36.0,Zone 4,61.5,Zone 5,46.8,Zone 5,63.8,Zone 5
Assam,Dima Hasao,Lkhep,25.4,2026-06-22,00:15:00,100.0,2026-06-21,00:15:00,2026-06-22 00:37:31,28.2,Zone 4,61.8,Zone 5,28.2,Zone 4,60.7,Zone 5,35.6,Zone 4,63.7,Zone 5,55.5,Zone 5,65.9,Zone 5,61.8,Zone 5,67.7,Zone 5
Assam,Golaghat,Cnb Collage Bokakhat,27.5,2026-06-22,00:30:00,100.0,2026-06-21,00:30:00,2026-06-22 00:37:31,33.2,Zone 4,65.4,Zone 5,33.2,Zone 4,64.4,Zone 5,54.9,Zone 5,66.9,Zone 5,62.3,Zone 5,68.7,Zone 5,65.4,Zone 5,71.1,Zone 6
Assam,Hailakandi,Algapur Circle,25.9,2026-06-22,00:15:00,100.0,2026-06-21,00:15:00,2026-06-22 00:37:31,29.3,Zone 4,62.7,Zone 5,29.3,Zone 4,61.6,Zone 5,39.3,Zone 5,64.5,Zone 5,59.1,Zone 5,66.6,Zone 5,62.7,Zone 5,68.2,Zone 5
Assam,Hailakandi,Panchgram Aegcl,25.6,2026-06-22,00:30:00,100.0,2026-06-21,00:30:00,2026-06-22 00:37:31,28.2,Zone 4,61.8,Zone 5,28.2,Zone 4,60.7,Zone 5,35.6,Zone 4,63.7,Zone 5,55.5,Zone 5,65.9,Zone 5,61.8,Zone 5,67.7,Zone 5
