LOGGED_AT (IST),DISTRICT,STATION,Local Region,TEMP,RH,EHI (in shade),Light Work Heat Stress Zone,EHI_350 (in shade),Hard Labor Heat Stress Zone,STATE,EHI (in shade °C),EHI_350 (in shade °C),EHI_3_shade,Zone_3_shade,EHI_3_sun,Zone_3_sun,EHI_4_shade,Zone_4_shade,EHI_4_sun,Zone_4_sun,EHI_5_shade,Zone_5_shade,EHI_5_sun,Zone_5_sun,EHI_6_shade,Zone_6_shade,EHI_6_sun,Zone_6_sun
2025-05-22 19:42:10,TIRUVALLUR,R.K.PET,,29.9,61.0,,Zone 4,,Zone 5,TAMIL_NADU,32.3,59.8,32.3,Zone 4,58.0,Zone 5,38.1,Zone 4,62.0,Zone 5,46.1,Zone 5,64.5,Zone 5,59.8,Zone 5,66.4,Zone 5
2025-05-22 19:42:10,RANGA_REDDY,CHEVELLA,,26.8,63.0,,Zone 4,,Zone 5,TELANGANA,27.7,46.4,27.7,Zone 4,41.8,Zone 5,33.1,Zone 4,57.4,Zone 5,38.1,Zone 4,61.4,Zone 5,46.4,Zone 5,63.7,Zone 5
2025-05-22 19:42:10,RANGA_REDDY,DAIRA,,28.2,61.0,,Zone 4,,Zone 5,TELANGANA,29.0,50.5,29.0,Zone 4,45.7,Zone 5,34.5,Zone 4,59.4,Zone 5,39.5,Zone 4,62.2,Zone 5,50.5,Zone 5,64.3,Zone 5
2025-05-22 19:42:10,RANGA_REDDY,DULLAPALLY,,27.4,63.0,,Zone 4,,Zone 5,TELANGANA,28.4,49.5,28.4,Zone 4,44.8,Zone 5,34.0,Zone 4,59.2,Zone 5,39.0,Zone 4,62.0,Zone 5,49.5,Zone 5,64.2,Zone 5
2025-05-22 19:42:10,RANGA_REDDY,ESCI_GACHIBOWLI,,27.3,65.0,,Zone 4,,Zone 5,TELANGANA,28.6,51.6,28.6,Zone 4,46.8,Zone 5,34.2,Zone 4,59.6,Zone 5,39.4,Zone 4,62.4,Zone 5,51.6,Zone 5,64.5,Zone 5
2025-05-22 19:42:10,RANGA_REDDY,GHATKESAR,,28.5,63.0,,Zone 4,,Zone 5,TELANGANA,30.0,55.6,30.0,Zone 4,51.0,Zone 5,35.7,Zone 4,60.5,Zone 5,40.9,Zone 4,63.1,Zone 5,55.6,Zone 5,65.2,Zone 5
2025-05-22 19:42:10,RANGA_REDDY,HAYATHNAGAR,,28.5,64.0,,Zone 4,,Zone 5,TELANGANA,30.1,56.6,30.1,Zone 4,52.1,Zone 5,35.8,Zone 4,60.7,Zone 5,41.1,Zone 4,63.4,Zone 5,56.6,Zone 5,65.4,Zone 5
2025-05-22 19:42:10,RANGA_REDDY,SERILINGAMPALLY,,28.2,78.0,,Zone 4,,Zone 5,TELANGANA,30.9,61.1,30.9,Zone 4,60.0,Zone 5,37.5,Zone 4,63.1,Zone 5,52.3,Zone 5,65.4,Zone 5,61.1,Zone 5,67.2,Zone 5
2025-05-22 19:42:10,SANGAREDDY,KANDI,,28.9,65.0,,Zone 4,,Zone 5,TELANGANA,31.1,59.4,31.1,Zone 4,56.3,Zone 5,37.0,Zone 4,61.6,Zone 5,44.0,Zone 5,64.1,Zone 5,59.4,Zone 5,66.1,Zone 5
2025-05-22 19:42:10,SANGAREDDY,SANGAREDDY_AMFU,,27.3,83.0,,Zone 4,,Zone 5,TELANGANA,30.5,61.5,30.5,Zone 4,60.4,Zone 5,37.3,Zone 4,63.5,Zone 5,54.0,Zone 5,65.7,Zone 5,61.5,Zone 5,67.4,Zone 5
2025-05-22 19:42:10,SANGAREDDY,ZAHEERABAD,,23.3,92.0,,Zone 3,,Zone 5,TELANGANA,24.5,50.1,24.5,Zone 3,45.3,Zone 5,30.4,Zone 4,59.3,Zone 5,36.1,Zone 4,62.1,Zone 5,50.1,Zone 5,64.3,Zone 5
2025-05-22 19:42:10,SIDDIPET,KAVERI_SIDDIPET,,24.1,95.0,,Zone 3,,Zone 5,TELANGANA,25.2,55.9,25.2,Zone 3,51.3,Zone 5,31.6,Zone 4,60.6,Zone 5,38.6,Zone 5,63.2,Zone 5,55.9,Zone 5,65.2,Zone 5
2025-05-22 19:42:10,SURYAPET,SURYAPET_ARG,,30.6,67.0,,Zone 4,,Zone 5,TELANGANA,34.3,62.3,34.3,Zone 4,61.2,Zone 5,40.7,Zone 4,64.2,Zone 5,57.8,Zone 5,66.3,Zone 5,62.3,Zone 5,68.0,Zone 5
2025-05-22 19:42:10,VIKARABAD,TANDUR,,27.6,63.0,,Zone 4,,Zone 5,TELANGANA,28.4,49.5,28.4,Zone 4,44.8,Zone 5,34.0,Zone 4,59.2,Zone 5,39.0,Zone 4,62.0,Zone 5,49.5,Zone 5,64.2,Zone 5
2025-05-22 19:42:10,WANAPARTHY,HORTICULTURAL_UNIVERSITY_MOJER,,28.9,63.0,,Zone 4,,Zone 5,TELANGANA,30.8,58.4,30.8,Zone 4,54.2,Zone 5,36.6,Zone 4,61.2,Zone 5,41.9,Zone 4,63.7,Zone 5,58.4,Zone 5,65.7,Zone 5
2025-05-22 19:42:10,WARANGAL_RURAL,SIDDHAPUR,,25.2,100.0,,Zone 4,,Zone 5,TELANGANA,27.2,60.9,27.2,Zone 4,59.8,Zone 5,34.4,Zone 4,63.0,Zone 5,51.3,Zone 5,65.3,Zone 5,60.9,Zone 5,67.1,Zone 5
2025-05-22 19:42:10,DHALAI,GANDACHARA,,25.3,100.0,,Zone 4,,Zone 5,TRIPURA,28.2,61.8,28.2,Zone 4,60.7,Zone 5,35.6,Zone 4,63.7,Zone 5,55.5,Zone 5,65.9,Zone 5,61.8,Zone 5,67.7,Zone 5
2025-05-22 19:42:10,KHOWAI,KHOWAI,,27.9,100.0,,Zone 4,,Zone 5,TRIPURA,34.8,66.3,34.8,Zone 4,65.3,Zone 5,59.2,Zone 5,67.7,Zone 5,63.4,Zone 5,69.3,Zone 5,66.3,Zone 5,72.8,Zone 6
2025-05-22 19:42:10,NORTH_TRIPURA,ASHAPARA,,26.4,100.0,,Zone 4,,Zone 5,TRIPURA,30.5,63.6,30.5,Zone 4,62.5,Zone 5,44.2,Zone 5,65.3,Zone 5,60.2,Zone 5,67.3,Zone 5,63.6,Zone 5,68.8,Zone 5
2025-05-22 19:42:10,NORTH_TRIPURA,KAMALPUR,,24.5,67.0,,Zone 3,,Zone 4,TRIPURA,24.6,39.3,24.6,Zone 3,38.1,Zone 4,29.9,Zone 4,47.7,Zone 5,34.7,Zone 4,59.3,Zone 5,39.3,Zone 4,61.8,Zone 5
2025-05-22 19:42:10,SIPAHIJALA,CTI,,26.4,100.0,,Zone 4,,Zone 5,TRIPURA,30.5,63.6,30.5,Zone 4,62.5,Zone 5,44.2,Zone 5,65.3,Zone 5,60.2,Zone 5,67.3,Zone 5,63.6,Zone 5,68.8,Zone 5
2025-05-22 19:42:10,SIPAHIJALA,SIPAHIJALA,,26.1,97.0,,Zone 4,,Zone 5,TRIPURA,29.0,62.0,29.0,Zone 4,61.0,Zone 5,36.3,Zone 4,63.9,Zone 5,56.7,Zone 5,66.1,Zone 5,62.0,Zone 5,67.8,Zone 5
2025-05-22 19:42:10,RAJANNA_SIRCILLA,VEMULAWADA,,24.5,89.0,,Zone 4,,Zone 5,TELANGANA,25.6,54.4,25.6,Zone 4,49.7,Zone 5,31.9,Zone 4,60.2,Zone 5,37.6,Zone 4,62.9,Zone 5,54.4,Zone 5,65.0,Zone 5
2025-05-22 19:42:10,PEDDAPALLI,ARS_PEDDAPALLY,,25.7,100.0,,Zone 4,,Zone 5,TELANGANA,28.2,61.8,28.2,Zone 4,60.7,Zone 5,35.6,Zone 4,63.7,Zone 5,55.5,Zone 5,65.9,Zone 5,61.8,Zone 5,67.7,Zone 5
2025-05-22 19:42:10,NIZAMABAD,RUDRUR,,25.7,93.0,,Zone 4,,Zone 5,TELANGANA,27.6,60.3,27.6,Zone 4,59.2,Zone 5,34.5,Zone 4,62.4,Zone 5,48.4,Zone 5,64.8,Zone 5,60.3,Zone 5,66.7,Zone 5
2025-05-22 19:42:10,NIRMAL,BHAINSA_ARG,,25.5,94.0,,Zone 4,,Zone 5,TELANGANA,27.7,60.5,27.7,Zone 4,59.4,Zone 5,34.6,Zone 4,62.6,Zone 5,49.5,Zone 5,65.0,Zone 5,60.5,Zone 5,66.8,Zone 5
2025-05-22 19:42:10,TIRUVALLUR,TIRUTTANI_PTO_ISRO,,29.7,66.0,,Zone 4,,Zone 5,TAMIL_NADU,32.1,60.4,32.1,Zone 4,59.3,Zone 5,38.2,Zone 4,62.6,Zone 5,49.0,Zone 5,64.9,Zone 5,60.4,Zone 5,66.8,Zone 5
2025-05-22 19:42:10,TIRUVANNAMALAI,CHEYYAR,,30.7,70.0,,Zone 4,,Zone 5,TAMIL_NADU,34.9,63.1,34.9,Zone 4,62.1,Zone 5,41.7,Zone 5,64.9,Zone 5,59.6,Zone 5,67.0,Zone 5,63.1,Zone 5,68.5,Zone 5
2025-05-22 19:42:10,TIRUVANNAMALAI,TIRUVANNAMALAI_ISRO,,30.2,51.0,,Zone 4,,Zone 5,TAMIL_NADU,30.9,51.1,30.9,Zone 4,46.5,Zone 5,36.2,Zone 4,59.6,Zone 5,41.0,Zone 4,62.3,Zone 5,51.1,Zone 5,64.5,Zone 5
2025-05-22 19:42:10,TIRUVARUR,TIRUVARUR,,29.3,86.0,,Zone 4,,Zone 5,TAMIL_NADU,36.1,65.6,36.1,Zone 4,64.7,Zone 5,56.3,Zone 5,67.1,Zone 5,62.6,Zone 5,68.8,Zone 5,65.6,Zone 5,71.6,Zone 6
2025-05-22 19:42:10,VELLORE,VIRINJIPURAM_KVK,,29.1,52.0,,Zone 4,,Zone 5,TAMIL_NADU,29.6,46.5,29.6,Zone 4,42.8,Zone 4,34.8,Zone 4,57.5,Zone 5,39.5,Zone 4,61.5,Zone 5,46.5,Zone 5,63.7,Zone 5
2025-05-22 19:42:10,VIRUDHUNAGAR,ARUPPUKOTTAI_KVK,,31.4,46.0,,Zone 4,,Zone 5,TAMIL_NADU,32.5,53.6,32.5,Zone 4,49.0,Zone 5,37.6,Zone 4,60.1,Zone 5,42.4,Zone 4,62.8,Zone 5,53.6,Zone 5,64.9,Zone 5
2025-05-22 19:42:10,ADILABAD,ADILABAD_KVK,,25.3,100.0,,Zone 4,,Zone 5,TELANGANA,28.2,61.8,28.2,Zone 4,60.7,Zone 5,35.6,Zone 4,63.7,Zone 5,55.5,Zone 5,65.9,Zone 5,61.8,Zone 5,67.7,Zone 5
2025-05-22 19:42:10,ADILABAD,UTNOOR_ARG,,25.2,100.0,,Zone 4,,Zone 5,TELANGANA,27.2,60.9,27.2,Zone 4,59.8,Zone 5,34.4,Zone 4,63.0,Zone 5,51.3,Zone 5,65.3,Zone 5,60.9,Zone 5,67.1,Zone 5
2025-05-22 19:42:10,HANUMAKONDA,HANUMAKONDA,,24.6,97.0,,Zone 4,,Zone 5,TELANGANA,26.1,59.4,26.1,Zone 4,56.4,Zone 5,32.9,Zone 4,61.7,Zone 5,44.1,Zone 5,64.2,Zone 5,59.4,Zone 5,66.1,Zone 5
2025-05-22 19:42:10,HYDERABAD,GOLKONDA,,30.7,62.0,,Zone 4,,Zone 5,TELANGANA,33.4,60.9,33.4,Zone 4,59.8,Zone 5,39.4,Zone 4,63.0,Zone 5,51.2,Zone 5,65.3,Zone 5,60.9,Zone 5,67.1,Zone 5
2025-05-22 19:42:10,GYALSHING,MANGA-GEYZING_KVK,,18.3,100.0,,Zone 3,,Zone 4,SIKKIM,18.9,33.5,18.9,Zone 3,32.4,Zone 4,24.3,Zone 3,37.6,Zone 5,28.8,Zone 4,51.2,Zone 5,33.5,Zone 4,59.8,Zone 5
2025-05-22 19:42:10,JAGTIAL,JAGTIYAL_AMFU,,24.8,96.0,,Zone 4,,Zone 5,TELANGANA,26.9,60.1,26.9,Zone 4,58.8,Zone 5,33.8,Zone 4,62.2,Zone 5,47.3,Zone 5,64.7,Zone 5,60.1,Zone 5,66.5,Zone 5
2025-05-22 19:42:10,KHAMMAM,KHAMMAM,,30.0,71.0,,Zone 4,,Zone 5,TELANGANA,34.0,62.6,34.0,Zone 4,61.5,Zone 5,40.6,Zone 4,64.4,Zone 5,59.0,Zone 5,66.5,Zone 5,62.6,Zone 5,68.2,Zone 5
2025-05-22 19:42:10,KHAMMAM,WYRA_KVK,,29.6,78.0,,Zone 4,,Zone 5,TELANGANA,34.2,63.6,34.2,Zone 4,62.6,Zone 5,44.3,Zone 5,65.3,Zone 5,60.2,Zone 5,67.3,Zone 5,63.6,Zone 5,68.8,Zone 5
2025-05-22 19:42:10,KUMURAM_BHEEM_ASIFABAD,ASIFABAD,,25.9,85.0,,Zone 4,,Zone 5,TELANGANA,27.8,59.4,27.8,Zone 4,56.4,Zone 5,34.3,Zone 4,61.7,Zone 5,44.1,Zone 5,64.2,Zone 5,59.4,Zone 5,66.1,Zone 5
2025-05-22 19:42:10,MAHABUBABAD,MALYAL_KVK,,29.2,86.0,,Zone 4,,Zone 5,TELANGANA,34.6,64.7,34.6,Zone 4,63.8,Zone 5,51.2,Zone 5,66.3,Zone 5,61.6,Zone 5,68.2,Zone 5,64.7,Zone 5,70.0,Zone 6
2025-05-22 19:42:10,MAHBUBNAGAR,MAHBUBNAGAR,,28.6,63.0,,Zone 4,,Zone 5,TELANGANA,30.0,55.6,30.0,Zone 4,51.0,Zone 5,35.7,Zone 4,60.5,Zone 5,40.9,Zone 4,63.1,Zone 5,55.6,Zone 5,65.2,Zone 5
2025-05-22 19:42:10,MEDAK,MEDAK,,24.9,99.0,,Zone 4,,Zone 5,TELANGANA,27.1,60.7,27.1,Zone 4,59.6,Zone 5,34.2,Zone 4,62.8,Zone 5,50.3,Zone 5,65.1,Zone 5,60.7,Zone 5,66.9,Zone 5
2025-05-22 19:42:10,MEDCHAL_MALKAJGIRI,CGWB_NAGOLE,,28.9,57.0,,Zone 4,,Zone 5,TELANGANA,30.1,52.2,30.1,Zone 4,47.5,Zone 5,35.5,Zone 4,59.8,Zone 5,40.5,Zone 4,62.5,Zone 5,52.2,Zone 5,64.6,Zone 5
2025-05-22 19:42:10,MEDCHAL_MALKAJGIRI,KUKATPALLY_JNTU,,29.1,74.0,,Zone 4,,Zone 5,TELANGANA,32.3,61.7,32.3,Zone 4,60.6,Zone 5,38.9,Zone 4,63.7,Zone 5,55.3,Zone 5,65.9,Zone 5,61.7,Zone 5,67.6,Zone 5
2025-05-22 19:42:10,NALGONDA,DEVARAKONDA,,33.1,54.0,,Zone 4,,Zone 5,TELANGANA,36.7,62.3,36.7,Zone 4,61.2,Zone 5,42.7,Zone 4,64.2,Zone 5,57.8,Zone 5,66.3,Zone 5,62.3,Zone 5,68.0,Zone 5
2025-05-22 19:42:10,NALGONDA,NALGONDA_ARG,,31.7,56.0,,Zone 4,,Zone 5,TELANGANA,34.2,60.6,34.2,Zone 4,59.6,Zone 5,40.0,Zone 4,62.8,Zone 5,50.1,Zone 5,65.1,Zone 5,60.6,Zone 5,66.9,Zone 5
2025-05-22 19:42:10,JOGULAMBA_GADWAL,JURALA_CWC,,29.7,51.0,,Zone 4,,Zone 5,TELANGANA,30.2,48.2,30.2,Zone 4,43.6,Zone 5,35.4,Zone 4,58.8,Zone 5,40.1,Zone 4,61.8,Zone 5,48.2,Zone 5,64.0,Zone 5
2025-05-22 19:42:10,THRISSUR,VYANTHALA,,28.4,100.0,,Zone 5,,Zone 5,KERALA,40.0,67.2,40.0,Zone 5,66.3,Zone 5,60.6,Zone 5,68.5,Zone 5,64.5,Zone 5,71.0,Zone 6,67.2,Zone 5,74.4,Zone 6
2025-05-22 19:42:10,KOTTAYAM,KUMARAKOM_AFMU,,28.9,91.0,,Zone 4,,Zone 5,KERALA,35.8,66.0,35.8,Zone 4,65.0,Zone 5,58.2,Zone 5,67.4,Zone 5,63.0,Zone 5,69.1,Zone 5,66.0,Zone 5,72.2,Zone 6
2025-05-22 19:42:10,THRISSUR,PEECHI,,27.2,100.0,,Zone 4,,Zone 5,KERALA,31.8,64.5,31.8,Zone 4,63.5,Zone 5,49.5,Zone 5,66.1,Zone 5,61.3,Zone 5,68.0,Zone 5,64.5,Zone 5,69.5,Zone 6
2025-05-22 19:42:10,SONITPUR,GHORAMARA_AEGCL,,25.8,97.0,,Zone 4,,Zone 5,ASSAM,29.0,62.0,29.0,Zone 4,61.0,Zone 5,36.3,Zone 4,63.9,Zone 5,56.7,Zone 5,66.1,Zone 5,62.0,Zone 5,67.8,Zone 5
2025-05-22 19:42:10,SONITPUR,NERIWALAM,,26.1,100.0,,Zone 4,,Zone 5,ASSAM,29.3,62.7,29.3,Zone 4,61.6,Zone 5,39.3,Zone 5,64.5,Zone 5,59.1,Zone 5,66.6,Zone 5,62.7,Zone 5,68.2,Zone 5
2025-05-22 19:42:10,TINSUKIA,MARGHERITA,,25.5,84.0,,Zone 4,,Zone 5,ASSAM,26.9,56.7,26.9,Zone 4,52.1,Zone 5,33.2,Zone 4,60.8,Zone 5,39.5,Zone 5,63.4,Zone 5,56.7,Zone 5,65.4,Zone 5
2025-05-22 19:42:10,TINSUKIA,NTPS_APDCL,,25.2,100.0,,Zone 4,,Zone 5,ASSAM,27.2,60.9,27.2,Zone 4,59.8,Zone 5,34.4,Zone 4,63.0,Zone 5,51.3,Zone 5,65.3,Zone 5,60.9,Zone 5,67.1,Zone 5
2025-05-22 19:42:10,TINSUKIA,RUPAI_AEGCL,,25.6,98.0,,Zone 4,,Zone 5,ASSAM,28.0,61.4,28.0,Zone 4,60.3,Zone 5,35.3,Zone 4,63.4,Zone 5,53.6,Zone 5,65.6,Zone 5,61.4,Zone 5,67.4,Zone 5
2025-05-22 19:42:10,TINSUKIA,TINSUKIA,,26.0,98.0,,Zone 4,,Zone 5,ASSAM,29.1,62.2,29.1,Zone 4,61.2,Zone 5,37.3,Zone 5,64.1,Zone 5,57.6,Zone 5,66.3,Zone 5,62.2,Zone 5,68.0,Zone 5
2025-05-22 19:42:10,UDALGURI,ROWTA_AEGCL,,26.4,100.0,,Zone 4,,Zone 5,ASSAM,30.5,63.6,30.5,Zone 4,62.5,Zone 5,44.2,Zone 5,65.3,Zone 5,60.2,Zone 5,67.3,Zone 5,63.6,Zone 5,68.8,Zone 5
2025-05-22 19:42:10,UDALGURI,UDI_KVK,,26.0,94.0,,Zone 4,,Zone 5,ASSAM,28.7,61.4,28.7,Zone 4,60.3,Zone 5,35.8,Zone 4,63.4,Zone 5,53.7,Zone 5,65.6,Zone 5,61.4,Zone 5,67.4,Zone 5
2025-05-22 19:42:10,ARARIA,ARARIA_KVK,,27.6,100.0,,Zone 4,,Zone 5,BIHAR,33.2,65.4,33.2,Zone 4,64.4,Zone 5,54.9,Zone 5,66.9,Zone 5,62.3,Zone 5,68.7,Zone 5,65.4,Zone 5,71.1,Zone 6
2025-05-22 19:42:10,ARWAL,ARWAL_AWS400,,30.9,48.0,,Zone 4,,Zone 5,BIHAR,32.0,53.3,32.0,Zone 4,48.6,Zone 5,37.2,Zone 4,60.0,Zone 5,42.0,Zone 4,62.7,Zone 5,53.3,Zone 5,64.8,Zone 5
2025-05-22 19:42:10,AURANGABAD,AURANGABAD_KVK,,29.7,50.0,,Zone 4,,Zone 5,BIHAR,30.1,47.0,30.1,Zone 4,43.2,Zone 4,35.2,Zone 4,57.9,Zone 5,39.9,Zone 4,61.6,Zone 5,47.0,Zone 5,63.8,Zone 5
2025-05-22 19:42:10,BHOJPUR,BHOJPUR_AMFU,,31.5,63.0,,Zone 4,,Zone 5,BIHAR,35.6,62.7,35.6,Zone 4,61.7,Zone 5,42.0,Zone 4,64.6,Zone 5,59.2,Zone 5,66.7,Zone 5,62.7,Zone 5,68.3,Zone 5
2025-05-22 19:42:10,BUXAR,BUXAR,,29.8,67.0,,Zone 4,,Zone 5,BIHAR,33.2,61.5,33.2,Zone 4,60.4,Zone 5,39.5,Zone 4,63.5,Zone 5,54.2,Zone 5,65.7,Zone 5,61.5,Zone 5,67.5,Zone 5
2025-05-22 19:42:10,BUXAR,DUMARAON,,30.5,63.0,,Zone 4,,Zone 5,BIHAR,33.5,61.2,33.5,Zone 4,60.1,Zone 5,39.6,Zone 4,63.2,Zone 5,52.6,Zone 5,65.5,Zone 5,61.2,Zone 5,67.2,Zone 5
2025-05-22 19:42:10,DARBHANGA,DARBANGHA_ARG,,30.6,84.0,,Zone 4,,Zone 5,BIHAR,38.7,66.8,38.7,Zone 4,65.9,Zone 5,60.1,Zone 5,68.2,Zone 5,64.1,Zone 5,70.4,Zone 6,66.8,Zone 5,73.8,Zone 6
2025-05-22 19:42:10,DARBHANGA,DARBHANGA,,27.8,85.0,,Zone 4,,Zone 5,BIHAR,31.9,62.8,31.9,Zone 4,61.7,Zone 5,39.9,Zone 5,64.6,Zone 5,59.2,Zone 5,66.7,Zone 5,62.8,Zone 5,68.3,Zone 5
2025-05-22 19:42:10,DARBHANGA,DARBHANGA_AWS400,,28.5,83.0,,Zone 4,,Zone 5,BIHAR,32.7,63.1,32.7,Zone 4,62.1,Zone 5,41.9,Zone 5,64.9,Zone 5,59.7,Zone 5,67.0,Zone 5,63.1,Zone 5,68.6,Zone 5
2025-05-22 19:42:10,GAYA,BODHGAYA,,29.9,58.0,,Zone 4,,Zone 5,BIHAR,31.8,58.9,31.8,Zone 4,54.8,Zone 5,37.5,Zone 4,61.3,Zone 5,42.7,Zone 4,63.8,Zone 5,58.9,Zone 5,65.8,Zone 5
2025-05-22 19:42:10,GAYA,GAYA_CUSB,,32.1,63.0,,Zone 4,,Zone 5,BIHAR,36.8,63.5,36.8,Zone 4,62.5,Zone 5,43.9,Zone 5,65.3,Zone 5,60.1,Zone 5,67.3,Zone 5,63.5,Zone 5,68.8,Zone 5
2025-05-22 19:42:10,GAYA,KHINJARSARAI,,32.0,71.0,,Zone 4,,Zone 5,BIHAR,39.2,65.8,39.2,Zone 4,64.9,Zone 5,57.7,Zone 5,67.3,Zone 5,62.9,Zone 5,69.0,Zone 5,65.8,Zone 5,72.0,Zone 6
2025-05-22 19:42:10,GOPALGANJ,SIPAYA,,30.0,88.0,,Zone 5,,Zone 5,BIHAR,38.8,67.0,38.8,Zone 5,66.1,Zone 5,60.3,Zone 5,68.3,Zone 5,64.3,Zone 5,70.6,Zone 6,67.0,Zone 5,74.1,Zone 6
2025-05-22 19:42:10,SONITPUR,DHEKIAJULI_AEGCL,,25.6,100.0,,Zone 4,,Zone 5,ASSAM,28.2,61.8,28.2,Zone 4,60.7,Zone 5,35.6,Zone 4,63.7,Zone 5,55.5,Zone 5,65.9,Zone 5,61.8,Zone 5,67.7,Zone 5
2025-05-22 19:42:10,MADHEPURA,MADHEPURA,,27.6,95.0,,Zone 4,,Zone 5,BIHAR,32.3,64.2,32.3,Zone 4,63.2,Zone 5,48.2,Zone 5,65.9,Zone 5,61.0,Zone 5,67.8,Zone 5,64.2,Zone 5,69.3,Zone 5
2025-05-22 19:42:10,SIVASAGAR,SIVSAGAR_AEGCL,,24.3,93.0,,Zone 4,,Zone 5,ASSAM,25.9,57.5,25.9,Zone 4,53.1,Zone 5,32.4,Zone 4,61.0,Zone 5,40.5,Zone 5,63.5,Zone 5,57.5,Zone 5,65.5,Zone 5
2025-05-22 19:42:10,NAGAON,SAMAGURI_AEGCL,,25.7,100.0,,Zone 4,,Zone 5,ASSAM,28.2,61.8,28.2,Zone 4,60.7,Zone 5,35.6,Zone 4,63.7,Zone 5,55.5,Zone 5,65.9,Zone 5,61.8,Zone 5,67.7,Zone 5
2025-05-22 19:42:10,KAMRUP,AMINGAON,,26.2,100.0,,Zone 4,,Zone 5,ASSAM,29.3,62.7,29.3,Zone 4,61.6,Zone 5,39.3,Zone 5,64.5,Zone 5,59.1,Zone 5,66.6,Zone 5,62.7,Zone 5,68.2,Zone 5
2025-05-22 19:42:10,KAMRUP,BOKO_AEGCL,,25.5,100.0,,Zone 4,,Zone 5,ASSAM,28.2,61.8,28.2,Zone 4,60.7,Zone 5,35.6,Zone 4,63.7,Zone 5,55.5,Zone 5,65.9,Zone 5,61.8,Zone 5,67.7,Zone 5
2025-05-22 19:42:10,KAMRUP,KUKURMARA_MIRZA_AEGCL,,27.2,100.0,,Zone 4,,Zone 5,ASSAM,31.8,64.5,31.8,Zone 4,63.5,Zone 5,49.5,Zone 5,66.1,Zone 5,61.3,Zone 5,68.0,Zone 5,64.5,Zone 5,69.5,Zone 6
2025-05-22 19:42:10,KAMRUP_METROPOLITAN,AAU_HRS,,27.3,93.0,,Zone 4,,Zone 5,ASSAM,31.9,63.8,31.9,Zone 4,62.8,Zone 5,45.5,Zone 5,65.5,Zone 5,60.5,Zone 5,67.5,Zone 5,63.8,Zone 5,69.0,Zone 5
2025-05-22 19:42:10,KAMRUP_METROPOLITAN,DOWN_TOWN_UNIVERSITY,,26.0,99.0,,Zone 4,,Zone 5,ASSAM,29.2,62.5,29.2,Zone 4,61.4,Zone 5,38.3,Zone 5,64.3,Zone 5,58.5,Zone 5,66.5,Zone 5,62.5,Zone 5,68.1,Zone 5
2025-05-22 19:42:10,KAMRUP_METROPOLITAN,GUWAHATI,,27.0,84.0,,Zone 4,,Zone 5,ASSAM,29.6,60.9,29.6,Zone 4,59.8,Zone 5,36.3,Zone 4,62.9,Zone 5,51.1,Zone 5,65.2,Zone 5,60.9,Zone 5,67.0,Zone 5
2025-05-22 19:42:10,KAMRUP_METROPOLITAN,GUWAHATI_CITY,,27.1,92.0,,Zone 4,,Zone 5,ASSAM,30.6,62.7,30.6,Zone 4,61.6,Zone 5,39.4,Zone 5,64.5,Zone 5,59.1,Zone 5,66.6,Zone 5,62.7,Zone 5,68.2,Zone 5
2025-05-22 19:42:10,KAMRUP_METROPOLITAN,KALAKSHETRA,,28.2,49.0,,Zone 4,,Zone 4,ASSAM,28.0,41.7,28.0,Zone 4,40.7,Zone 4,32.9,Zone 4,49.8,Zone 5,37.5,Zone 4,59.8,Zone 5,41.7,Zone 4,62.2,Zone 5
2025-05-22 19:42:10,KARBI_ANGLONG(EAST),DIPHU,,26.0,99.0,,Zone 4,,Zone 5,ASSAM,29.2,62.5,29.2,Zone 4,61.4,Zone 5,38.3,Zone 5,64.3,Zone 5,58.5,Zone 5,66.5,Zone 5,62.5,Zone 5,68.1,Zone 5
2025-05-22 19:42:10,KARBI_ANGLONG(WEST),HABANG_CIRCLE,,22.6,100.0,,Zone 3,,Zone 5,ASSAM,23.7,49.5,23.7,Zone 3,44.7,Zone 5,29.4,Zone 4,59.2,Zone 5,35.1,Zone 4,62.0,Zone 5,49.5,Zone 5,64.2,Zone 5
2025-05-22 19:42:10,KARBI_ANGLONG(WEST),UMLAPHER,,23.2,100.0,,Zone 3,,Zone 5,ASSAM,24.3,53.0,24.3,Zone 3,48.2,Zone 5,30.3,Zone 4,59.9,Zone 5,36.1,Zone 4,62.6,Zone 5,53.0,Zone 5,64.8,Zone 5
2025-05-22 19:42:10,KARIMGANJ,DULLAVCHERRA_AEGCL,,26.0,99.0,,Zone 4,,Zone 5,ASSAM,29.2,62.5,29.2,Zone 4,61.4,Zone 5,38.3,Zone 5,64.3,Zone 5,58.5,Zone 5,66.5,Zone 5,62.5,Zone 5,68.1,Zone 5
2025-05-22 19:42:10,KOKRAJHAR,GOSSAIGAON_AMFU,,27.0,95.0,,Zone 4,,Zone 5,ASSAM,31.0,63.4,31.0,Zone 4,62.3,Zone 5,43.0,Zone 5,65.1,Zone 5,59.9,Zone 5,67.1,Zone 5,63.4,Zone 5,68.7,Zone 5
2025-05-22 19:42:10,KOKRAJHAR,KOKRAGHAR,,25.9,96.0,,Zone 4,,Zone 5,ASSAM,28.9,61.8,28.9,Zone 4,60.7,Zone 5,36.1,Zone 4,63.8,Zone 5,55.7,Zone 5,66.0,Zone 5,61.8,Zone 5,67.7,Zone 5
