LOGGED_AT (IST),DISTRICT,STATION,Local Region,TEMP,RH,EHI (in shade),Light Work Heat Stress Zone,EHI_350 (in shade),Hard Labor Heat Stress Zone,STATE,EHI (in shade °C),EHI_350 (in shade °C),EHI_3_shade,Zone_3_shade,EHI_3_sun,Zone_3_sun,EHI_4_shade,Zone_4_shade,EHI_4_sun,Zone_4_sun,EHI_5_shade,Zone_5_shade,EHI_5_sun,Zone_5_sun,EHI_6_shade,Zone_6_shade,EHI_6_sun,Zone_6_sun
2025-05-19 00:37:17,GAZIABAD,KV2_AIRFORCE_HINDON,"Air Force Station, Ghaziabad",30.8,70.0,36.4,Zone 4,63.6,Zone 5,,36.1,63.9,36.1,Zone 4,62.9,Zone 5,46.3,Zone 5,65.6,Zone 5,60.6,Zone 5,67.6,Zone 5,63.9,Zone 5,69.1,Zone 5
2025-05-19 00:37:17,CENTRAL_DELHI,PUSA_AMFU,Unknown Station,31.3,69.0,37.4,Zone 4,64.2,Zone 5,,37.1,64.5,37.1,Zone 4,63.5,Zone 5,49.5,Zone 5,66.1,Zone 5,61.3,Zone 5,68.0,Zone 5,64.5,Zone 5,69.6,Zone 6
2025-05-19 00:37:17,DELHI,KVK_CRPF_CAMPUS,Jharoda Kalan,32.6,53.0,36.3,Zone 4,61.4,Zone 5,,35.5,61.2,35.5,Zone 4,60.1,Zone 5,41.2,Zone 4,63.3,Zone 5,52.9,Zone 5,65.5,Zone 5,61.2,Zone 5,67.3,Zone 5
2025-05-19 00:37:17,DELHI,KV_NARAYNA,"Naraina, New Delhi",30.2,67.0,34.3,Zone 4,61.9,Zone 5,,33.2,61.5,33.2,Zone 4,60.4,Zone 5,39.5,Zone 4,63.5,Zone 5,54.2,Zone 5,65.7,Zone 5,61.5,Zone 5,67.5,Zone 5
2025-05-19 00:37:17,DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,Unknown Station,34.1,63.0,43.4,Zone 4,66.9,Zone 5,,42.3,66.7,42.3,Zone 4,65.8,Zone 5,59.9,Zone 5,68.1,Zone 5,64.0,Zone 5,70.2,Zone 6,66.7,Zone 5,73.6,Zone 6
2025-05-19 00:37:17,EAST_DELHI,SALWAN_PUBLIC_SCHOOL,Mayur Vihar-III,31.2,64.0,35.9,Zone 4,62.6,Zone 5,,34.8,62.2,34.8,Zone 4,61.2,Zone 5,41.1,Zone 4,64.1,Zone 5,57.5,Zone 5,66.3,Zone 5,62.2,Zone 5,68.0,Zone 5
2025-05-19 00:37:17,GAZIABAD,KV_KAMALA_NEHRU_NAGAR,"Kamla Nehru Nagar, Ghaziabad",30.3,72.0,35.6,Zone 4,63.4,Zone 5,,35.4,63.7,35.4,Zone 4,62.6,Zone 5,44.7,Zone 5,65.4,Zone 5,60.3,Zone 5,67.4,Zone 5,63.7,Zone 5,68.9,Zone 5
2025-05-19 00:37:17,DELHI,KV_JANAKPURI,Janakpuri,31.5,63.0,36.3,Zone 4,62.8,Zone 5,,35.6,62.7,35.6,Zone 4,61.7,Zone 5,42.0,Zone 4,64.6,Zone 5,59.2,Zone 5,66.7,Zone 5,62.7,Zone 5,68.3,Zone 5
2025-05-19 00:37:17,NEW_DELHI,LODI ROAD,Lodhi Road,31.5,69.0,37.9,Zone 4,64.5,Zone 5,,37.1,64.5,37.1,Zone 4,63.5,Zone 5,49.5,Zone 5,66.1,Zone 5,61.3,Zone 5,68.0,Zone 5,64.5,Zone 5,69.6,Zone 6
2025-05-19 00:37:17,NORTH_DELHI,DELHI_UNIVERSITY,North Campus,31.2,68.0,36.8,Zone 4,63.7,Zone 5,,35.6,63.4,35.6,Zone 4,62.3,Zone 5,43.1,Zone 5,65.1,Zone 5,60.0,Zone 5,67.2,Zone 5,63.4,Zone 5,68.7,Zone 5
2025-05-19 00:37:17,NORTH_WEST_DELHI,MUNGESHPUR,Mungeshpur,31.9,64.0,37.5,Zone 4,63.7,Zone 5,,37.1,63.8,37.1,Zone 4,62.8,Zone 5,45.7,Zone 5,65.5,Zone 5,60.5,Zone 5,67.5,Zone 5,63.8,Zone 5,69.0,Zone 5
2025-05-19 00:37:17,NORTH_WEST_DELHI,NARELA,Unknown Station,32.1,64.0,38.0,Zone 4,64.0,Zone 5,,37.1,63.8,37.1,Zone 4,62.8,Zone 5,45.7,Zone 5,65.5,Zone 5,60.5,Zone 5,67.5,Zone 5,63.8,Zone 5,69.0,Zone 5
2025-05-19 00:37:17,NORTH_WEST_DELHI,PITAMPURA,Pitampura,33.6,68.0,46.4,Zone 4,67.7,Zone 5,,42.9,67.5,42.9,Zone 4,66.6,Zone 5,61.0,Zone 5,68.7,Zone 5,64.8,Zone 5,71.5,Zone 6,67.5,Zone 5,74.9,Zone 6
2025-05-19 00:37:17,SOUTH_WEST_DELHI,NAJAFGARH,Najafgarh,33.1,64.0,40.7,Zone 4,65.6,Zone 5,,39.7,65.4,39.7,Zone 4,64.5,Zone 5,55.2,Zone 5,66.9,Zone 5,62.4,Zone 5,68.7,Zone 5,65.4,Zone 5,71.3,Zone 6
2025-05-19 00:37:17,GURGAON,NORTHCAP_UNIVERSITY,"Sector 23A, Gurugram",31.8,59.0,36.0,Zone 4,62.1,Zone 5,,35.8,62.3,35.8,Zone 4,61.3,Zone 5,42.0,Zone 4,64.2,Zone 5,57.9,Zone 5,66.4,Zone 5,62.3,Zone 5,68.0,Zone 5
2025-05-19 01:40:30,DELHI,KVK_CRPF_CAMPUS,Jharoda Kalan,31.8,59.0,36.0,Zone 4,62.1,Zone 5,,35.8,62.3,35.8,Zone 4,61.3,Zone 5,42.0,Zone 4,64.2,Zone 5,57.9,Zone 5,66.4,Zone 5,62.3,Zone 5,68.0,Zone 5
2025-05-19 01:40:30,DELHI,KV_NARAYNA,"Naraina, New Delhi",29.9,70.0,34.3,Zone 4,62.2,Zone 5,,33.8,62.3,33.8,Zone 4,61.2,Zone 5,40.3,Zone 4,64.2,Zone 5,57.9,Zone 5,66.3,Zone 5,62.3,Zone 5,68.0,Zone 5
2025-05-19 01:40:30,EAST_DELHI,SALWAN_PUBLIC_SCHOOL,Mayur Vihar-III,30.1,69.0,34.5,Zone 4,62.2,Zone 5,,33.6,62.0,33.6,Zone 4,61.0,Zone 5,40.1,Zone 4,64.0,Zone 5,56.7,Zone 5,66.1,Zone 5,62.0,Zone 5,67.8,Zone 5
2025-05-19 01:40:30,GAZIABAD,KV2_AIRFORCE_HINDON,"Air Force Station, Ghaziabad",30.3,70.0,35.2,Zone 4,62.8,Zone 5,,34.9,63.1,34.9,Zone 4,62.1,Zone 5,41.7,Zone 5,64.9,Zone 5,59.6,Zone 5,67.0,Zone 5,63.1,Zone 5,68.5,Zone 5
2025-05-19 01:40:30,NORTH_DELHI,DELHI_UNIVERSITY,North Campus,30.3,72.0,35.6,Zone 4,63.4,Zone 5,,35.4,63.7,35.4,Zone 4,62.6,Zone 5,44.7,Zone 5,65.4,Zone 5,60.3,Zone 5,67.4,Zone 5,63.7,Zone 5,68.9,Zone 5
2025-05-19 01:40:30,GURGAON,NORTHCAP_UNIVERSITY,"Sector 23A, Gurugram",30.6,66.0,35.0,Zone 4,62.2,Zone 5,,34.1,62.0,34.1,Zone 4,60.9,Zone 5,40.5,Zone 4,63.9,Zone 5,56.5,Zone 5,66.1,Zone 5,62.0,Zone 5,67.8,Zone 5
2025-05-19 01:40:30,NEW_DELHI,LODI ROAD,Lodhi Road,30.9,73.0,37.4,Zone 4,64.6,Zone 5,,36.9,64.8,36.9,Zone 4,63.8,Zone 5,51.3,Zone 5,66.3,Zone 5,61.6,Zone 5,68.2,Zone 5,64.8,Zone 5,70.1,Zone 6
2025-05-19 01:40:30,NORTH_WEST_DELHI,MUNGESHPUR,Mungeshpur,31.3,68.0,37.1,Zone 4,63.9,Zone 5,,36.9,64.2,36.9,Zone 4,63.2,Zone 5,47.8,Zone 5,65.8,Zone 5,60.9,Zone 5,67.8,Zone 5,64.2,Zone 5,69.2,Zone 5
2025-05-19 01:40:30,CENTRAL_DELHI,PUSA_AMFU,Unknown Station,30.3,76.0,36.6,Zone 4,64.4,Zone 5,,36.3,64.7,36.3,Zone 4,63.8,Zone 5,51.2,Zone 5,66.3,Zone 5,61.6,Zone 5,68.2,Zone 5,64.7,Zone 5,70.0,Zone 6
2025-05-19 01:40:30,GAZIABAD,KV_KAMALA_NEHRU_NAGAR,"Kamla Nehru Nagar, Ghaziabad",29.6,73.0,34.2,Zone 4,62.5,Zone 5,,33.2,62.3,33.2,Zone 4,61.2,Zone 5,39.9,Zone 4,64.2,Zone 5,57.8,Zone 5,66.3,Zone 5,62.3,Zone 5,68.0,Zone 5
2025-05-19 01:40:30,NORTH_WEST_DELHI,NARELA,Unknown Station,30.9,71.0,36.9,Zone 4,64.1,Zone 5,,36.4,64.2,36.4,Zone 4,63.2,Zone 5,48.0,Zone 5,65.8,Zone 5,61.0,Zone 5,67.8,Zone 5,64.2,Zone 5,69.3,Zone 5
2025-05-19 01:40:30,SOUTH_WEST_DELHI,NAJAFGARH,Najafgarh,32.0,71.0,40.0,Zone 4,65.9,Zone 5,,39.2,65.8,39.2,Zone 4,64.9,Zone 5,57.7,Zone 5,67.3,Zone 5,62.9,Zone 5,69.0,Zone 5,65.8,Zone 5,72.0,Zone 6
2025-05-19 02:38:06,EAST_DELHI,SALWAN_PUBLIC_SCHOOL,Mayur Vihar-III,29.6,72.0,34.0,Zone 4,62.2,Zone 5,,33.1,62.0,33.1,Zone 4,61.0,Zone 5,39.6,Zone 4,64.0,Zone 5,56.6,Zone 5,66.1,Zone 5,62.0,Zone 5,67.8,Zone 5
2025-05-19 02:38:06,DELHI,KVK_CRPF_CAMPUS,Jharoda Kalan,30.9,64.0,35.2,Zone 4,62.1,Zone 5,,34.8,62.2,34.8,Zone 4,61.2,Zone 5,41.1,Zone 4,64.1,Zone 5,57.5,Zone 5,66.3,Zone 5,62.2,Zone 5,68.0,Zone 5
2025-05-19 02:38:06,DELHI,KV_JANAKPURI,Janakpuri,30.5,73.0,36.3,Zone 4,64.0,Zone 5,,35.6,63.9,35.6,Zone 4,62.9,Zone 5,46.3,Zone 5,65.6,Zone 5,60.6,Zone 5,67.6,Zone 5,63.9,Zone 5,69.1,Zone 5
2025-05-19 02:38:06,DELHI,KV_NARAYNA,"Naraina, New Delhi",30.1,71.0,34.9,Zone 4,62.8,Zone 5,,34.0,62.6,34.0,Zone 4,61.5,Zone 5,40.6,Zone 4,64.4,Zone 5,59.0,Zone 5,66.5,Zone 5,62.6,Zone 5,68.2,Zone 5
2025-05-19 02:38:06,DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,Unknown Station,32.1,75.0,43.0,Zone 4,67.2,Zone 5,,40.7,67.0,40.7,Zone 4,66.1,Zone 5,60.3,Zone 5,68.3,Zone 5,64.3,Zone 5,70.6,Zone 6,67.0,Zone 5,74.1,Zone 6
2025-05-19 02:38:06,GAZIABAD,KV2_AIRFORCE_HINDON,"Air Force Station, Ghaziabad",29.5,72.0,33.8,Zone 4,62.1,Zone 5,,33.1,62.0,33.1,Zone 4,61.0,Zone 5,39.6,Zone 4,64.0,Zone 5,56.6,Zone 5,66.1,Zone 5,62.0,Zone 5,67.8,Zone 5
2025-05-19 02:38:06,CENTRAL_DELHI,PUSA_AMFU,Unknown Station,29.9,77.0,35.7,Zone 4,64.0,Zone 5,,35.2,64.2,35.2,Zone 4,63.1,Zone 5,47.7,Zone 5,65.8,Zone 5,60.9,Zone 5,67.8,Zone 5,64.2,Zone 5,69.2,Zone 5
2025-05-19 02:38:06,GAZIABAD,KV_KAMALA_NEHRU_NAGAR,"Kamla Nehru Nagar, Ghaziabad",29.2,74.0,33.5,Zone 4,62.1,Zone 5,,32.3,61.7,32.3,Zone 4,60.6,Zone 5,38.9,Zone 4,63.7,Zone 5,55.3,Zone 5,65.9,Zone 5,61.7,Zone 5,67.6,Zone 5
2025-05-19 02:38:06,NEW_DELHI,LODI ROAD,Lodhi Road,30.8,74.0,37.4,Zone 4,64.7,Zone 5,,37.2,65.0,37.2,Zone 4,64.0,Zone 5,53.0,Zone 5,66.6,Zone 5,61.9,Zone 5,68.4,Zone 5,65.0,Zone 5,70.6,Zone 6
2025-05-19 02:38:06,NEW_DELHI,SPORTS_COMPLEX,Unknown Station,31.4,85.0,54.6,Zone 5,68.7,Zone 5,,53.0,68.8,53.0,Zone 5,68.0,Zone 5,63.1,Zone 5,70.6,Zone 6,66.5,Zone 5,74.0,Zone 6,68.8,Zone 5,77.5,Zone 6
2025-05-19 02:38:06,NORTH_DELHI,DELHI_UNIVERSITY,North Campus,30.1,72.0,35.1,Zone 4,63.1,Zone 5,,34.2,62.8,34.2,Zone 4,61.8,Zone 5,40.9,Zone 4,64.7,Zone 5,59.3,Zone 5,66.8,Zone 5,62.8,Zone 5,68.4,Zone 5
2025-05-19 02:38:06,NORTH_WEST_DELHI,MUNGESHPUR,Mungeshpur,30.8,70.0,36.4,Zone 4,63.6,Zone 5,,36.1,63.9,36.1,Zone 4,62.9,Zone 5,46.3,Zone 5,65.6,Zone 5,60.6,Zone 5,67.6,Zone 5,63.9,Zone 5,69.1,Zone 5
2025-05-19 02:38:06,NORTH_WEST_DELHI,NARELA,Unknown Station,31.2,70.0,37.4,Zone 4,64.3,Zone 5,,36.1,63.9,36.1,Zone 4,62.9,Zone 5,46.3,Zone 5,65.6,Zone 5,60.6,Zone 5,67.6,Zone 5,63.9,Zone 5,69.1,Zone 5
2025-05-19 02:38:06,SOUTH_WEST_DELHI,NAJAFGARH,Najafgarh,31.3,79.0,41.2,Zone 5,66.9,Zone 5,,40.5,67.2,40.5,Zone 5,66.3,Zone 5,60.7,Zone 5,68.5,Zone 5,64.6,Zone 5,71.1,Zone 6,67.2,Zone 5,74.5,Zone 6
2025-05-19 02:38:06,GURGAON,NORTHCAP_UNIVERSITY,"Sector 23A, Gurugram",30.2,67.0,34.3,Zone 4,61.9,Zone 5,,33.2,61.5,33.2,Zone 4,60.4,Zone 5,39.5,Zone 4,63.5,Zone 5,54.2,Zone 5,65.7,Zone 5,61.5,Zone 5,67.5,Zone 5
2025-05-19 03:38:39,DELHI,KV_NARAYNA,"Naraina, New Delhi",29.4,76.0,34.3,Zone 4,63.0,Zone 5,,33.8,63.1,33.8,Zone 4,62.0,Zone 5,41.4,Zone 5,64.9,Zone 5,59.6,Zone 5,66.9,Zone 5,63.1,Zone 5,68.5,Zone 5
2025-05-19 03:38:39,DELHI,KV_JANAKPURI,Janakpuri,30.1,75.0,35.8,Zone 4,63.9,Zone 5,,34.8,63.6,34.8,Zone 4,62.6,Zone 5,44.6,Zone 5,65.3,Zone 5,60.3,Zone 5,67.3,Zone 5,63.6,Zone 5,68.9,Zone 5
2025-05-19 03:38:39,DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,Unknown Station,31.7,77.0,42.1,Zone 4,67.1,Zone 5,,39.7,66.7,39.7,Zone 4,65.8,Zone 5,59.9,Zone 5,68.0,Zone 5,63.9,Zone 5,70.1,Zone 6,66.7,Zone 5,73.5,Zone 6
2025-05-19 03:38:39,CENTRAL_DELHI,PUSA_AMFU,Unknown Station,29.5,80.0,35.4,Zone 4,64.1,Zone 5,,34.6,64.1,34.6,Zone 4,63.1,Zone 5,47.3,Zone 5,65.8,Zone 5,60.8,Zone 5,67.7,Zone 5,64.1,Zone 5,69.2,Zone 5
2025-05-19 03:38:39,EAST_DELHI,SALWAN_PUBLIC_SCHOOL,Mayur Vihar-III,29.3,72.0,33.3,Zone 4,61.8,Zone 5,,33.1,62.0,33.1,Zone 4,61.0,Zone 5,39.6,Zone 4,64.0,Zone 5,56.6,Zone 5,66.1,Zone 5,62.0,Zone 5,67.8,Zone 5
2025-05-19 03:38:39,DELHI,KVK_CRPF_CAMPUS,Jharoda Kalan,30.7,66.0,35.2,Zone 4,62.4,Zone 5,,34.1,62.0,34.1,Zone 4,60.9,Zone 5,40.5,Zone 4,63.9,Zone 5,56.5,Zone 5,66.1,Zone 5,62.0,Zone 5,67.8,Zone 5
2025-05-19 03:38:39,GAZIABAD,KV2_AIRFORCE_HINDON,"Air Force Station, Ghaziabad",29.3,71.0,33.2,Zone 4,61.5,Zone 5,,32.9,61.8,32.9,Zone 4,60.7,Zone 5,39.4,Zone 4,63.7,Zone 5,55.4,Zone 5,65.9,Zone 5,61.8,Zone 5,67.6,Zone 5
2025-05-19 03:38:39,GAZIABAD,KV_KAMALA_NEHRU_NAGAR,"Kamla Nehru Nagar, Ghaziabad",28.8,72.0,32.3,Zone 4,60.9,Zone 5,,32.0,61.2,32.0,Zone 4,60.1,Zone 5,38.4,Zone 4,63.2,Zone 5,52.9,Zone 5,65.5,Zone 5,61.2,Zone 5,67.3,Zone 5
2025-05-19 03:38:39,NEW_DELHI,LODI ROAD,Lodhi Road,30.3,77.0,36.8,Zone 4,64.7,Zone 5,,36.6,65.0,36.6,Zone 4,64.0,Zone 5,52.8,Zone 5,66.5,Zone 5,61.9,Zone 5,68.4,Zone 5,65.0,Zone 5,70.5,Zone 6
2025-05-19 03:38:39,NEW_DELHI,SPORTS_COMPLEX,Unknown Station,30.9,86.0,49.8,Zone 5,68.1,Zone 5,,48.0,68.2,48.0,Zone 5,67.4,Zone 5,62.2,Zone 5,69.4,Zone 6,65.8,Zone 5,72.9,Zone 6,68.2,Zone 5,76.3,Zone 6
2025-05-19 03:38:39,NORTH_DELHI,DELHI_UNIVERSITY,North Campus,29.6,73.0,34.2,Zone 4,62.5,Zone 5,,33.2,62.3,33.2,Zone 4,61.2,Zone 5,39.9,Zone 4,64.2,Zone 5,57.8,Zone 5,66.3,Zone 5,62.3,Zone 5,68.0,Zone 5
2025-05-19 03:38:39,NORTH_WEST_DELHI,MUNGESHPUR,Mungeshpur,29.9,73.0,34.9,Zone 4,63.0,Zone 5,,34.4,63.1,34.4,Zone 4,62.1,Zone 5,41.6,Zone 5,64.9,Zone 5,59.6,Zone 5,67.0,Zone 5,63.1,Zone 5,68.5,Zone 5
2025-05-19 03:38:39,NORTH_WEST_DELHI,NARELA,Unknown Station,30.8,71.0,36.6,Zone 4,63.9,Zone 5,,36.4,64.2,36.4,Zone 4,63.2,Zone 5,48.0,Zone 5,65.8,Zone 5,61.0,Zone 5,67.8,Zone 5,64.2,Zone 5,69.3,Zone 5
2025-05-19 03:38:39,SOUTH_WEST_DELHI,NAJAFGARH,Najafgarh,30.8,83.0,42.6,Zone 5,67.1,Zone 5,,42.0,67.5,42.0,Zone 5,66.6,Zone 5,61.0,Zone 5,68.7,Zone 5,64.8,Zone 5,71.5,Zone 6,67.5,Zone 5,74.9,Zone 6
2025-05-19 03:38:39,GURGAON,NORTHCAP_UNIVERSITY,"Sector 23A, Gurugram",30.0,70.0,34.5,Zone 4,62.4,Zone 5,,33.8,62.3,33.8,Zone 4,61.2,Zone 5,40.3,Zone 4,64.2,Zone 5,57.9,Zone 5,66.3,Zone 5,62.3,Zone 5,68.0,Zone 5
2025-05-19 04:38:48,NEW_DELHI,SPORTS_COMPLEX,Unknown Station,30.6,87.0,47.7,Zone 5,67.8,Zone 5,,43.2,67.6,43.2,Zone 5,66.7,Zone 5,61.2,Zone 5,68.8,Zone 5,65.0,Zone 5,71.8,Zone 6,67.6,Zone 5,75.2,Zone 6
2025-05-19 04:38:48,DELHI,KV_NARAYNA,"Naraina, New Delhi",28.9,79.0,33.7,Zone 4,62.9,Zone 5,,33.2,63.0,33.2,Zone 4,62.0,Zone 5,41.1,Zone 5,64.8,Zone 5,59.5,Zone 5,66.9,Zone 5,63.0,Zone 5,68.5,Zone 5
2025-05-19 04:38:48,DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,Unknown Station,31.6,76.0,40.5,Zone 4,66.6,Zone 5,,39.3,66.4,39.3,Zone 4,65.5,Zone 5,59.5,Zone 5,67.8,Zone 5,63.6,Zone 5,69.6,Zone 6,66.4,Zone 5,73.0,Zone 6
2025-05-19 04:38:48,EAST_DELHI,SALWAN_PUBLIC_SCHOOL,Mayur Vihar-III,29.1,72.0,32.9,Zone 4,61.4,Zone 5,,32.0,61.2,32.0,Zone 4,60.1,Zone 5,38.4,Zone 4,63.2,Zone 5,52.9,Zone 5,65.5,Zone 5,61.2,Zone 5,67.3,Zone 5
2025-05-19 04:38:48,GAZIABAD,KV2_AIRFORCE_HINDON,"Air Force Station, Ghaziabad",29.0,73.0,32.9,Zone 4,61.5,Zone 5,,32.2,61.5,32.2,Zone 4,60.4,Zone 5,38.7,Zone 4,63.5,Zone 5,54.1,Zone 5,65.7,Zone 5,61.5,Zone 5,67.5,Zone 5
2025-05-19 04:38:48,GAZIABAD,KV_KAMALA_NEHRU_NAGAR,"Kamla Nehru Nagar, Ghaziabad",28.4,74.0,31.8,Zone 4,60.8,Zone 5,,31.3,60.9,31.3,Zone 4,59.8,Zone 5,37.8,Zone 4,63.0,Zone 5,51.4,Zone 5,65.3,Zone 5,60.9,Zone 5,67.1,Zone 5
2025-05-19 04:38:48,GURGAON,NORTHCAP_UNIVERSITY,"Sector 23A, Gurugram",29.2,74.0,33.5,Zone 4,62.1,Zone 5,,32.3,61.7,32.3,Zone 4,60.6,Zone 5,38.9,Zone 4,63.7,Zone 5,55.3,Zone 5,65.9,Zone 5,61.7,Zone 5,67.6,Zone 5
2025-05-19 04:38:48,NORTH_WEST_DELHI,MUNGESHPUR,Mungeshpur,30.0,72.0,34.9,Zone 4,62.9,Zone 5,,34.2,62.8,34.2,Zone 4,61.8,Zone 5,40.9,Zone 4,64.7,Zone 5,59.3,Zone 5,66.8,Zone 5,62.8,Zone 5,68.4,Zone 5
2025-05-19 04:38:48,NORTH_DELHI,DELHI_UNIVERSITY,North Campus,29.1,75.0,33.4,Zone 4,62.2,Zone 5,,32.5,62.0,32.5,Zone 4,60.9,Zone 5,39.2,Zone 4,63.9,Zone 5,56.5,Zone 5,66.1,Zone 5,62.0,Zone 5,67.8,Zone 5
2025-05-19 04:38:48,DELHI,KV_JANAKPURI,Janakpuri,29.6,78.0,35.2,Zone 4,63.8,Zone 5,,34.2,63.6,34.2,Zone 4,62.6,Zone 5,44.3,Zone 5,65.3,Zone 5,60.2,Zone 5,67.3,Zone 5,63.6,Zone 5,68.8,Zone 5
2025-05-19 04:38:48,NORTH_WEST_DELHI,NARELA,Unknown Station,29.6,74.0,34.4,Zone 4,62.8,Zone 5,,33.4,62.5,33.4,Zone 4,61.5,Zone 5,40.2,Zone 4,64.4,Zone 5,58.9,Zone 5,66.5,Zone 5,62.5,Zone 5,68.2,Zone 5
2025-05-19 04:38:48,SOUTH_WEST_DELHI,NAJAFGARH,Najafgarh,30.1,88.0,43.0,Zone 5,67.2,Zone 5,,38.8,67.0,38.8,Zone 5,66.1,Zone 5,60.3,Zone 5,68.3,Zone 5,64.3,Zone 5,70.6,Zone 6,67.0,Zone 5,74.1,Zone 6
2025-05-19 04:38:48,CENTRAL_DELHI,PUSA_AMFU,Unknown Station,29.1,81.0,34.6,Zone 4,63.7,Zone 5,,33.6,63.5,33.6,Zone 4,62.5,Zone 5,43.9,Zone 5,65.2,Zone 5,60.1,Zone 5,67.2,Zone 5,63.5,Zone 5,68.8,Zone 5
2025-05-19 04:38:48,NEW_DELHI,LODI ROAD,Lodhi Road,29.9,78.0,36.0,Zone 4,64.3,Zone 5,,35.5,64.4,35.5,Zone 4,63.4,Zone 5,49.3,Zone 5,66.0,Zone 5,61.2,Zone 5,68.0,Zone 5,64.4,Zone 5,69.5,Zone 6
2025-05-19 04:38:48,DELHI,KVK_CRPF_CAMPUS,Jharoda Kalan,29.9,70.0,34.3,Zone 4,62.2,Zone 5,,33.8,62.3,33.8,Zone 4,61.2,Zone 5,40.3,Zone 4,64.2,Zone 5,57.9,Zone 5,66.3,Zone 5,62.3,Zone 5,68.0,Zone 5
2025-05-19 08:11:20,DELHI,KV_NARAYNA,"Naraina, New Delhi",29.9,72.0,34.7,Zone 4,62.7,Zone 5,,34.2,62.8,34.2,Zone 4,61.8,Zone 5,40.9,Zone 4,64.7,Zone 5,59.3,Zone 5,66.8,Zone 5,62.8,Zone 5,68.4,Zone 5
2025-05-19 08:11:20,DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,Unknown Station,32.1,70.0,39.9,Zone 4,65.8,Zone 5,,38.8,65.6,38.8,Zone 4,64.6,Zone 5,56.1,Zone 5,67.0,Zone 5,62.6,Zone 5,68.8,Zone 5,65.6,Zone 5,71.5,Zone 6
2025-05-19 08:11:20,DELHI,KV_JANAKPURI,Janakpuri,30.3,72.0,35.6,Zone 4,63.4,Zone 5,,35.4,63.7,35.4,Zone 4,62.6,Zone 5,44.7,Zone 5,65.4,Zone 5,60.3,Zone 5,67.4,Zone 5,63.7,Zone 5,68.9,Zone 5
2025-05-19 08:11:20,DELHI,IGNOU,Maidan Garhi,30.5,72.0,36.1,Zone 4,63.7,Zone 5,,35.4,63.7,35.4,Zone 4,62.6,Zone 5,44.7,Zone 5,65.4,Zone 5,60.3,Zone 5,67.4,Zone 5,63.7,Zone 5,68.9,Zone 5
2025-05-19 08:11:20,CENTRAL_DELHI,PUSA_AMFU,Unknown Station,29.3,80.0,34.9,Zone 4,63.8,Zone 5,,34.6,64.1,34.6,Zone 4,63.1,Zone 5,47.3,Zone 5,65.8,Zone 5,60.8,Zone 5,67.7,Zone 5,64.1,Zone 5,69.2,Zone 5
2025-05-19 08:11:20,GAZIABAD,KV2_AIRFORCE_HINDON,"Air Force Station, Ghaziabad",29.6,72.0,34.0,Zone 4,62.2,Zone 5,,33.1,62.0,33.1,Zone 4,61.0,Zone 5,39.6,Zone 4,64.0,Zone 5,56.6,Zone 5,66.1,Zone 5,62.0,Zone 5,67.8,Zone 5
2025-05-19 08:11:20,DELHI,KVK_CRPF_CAMPUS,Jharoda Kalan,29.9,68.0,33.9,Zone 4,61.7,Zone 5,,33.4,61.8,33.4,Zone 4,60.7,Zone 5,39.8,Zone 4,63.7,Zone 5,55.4,Zone 5,65.9,Zone 5,61.8,Zone 5,67.6,Zone 5
2025-05-19 08:11:20,GAZIABAD,KV_KAMALA_NEHRU_NAGAR,"Kamla Nehru Nagar, Ghaziabad",28.8,75.0,32.8,Zone 4,61.7,Zone 5,,32.5,62.0,32.5,Zone 4,60.9,Zone 5,39.2,Zone 4,63.9,Zone 5,56.5,Zone 5,66.1,Zone 5,62.0,Zone 5,67.8,Zone 5
2025-05-19 08:11:20,EAST_DELHI,SALWAN_PUBLIC_SCHOOL,Mayur Vihar-III,28.9,72.0,32.5,Zone 4,61.1,Zone 5,,32.0,61.2,32.0,Zone 4,60.1,Zone 5,38.4,Zone 4,63.2,Zone 5,52.9,Zone 5,65.5,Zone 5,61.2,Zone 5,67.3,Zone 5
2025-05-19 08:11:20,NEW_DELHI,LODI ROAD,Lodhi Road,30.4,77.0,37.1,Zone 4,64.9,Zone 5,,36.6,65.0,36.6,Zone 4,64.0,Zone 5,52.8,Zone 5,66.5,Zone 5,61.9,Zone 5,68.4,Zone 5,65.0,Zone 5,70.5,Zone 6
2025-05-19 08:11:20,NEW_DELHI,SPORTS_COMPLEX,Unknown Station,30.7,87.0,49.1,Zone 5,68.0,Zone 5,,43.2,67.6,43.2,Zone 5,66.7,Zone 5,61.2,Zone 5,68.8,Zone 5,65.0,Zone 5,71.8,Zone 6,67.6,Zone 5,75.2,Zone 6
2025-05-19 08:11:20,NORTH_DELHI,DELHI_UNIVERSITY,North Campus,30.1,72.0,35.1,Zone 4,63.1,Zone 5,,34.2,62.8,34.2,Zone 4,61.8,Zone 5,40.9,Zone 4,64.7,Zone 5,59.3,Zone 5,66.8,Zone 5,62.8,Zone 5,68.4,Zone 5
