STATE,DISTRICT,STATION,TEMP,DATE_TEMP,TIME_TEMP,RH,DATE_RH,TIME_RH,LOGGED_AT (IST),EHI (in shade °C),Light Work Heat Stress Zone,EHI_350 (in shade °C),Hard Labor Heat Stress Zone,EHI_3_shade,Zone_3_shade,EHI_3_sun,Zone_3_sun,EHI_4_shade,Zone_4_shade,EHI_4_sun,Zone_4_sun,EHI_5_shade,Zone_5_shade,EHI_5_sun,Zone_5_sun,EHI_6_shade,Zone_6_shade,EHI_6_sun,Zone_6_sun
Andhra Pradesh,Alluri Sitharama Raju,Chintapalli Amfu,22.9,2026-06-29,00:00:00,90.0,2026-06-28,00:00:00,2026-06-29 00:20:13,23.9,Zone 3,45.1,Zone 5,23.9,Zone 3,40.6,Zone 5,29.4,Zone 4,56.3,Zone 5,34.9,Zone 4,61.2,Zone 5,45.1,Zone 5,63.5,Zone 5
Andhra Pradesh,Anakapalli,Yellamanchilli Vskp,27.7,2026-06-29,00:15:00,91.0,2026-06-28,00:15:00,2026-06-29 00:20:13,31.6,Zone 4,63.3,Zone 5,31.6,Zone 4,62.3,Zone 5,42.8,Zone 5,65.1,Zone 5,59.9,Zone 5,67.1,Zone 5,63.3,Zone 5,68.7,Zone 5
Andhra Pradesh,Anantapur,Kh Govtdegcollege Dharmavaram,26.8,2026-06-29,00:15:00,73.0,2026-06-28,00:15:00,2026-06-29 00:20:13,28.5,Zone 4,56.3,Zone 5,28.5,Zone 4,51.8,Zone 5,34.5,Zone 4,60.7,Zone 5,40.0,Zone 4,63.3,Zone 5,56.3,Zone 5,65.3,Zone 5
Andhra Pradesh,Bapatla,Chirala,29.2,2026-06-29,00:15:00,74.0,2026-06-28,00:15:00,2026-06-29 00:20:13,32.3,Zone 4,61.7,Zone 5,32.3,Zone 4,60.6,Zone 5,38.9,Zone 4,63.7,Zone 5,55.3,Zone 5,65.9,Zone 5,61.7,Zone 5,67.6,Zone 5
Andhra Pradesh,Eluru,Vijayarai,26.4,2026-06-29,00:15:00,70.0,2026-06-28,00:15:00,2026-06-29 00:20:13,27.5,Zone 4,50.3,Zone 5,27.5,Zone 4,45.5,Zone 5,33.2,Zone 4,59.4,Zone 5,38.4,Zone 4,62.1,Zone 5,50.3,Zone 5,64.3,Zone 5
Andhra Pradesh,Kakinada,Kakinada,26.0,2026-06-29,00:00:00,94.0,2026-06-28,00:00:00,2026-06-29 00:20:13,28.7,Zone 4,61.4,Zone 5,28.7,Zone 4,60.3,Zone 5,35.8,Zone 4,63.4,Zone 5,53.7,Zone 5,65.6,Zone 5,61.4,Zone 5,67.4,Zone 5
Andhra Pradesh,Kakinada,Peddapuram,26.4,2026-06-29,00:00:00,,,,2026-06-29 00:20:13,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,Konaseema,Ambajipeta Arg,27.7,2026-06-29,00:00:00,100.0,2026-06-28,00:00:00,2026-06-29 00:20:13,33.2,Zone 4,65.4,Zone 5,33.2,Zone 4,64.4,Zone 5,54.9,Zone 5,66.9,Zone 5,62.3,Zone 5,68.7,Zone 5,65.4,Zone 5,71.1,Zone 6
Andhra Pradesh,Konaseema,Ambajipeta Aws,27.3,2026-06-29,00:15:00,100.0,2026-06-28,00:15:00,2026-06-29 00:20:13,33.2,Zone 4,65.4,Zone 5,33.2,Zone 4,64.4,Zone 5,54.9,Zone 5,66.9,Zone 5,62.3,Zone 5,68.7,Zone 5,65.4,Zone 5,71.1,Zone 6
Andhra Pradesh,Ntr,Mylavaram College Of  Engineer,26.1,2026-06-29,00:15:00,100.0,2026-06-28,00:15:00,2026-06-29 00:20:13,29.3,Zone 4,62.7,Zone 5,29.3,Zone 4,61.6,Zone 5,39.3,Zone 5,64.5,Zone 5,59.1,Zone 5,66.6,Zone 5,62.7,Zone 5,68.2,Zone 5
Andhra Pradesh,Palnadu,Rentachintala,25.6,2026-06-29,00:00:00,91.0,2026-06-28,00:00:00,2026-06-29 00:20:13,27.4,Zone 4,59.9,Zone 5,27.4,Zone 4,58.1,Zone 5,34.1,Zone 4,62.1,Zone 5,46.3,Zone 5,64.5,Zone 5,59.9,Zone 5,66.4,Zone 5
Andhra Pradesh,Prakasam,Cs Puram,30.9,2026-06-29,00:15:00,56.0,2026-06-28,00:15:00,2026-06-29 00:20:13,33.3,Zone 4,59.9,Zone 5,33.3,Zone 4,58.3,Zone 5,39.0,Zone 4,62.1,Zone 5,46.5,Zone 5,64.5,Zone 5,59.9,Zone 5,66.4,Zone 5
Andhra Pradesh,Srikakulam,Nagaralapeta Kalingapatnam,29.1,2026-06-29,00:15:00,92.0,2026-06-28,00:15:00,2026-06-29 00:20:13,36.1,Zone 4,66.2,Zone 5,36.1,Zone 4,65.3,Zone 5,59.1,Zone 5,67.6,Zone 5,63.3,Zone 5,69.3,Zone 5,66.2,Zone 5,72.6,Zone 6
Andhra Pradesh,Srikakulam,Ragolu,27.8,2026-06-29,00:00:00,94.0,2026-06-28,00:00:00,2026-06-29 00:20:13,33.5,Zone 4,64.9,Zone 5,33.5,Zone 4,63.9,Zone 5,52.1,Zone 5,66.5,Zone 5,61.8,Zone 5,68.3,Zone 5,64.9,Zone 5,70.3,Zone 6
Andhra Pradesh,Srikakulam,Sky College Etcherla,28.6,2026-06-29,00:00:00,72.0,2026-06-28,00:00:00,2026-06-29 00:20:13,31.0,Zone 4,60.4,Zone 5,31.0,Zone 4,59.3,Zone 5,37.3,Zone 4,62.5,Zone 5,48.9,Zone 5,64.9,Zone 5,60.4,Zone 5,66.8,Zone 5
Andhra Pradesh,Visakhapatnam,Anandapuram Arg,28.3,2026-06-29,00:00:00,73.0,2026-06-28,00:00:00,2026-06-29 00:20:13,31.2,Zone 4,60.7,Zone 5,31.2,Zone 4,59.6,Zone 5,37.5,Zone 4,62.8,Zone 5,50.2,Zone 5,65.1,Zone 5,60.7,Zone 5,66.9,Zone 5
Andhra Pradesh,Visakhapatnam,Gangavaram Port,28.9,2026-06-29,00:15:00,86.0,2026-06-28,00:15:00,2026-06-29 00:20:13,34.6,Zone 4,64.7,Zone 5,34.6,Zone 4,63.8,Zone 5,51.2,Zone 5,66.3,Zone 5,61.6,Zone 5,68.2,Zone 5,64.7,Zone 5,70.0,Zone 6
Andhra Pradesh,Visakhapatnam,Mehadrigadda Dam,38.9,2026-06-29,00:15:00,89.0,2026-06-28,00:15:00,2026-06-29 00:20:13,89.7,Zone 6,100.2,Zone 6,89.7,Zone 6,98.3,Zone 6,93.3,Zone 6,101.7,Zone 6,96.7,Zone 6,105.1,Zone 6,100.2,Zone 6,108.4,Zone 6
Andhra Pradesh,Vizianagaram,Bobbili,27.3,2026-06-29,00:15:00,91.0,2026-06-28,00:15:00,2026-06-29 00:20:13,31.6,Zone 4,63.3,Zone 5,31.6,Zone 4,62.3,Zone 5,42.8,Zone 5,65.1,Zone 5,59.9,Zone 5,67.1,Zone 5,63.3,Zone 5,68.7,Zone 5
Andhra Pradesh,Vizianagaram,Vizianagaram,28.6,2026-06-29,00:00:00,90.0,2026-06-28,00:00:00,2026-06-29 00:20:13,34.1,Zone 4,64.8,Zone 5,34.1,Zone 4,63.9,Zone 5,51.8,Zone 5,66.4,Zone 5,61.7,Zone 5,68.3,Zone 5,64.8,Zone 5,70.2,Zone 6
Andhra Pradesh,West Godavari,Bhimavaram,,,,89.0,2026-06-28,00:15:00,2026-06-29 00:20:13,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,West Godavari,Kv Gopannapalem Eluru,26.6,2026-06-29,00:15:00,56.0,2026-06-28,00:15:00,2026-06-29 00:20:13,26.5,Zone 4,40.7,Zone 4,26.5,Zone 4,39.6,Zone 4,31.6,Zone 4,48.9,Zone 5,36.3,Zone 4,59.6,Zone 5,40.7,Zone 4,62.0,Zone 5
Andhra Pradesh,West Godavari,Maruteru,29.9,2026-06-29,00:00:00,94.0,2026-06-28,00:00:00,2026-06-29 00:20:13,49.9,Zone 5,68.5,Zone 5,49.9,Zone 5,67.6,Zone 5,62.5,Zone 5,69.9,Zone 6,66.1,Zone 5,73.3,Zone 6,68.5,Zone 5,76.8,Zone 6
Andhra Pradesh,West Godavari,Narsapur,29.5,2026-06-29,00:15:00,91.0,2026-06-28,00:15:00,2026-06-29 00:20:13,37.9,Zone 5,66.8,Zone 5,37.9,Zone 5,65.9,Zone 5,60.1,Zone 5,68.2,Zone 5,64.1,Zone 5,70.4,Zone 6,66.8,Zone 5,73.8,Zone 6
Andhra Pradesh,Ysr Kadapa,Agricultural College  Badvel,31.1,2026-06-29,00:15:00,52.0,2026-06-28,00:15:00,2026-06-29 00:20:13,32.6,Zone 4,57.9,Zone 5,32.6,Zone 4,53.6,Zone 5,38.1,Zone 4,61.1,Zone 5,43.1,Zone 4,63.6,Zone 5,57.9,Zone 5,65.6,Zone 5
Arunachal Pradesh,Anjaw,Hayuliang Circle,21.4,2026-06-29,00:15:00,87.0,2026-06-28,00:15:00,2026-06-29 00:20:13,22.0,Zone 3,36.9,Zone 4,22.0,Zone 3,35.8,Zone 4,27.1,Zone 4,45.8,Zone 5,32.1,Zone 4,58.7,Zone 5,36.9,Zone 4,61.5,Zone 5
Arunachal Pradesh,Anjaw,Kibitoo Circle,18.6,2026-06-28,23:30:00,88.0,2026-06-28,23:30:00,2026-06-29 00:20:13,18.3,Zone 3,32.6,Zone 4,18.3,Zone 3,31.7,Zone 4,24.1,Zone 3,36.1,Zone 4,28.2,Zone 4,45.1,Zone 5,32.6,Zone 4,57.0,Zone 5
Arunachal Pradesh,Changlang,Miao,24.6,2026-06-29,00:00:00,100.0,2026-06-28,00:00:00,2026-06-29 00:20:13,26.3,Zone 4,60.0,Zone 5,26.3,Zone 4,58.6,Zone 5,33.2,Zone 4,62.2,Zone 5,47.0,Zone 5,64.6,Zone 5,60.0,Zone 5,66.5,Zone 5
Arunachal Pradesh,East Kameng,Seppa Pampoli,29.3,2026-06-29,00:15:00,92.0,2026-06-28,00:15:00,2026-06-29 00:20:13,39.4,Zone 5,67.1,Zone 5,39.4,Zone 5,66.2,Zone 5,60.5,Zone 5,68.4,Zone 5,64.4,Zone 5,70.8,Zone 6,67.1,Zone 5,74.2,Zone 6
Arunachal Pradesh,Kurung Kumey,Koloraing,21.9,2026-06-29,00:15:00,100.0,2026-06-28,00:15:00,2026-06-29 00:20:13,23.2,Zone 3,46.0,Zone 5,23.2,Zone 3,41.4,Zone 5,28.6,Zone 4,57.0,Zone 5,34.2,Zone 4,61.4,Zone 5,46.0,Zone 5,63.6,Zone 5
Arunachal Pradesh,Kurung Kumey,Nyapin,21.1,2026-06-29,00:15:00,100.0,2026-06-28,00:15:00,2026-06-29 00:20:13,22.0,Zone 3,39.6,Zone 5,22.0,Zone 3,36.2,Zone 4,27.1,Zone 4,51.3,Zone 5,32.5,Zone 4,60.1,Zone 5,39.6,Zone 5,62.5,Zone 5
Arunachal Pradesh,Leparada,Basar,23.2,2026-06-29,00:15:00,100.0,2026-06-28,00:15:00,2026-06-29 00:20:13,24.3,Zone 3,53.0,Zone 5,24.3,Zone 3,48.2,Zone 5,30.3,Zone 4,59.9,Zone 5,36.1,Zone 4,62.6,Zone 5,53.0,Zone 5,64.8,Zone 5
Arunachal Pradesh,Lohit,Wakro,24.1,2026-06-29,00:15:00,96.0,2026-06-28,00:15:00,2026-06-29 00:20:13,25.2,Zone 3,56.6,Zone 5,25.2,Zone 3,52.1,Zone 5,31.7,Zone 4,60.7,Zone 5,39.5,Zone 5,63.4,Zone 5,56.6,Zone 5,65.4,Zone 5
Arunachal Pradesh,Longding,Longding,24.7,2026-06-29,00:00:00,,,,2026-06-29 00:20:13,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,Longding,Longding New,23.4,2026-06-29,00:15:00,100.0,2026-06-28,00:15:00,2026-06-29 00:20:13,24.8,Zone 3,56.4,Zone 5,24.8,Zone 3,51.8,Zone 5,31.2,Zone 4,60.7,Zone 5,39.2,Zone 5,63.3,Zone 5,56.4,Zone 5,65.3,Zone 5
Arunachal Pradesh,Lower Siang,Kangku,25.8,2026-06-29,00:15:00,99.0,2026-06-28,00:15:00,2026-06-29 00:20:13,29.2,Zone 4,62.5,Zone 5,29.2,Zone 4,61.4,Zone 5,38.3,Zone 5,64.3,Zone 5,58.5,Zone 5,66.5,Zone 5,62.5,Zone 5,68.1,Zone 5
Arunachal Pradesh,Lower Subansiri,Deed,,,,100.0,2026-06-28,00:15:00,2026-06-29 00:20:13,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,Lower Subansiri,Ziro Manipolyang,20.0,2026-06-29,00:15:00,90.0,2026-06-28,00:15:00,2026-06-29 00:20:13,20.3,Zone 3,34.9,Zone 4,20.3,Zone 3,33.8,Zone 4,25.3,Zone 3,39.7,Zone 5,30.2,Zone 4,53.4,Zone 5,34.9,Zone 4,60.2,Zone 5
Arunachal Pradesh,Namsai,Lekang,23.1,2026-06-29,00:00:00,94.0,2026-06-28,00:00:00,2026-06-29 00:20:13,24.1,Zone 3,48.2,Zone 5,24.1,Zone 3,43.5,Zone 5,29.8,Zone 4,58.7,Zone 5,35.4,Zone 4,61.8,Zone 5,48.2,Zone 5,64.0,Zone 5
Arunachal Pradesh,Namsai,Namsai Kvk,24.0,2026-06-29,00:15:00,100.0,2026-06-28,00:15:00,2026-06-29 00:20:13,25.4,Zone 4,59.1,Zone 5,25.4,Zone 4,55.3,Zone 5,32.2,Zone 4,61.4,Zone 5,42.9,Zone 5,64.0,Zone 5,59.1,Zone 5,65.9,Zone 5
Arunachal Pradesh,Papumpare,Itanagar,25.9,2026-06-29,00:15:00,100.0,2026-06-28,00:15:00,2026-06-29 00:20:13,29.3,Zone 4,62.7,Zone 5,29.3,Zone 4,61.6,Zone 5,39.3,Zone 5,64.5,Zone 5,59.1,Zone 5,66.6,Zone 5,62.7,Zone 5,68.2,Zone 5
Arunachal Pradesh,Papumpare,Yupia,26.4,2026-06-29,00:00:00,94.0,2026-06-28,00:00:00,2026-06-29 00:20:13,29.7,Zone 4,62.2,Zone 5,29.7,Zone 4,61.2,Zone 5,37.3,Zone 5,64.1,Zone 5,57.6,Zone 5,66.3,Zone 5,62.2,Zone 5,68.0,Zone 5
Arunachal Pradesh,Shiyomi,Lamang 2,,,,97.0,2026-06-28,23:30:00,2026-06-29 00:20:13,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,Tawang,Domane,,,,97.0,2026-06-28,23:30:00,2026-06-29 00:20:13,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,Tirap,Deomali,24.8,2026-06-29,00:00:00,100.0,2026-06-28,00:00:00,2026-06-29 00:20:13,27.2,Zone 4,60.9,Zone 5,27.2,Zone 4,59.8,Zone 5,34.4,Zone 4,63.0,Zone 5,51.3,Zone 5,65.3,Zone 5,60.9,Zone 5,67.1,Zone 5
Arunachal Pradesh,Tirap,Longding,23.2,2026-06-29,00:00:00,,,,2026-06-29 00:20:13,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,Upper Siang,Tenali,15.0,2026-06-28,23:30:00,100.0,2026-06-28,23:30:00,2026-06-29 00:20:13,14.3,Zone 3,29.0,Zone 4,14.3,Zone 3,28.2,Zone 4,21.4,Zone 3,32.4,Zone 4,24.9,Zone 3,36.4,Zone 4,29.0,Zone 4,47.3,Zone 5
Arunachal Pradesh,Upper Siang,Yingkiong,24.7,2026-06-29,00:00:00,9.0,2026-06-28,00:00:00,2026-06-29 00:20:13,21.1,Zone 3,33.3,Zone 4,21.1,Zone 3,32.9,Zone 4,26.6,Zone 4,36.0,Zone 4,30.1,Zone 4,39.0,Zone 4,33.3,Zone 4,41.8,Zone 4
Arunachal Pradesh,Upper Subhanseri,Daporijo,26.4,2026-06-29,00:15:00,95.0,2026-06-28,00:15:00,2026-06-29 00:20:13,29.8,Zone 4,62.5,Zone 5,29.8,Zone 4,61.4,Zone 5,38.4,Zone 5,64.3,Zone 5,58.6,Zone 5,66.5,Zone 5,62.5,Zone 5,68.1,Zone 5
Arunachal Pradesh,West Kameng,Bomdila,25.8,2026-06-29,00:00:00,,,,2026-06-29 00:20:13,,,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,West Kameng,Dirang,23.2,2026-06-29,00:00:00,100.0,2026-06-28,00:15:00,2026-06-29 00:20:13,24.3,Zone 3,53.0,Zone 5,24.3,Zone 3,48.2,Zone 5,30.3,Zone 4,59.9,Zone 5,36.1,Zone 4,62.6,Zone 5,53.0,Zone 5,64.8,Zone 5
Arunachal Pradesh,West Kameng,Dirang,19.7,2026-06-29,00:15:00,100.0,2026-06-28,00:15:00,2026-06-29 00:20:13,20.2,Zone 3,35.0,Zone 4,20.2,Zone 3,33.8,Zone 4,25.1,Zone 3,42.6,Zone 5,30.1,Zone 4,56.1,Zone 5,35.0,Zone 4,60.8,Zone 5
Arunachal Pradesh,West Kameng,Kalaktang,21.3,2026-06-29,00:00:00,46.0,2026-06-28,00:00:00,2026-06-29 00:20:13,19.8,Zone 3,33.3,Zone 4,19.8,Zone 3,32.6,Zone 4,25.4,Zone 4,36.3,Zone 4,29.5,Zone 4,39.9,Zone 4,33.3,Zone 4,47.3,Zone 5
Arunachal Pradesh,West Siang,Along,25.2,2026-06-29,00:00:00,100.0,2026-06-28,00:00:00,2026-06-29 00:20:13,27.2,Zone 4,60.9,Zone 5,27.2,Zone 4,59.8,Zone 5,34.4,Zone 4,63.0,Zone 5,51.3,Zone 5,65.3,Zone 5,60.9,Zone 5,67.1,Zone 5
Assam,Barpeta,Bajali University,27.2,2026-06-29,00:15:00,100.0,2026-06-28,00:15:00,2026-06-29 00:20:13,31.8,Zone 4,64.5,Zone 5,31.8,Zone 4,63.5,Zone 5,49.5,Zone 5,66.1,Zone 5,61.3,Zone 5,68.0,Zone 5,64.5,Zone 5,69.5,Zone 6
Assam,Barpeta,Barpeta Kvk,27.1,2026-06-29,00:15:00,100.0,2026-06-28,00:15:00,2026-06-29 00:20:13,31.8,Zone 4,64.5,Zone 5,31.8,Zone 4,63.5,Zone 5,49.5,Zone 5,66.1,Zone 5,61.3,Zone 5,68.0,Zone 5,64.5,Zone 5,69.5,Zone 6
Assam,Bongaigaon,Bongaigaon,26.7,2026-06-29,00:00:00,78.0,2026-06-28,00:00:00,2026-06-29 00:20:13,28.1,Zone 4,57.7,Zone 5,28.1,Zone 4,53.3,Zone 5,34.3,Zone 4,61.0,Zone 5,40.6,Zone 5,63.6,Zone 5,57.7,Zone 5,65.6,Zone 5
Assam,Charaideo,Sonari Aegcl,,,,100.0,2026-06-28,00:15:00,2026-06-29 00:20:13,,,,,,,,,,,,,,,,,,,,
Assam,Darrang,Garukhuti,27.1,2026-06-29,00:15:00,,,,2026-06-29 00:20:13,,,,,,,,,,,,,,,,,,,,
Assam,Darrang,Mangaldai,26.3,2026-06-29,00:00:00,84.0,2026-06-28,00:00:00,2026-06-29 00:20:13,28.6,Zone 4,60.0,Zone 5,28.6,Zone 4,58.6,Zone 5,35.2,Zone 4,62.2,Zone 5,47.0,Zone 5,64.6,Zone 5,60.0,Zone 5,66.5,Zone 5
Assam,Dhemaji,Silapathar Science College,25.5,2026-06-29,00:15:00,100.0,2026-06-28,00:15:00,2026-06-29 00:20:13,28.2,Zone 4,61.8,Zone 5,28.2,Zone 4,60.7,Zone 5,35.6,Zone 4,63.7,Zone 5,55.5,Zone 5,65.9,Zone 5,61.8,Zone 5,67.7,Zone 5
Assam,Dhubri,Agomani,27.1,2026-06-29,00:15:00,,,,2026-06-29 00:20:13,,,,,,,,,,,,,,,,,,,,
Assam,Dhubri,Gauripur Aegcl,27.2,2026-06-29,00:15:00,,,,2026-06-29 00:20:13,,,,,,,,,,,,,,,,,,,,
Assam,Dibrugarh,Bcpl Dibrugarh,,,,100.0,2026-06-28,00:00:00,2026-06-29 00:20:13,,,,,,,,,,,,,,,,,,,,
Assam,Dibrugarh,Dc Ofc Dibrugarh,25.3,2026-06-29,00:00:00,100.0,2026-06-28,00:00:00,2026-06-29 00:20:13,28.2,Zone 4,61.8,Zone 5,28.2,Zone 4,60.7,Zone 5,35.6,Zone 4,63.7,Zone 5,55.5,Zone 5,65.9,Zone 5,61.8,Zone 5,67.7,Zone 5
Assam,Dibrugarh,Lahowal,,,,12.0,2026-06-28,00:00:00,2026-06-29 00:20:13,,,,,,,,,,,,,,,,,,,,
Assam,Dima Hasao,Haflong,23.8,2026-06-29,00:00:00,87.0,2026-06-28,00:00:00,2026-06-29 00:20:13,24.9,Zone 3,49.3,Zone 5,24.9,Zone 3,44.5,Zone 5,30.8,Zone 4,59.2,Zone 5,36.4,Zone 4,62.0,Zone 5,49.3,Zone 5,64.2,Zone 5
Assam,Dima Hasao,Haflong Aegcl,24.6,2026-06-29,00:15:00,100.0,2026-06-28,00:15:00,2026-06-29 00:20:13,26.3,Zone 4,60.0,Zone 5,26.3,Zone 4,58.6,Zone 5,33.2,Zone 4,62.2,Zone 5,47.0,Zone 5,64.6,Zone 5,60.0,Zone 5,66.5,Zone 5
Assam,Dima Hasao,Lkhep,25.7,2026-06-28,23:45:00,99.0,2026-06-28,23:45:00,2026-06-29 00:20:13,28.1,Zone 4,61.6,Zone 5,28.1,Zone 4,60.5,Zone 5,35.4,Zone 4,63.5,Zone 5,54.6,Zone 5,65.8,Zone 5,61.6,Zone 5,67.5,Zone 5
Assam,Golaghat,Cnb Collage Bokakhat,27.7,2026-06-29,00:15:00,100.0,2026-06-28,00:15:00,2026-06-29 00:20:13,33.2,Zone 4,65.4,Zone 5,33.2,Zone 4,64.4,Zone 5,54.9,Zone 5,66.9,Zone 5,62.3,Zone 5,68.7,Zone 5,65.4,Zone 5,71.1,Zone 6
Assam,Hailakandi,Panchgram Aegcl,26.8,2026-06-29,00:15:00,98.0,2026-06-28,00:15:00,2026-06-29 00:20:13,31.5,Zone 4,64.0,Zone 5,31.5,Zone 4,63.0,Zone 5,46.9,Zone 5,65.7,Zone 5,60.7,Zone 5,67.6,Zone 5,64.0,Zone 5,69.1,Zone 5
Assam,Hajoi,Lumding,27.4,2026-06-29,00:00:00,82.0,2026-06-28,00:00:00,2026-06-29 00:20:13,30.4,Zone 4,61.2,Zone 5,30.4,Zone 4,60.1,Zone 5,37.1,Zone 4,63.2,Zone 5,52.9,Zone 5,65.5,Zone 5,61.2,Zone 5,67.3,Zone 5
Assam,Jorhat,Mariyani Aegcl,26.6,2026-06-29,00:15:00,100.0,2026-06-28,00:15:00,2026-06-29 00:20:13,30.5,Zone 4,63.6,Zone 5,30.5,Zone 4,62.5,Zone 5,44.2,Zone 5,65.3,Zone 5,60.2,Zone 5,67.3,Zone 5,63.6,Zone 5,68.8,Zone 5
Assam,Kamrup,Amingaon,27.4,2026-06-29,00:15:00,74.0,2026-06-28,00:15:00,2026-06-29 00:20:13,29.4,Zone 4,59.3,Zone 5,29.4,Zone 4,56.0,Zone 5,35.6,Zone 4,61.6,Zone 5,43.6,Zone 5,64.1,Zone 5,59.3,Zone 5,66.0,Zone 5
Assam,Kamrup,Boko Aegcl,27.2,2026-06-29,00:15:00,100.0,2026-06-28,00:15:00,2026-06-29 00:20:13,31.8,Zone 4,64.5,Zone 5,31.8,Zone 4,63.5,Zone 5,49.5,Zone 5,66.1,Zone 5,61.3,Zone 5,68.0,Zone 5,64.5,Zone 5,69.5,Zone 6
Assam,Kamrup,Chandubi,29.1,2026-06-29,00:15:00,,,,2026-06-29 00:20:13,,,,,,,,,,,,,,,,,,,,
Assam,Kamrup,Kukurmara Mirza Aegcl,26.9,2026-06-29,00:15:00,100.0,2026-06-28,00:15:00,2026-06-29 00:20:13,31.8,Zone 4,64.5,Zone 5,31.8,Zone 4,63.5,Zone 5,49.5,Zone 5,66.1,Zone 5,61.3,Zone 5,68.0,Zone 5,64.5,Zone 5,69.5,Zone 6
