STATE,DISTRICT,STATION,TEMP,DATE_TEMP,TIME_TEMP,RH,DATE_RH,TIME_RH,LOGGED_AT (IST),EHI (in shade °C),Light Work Heat Stress Zone,EHI_350 (in shade °C),Hard Labor Heat Stress Zone,EHI_3_shade,Zone_3_shade,EHI_3_sun,Zone_3_sun,EHI_4_shade,Zone_4_shade,EHI_4_sun,Zone_4_sun,EHI_5_shade,Zone_5_shade,EHI_5_sun,Zone_5_sun,EHI_6_shade,Zone_6_shade,EHI_6_sun,Zone_6_sun
ANDAMAN_AND_NICOBAR,NICOBAR,NANCOWRY,26.0,2026-01-01,00:00:00,94.0,2025-12-31,00:00:00,2026-01-01 00:33:57,28.7,Zone 4,61.4,Zone 5,28.7,Zone 4,60.3,Zone 5,35.8,Zone 4,63.4,Zone 5,53.7,Zone 5,65.6,Zone 5,61.4,Zone 5,67.4,Zone 5
ANDAMAN_AND_NICOBAR,N_M_ANDAMAN,MAYABUNDER,19.9,2026-01-01,00:15:00,96.0,2025-12-31,00:15:00,2026-01-01 00:33:57,20.6,Zone 3,35.4,Zone 4,20.6,Zone 3,34.3,Zone 4,25.5,Zone 4,43.0,Zone 5,30.6,Zone 4,56.5,Zone 5,35.4,Zone 4,60.9,Zone 5
ANDAMAN_AND_NICOBAR,SOUTH_ANDAMAN,FERRARGUNJ,22.0,2026-01-01,00:15:00,82.0,2025-12-31,00:15:00,2026-01-01 00:33:57,22.4,Zone 3,37.2,Zone 4,22.4,Zone 3,36.0,Zone 4,27.5,Zone 4,45.2,Zone 5,32.5,Zone 4,58.2,Zone 5,37.2,Zone 4,61.4,Zone 5
ANDAMAN_AND_NICOBAR,SOUTH_ANDAMAN,HUT_BAY,22.7,2026-01-01,00:15:00,99.0,2025-12-31,00:15:00,2026-01-01 00:33:57,23.7,Zone 3,48.7,Zone 5,23.7,Zone 3,44.0,Zone 5,29.3,Zone 4,59.0,Zone 5,35.0,Zone 4,61.9,Zone 5,48.7,Zone 5,64.1,Zone 5
ANDAMAN_AND_NICOBAR,SOUTH_ANDAMAN,SHAHEED_DWEEP,22.7,2026-01-01,00:00:00,99.0,2025-12-31,00:00:00,2026-01-01 00:33:57,23.7,Zone 3,48.7,Zone 5,23.7,Zone 3,44.0,Zone 5,29.3,Zone 4,59.0,Zone 5,35.0,Zone 4,61.9,Zone 5,48.7,Zone 5,64.1,Zone 5
ANDAMAN_AND_NICOBAR,SOUTH_ANDAMAN,SRI_VIJAYA_PURAM_AWS400,23.9,2026-01-01,00:15:00,99.0,2025-12-31,00:15:00,2026-01-01 00:33:57,25.4,Zone 4,58.8,Zone 5,25.4,Zone 4,54.5,Zone 5,32.1,Zone 4,61.3,Zone 5,42.0,Zone 5,63.8,Zone 5,58.8,Zone 5,65.8,Zone 5
ANDAMAN_AND_NICOBAR,SOUTH_ANDAMAN,SWARAJ_DEEP,22.2,2026-01-01,00:15:00,87.0,2025-12-31,00:15:00,2026-01-01 00:33:57,22.6,Zone 3,37.8,Zone 4,22.6,Zone 3,36.6,Zone 4,27.8,Zone 4,48.6,Zone 5,32.9,Zone 4,59.5,Zone 5,37.8,Zone 4,62.0,Zone 5
ANDHRA_PRADESH,ALLURI_SITHARAMA_RAJU,ARAKU_VALLEY,17.7,2026-01-01,00:00:00,94.0,2025-12-31,00:00:00,2026-01-01 00:33:57,17.3,Zone 3,31.7,Zone 4,17.3,Zone 3,30.8,Zone 4,23.4,Zone 3,35.2,Zone 4,27.3,Zone 4,43.4,Zone 5,31.7,Zone 4,55.5,Zone 5
ANDHRA_PRADESH,ALLURI_SITHARAMA_RAJU,CHINTAPALLI_AMFU,18.3,2025-12-31,23:45:00,88.0,2025-12-31,23:45:00,2026-01-01 00:33:57,18.3,Zone 3,32.6,Zone 4,18.3,Zone 3,31.7,Zone 4,24.1,Zone 3,36.1,Zone 4,28.2,Zone 4,45.1,Zone 5,32.6,Zone 4,57.0,Zone 5
ANDHRA_PRADESH,ANAKAPALLI,YELLAMANCHILLI_VSKP,21.8,2026-01-01,00:15:00,100.0,2025-12-31,00:15:00,2026-01-01 00:33:57,23.2,Zone 3,46.0,Zone 5,23.2,Zone 3,41.4,Zone 5,28.6,Zone 4,57.0,Zone 5,34.2,Zone 4,61.4,Zone 5,46.0,Zone 5,63.6,Zone 5
ANDHRA_PRADESH,ANANTAPUR,KH_GOVTDEGCOLLEGE_DHARMAVARAM,21.4,2026-01-01,00:15:00,94.0,2025-12-31,00:15:00,2026-01-01 00:33:57,22.3,Zone 3,38.7,Zone 5,22.3,Zone 3,36.5,Zone 4,27.4,Zone 4,50.4,Zone 5,32.7,Zone 4,59.9,Zone 5,38.7,Zone 5,62.3,Zone 5
ANDHRA_PRADESH,BAPATLA,BAPATLA_AWS400,20.6,2026-01-01,00:15:00,100.0,2025-12-31,00:15:00,2026-01-01 00:33:57,21.4,Zone 3,36.8,Zone 5,21.4,Zone 3,35.4,Zone 4,26.4,Zone 4,48.3,Zone 5,31.6,Zone 4,59.5,Zone 5,36.8,Zone 5,61.9,Zone 5
ANDHRA_PRADESH,BAPATLA,CHIRALA,22.2,2026-01-01,00:15:00,84.0,2025-12-31,00:15:00,2026-01-01 00:33:57,22.5,Zone 3,37.4,Zone 4,22.5,Zone 3,36.2,Zone 4,27.6,Zone 4,46.5,Zone 5,32.6,Zone 4,59.1,Zone 5,37.4,Zone 4,61.6,Zone 5
ANDHRA_PRADESH,KAKINADA,KAKINADA,22.9,2026-01-01,00:00:00,86.0,2025-12-31,00:00:00,2026-01-01 00:33:57,23.7,Zone 3,42.0,Zone 5,23.7,Zone 3,38.1,Zone 4,29.1,Zone 4,53.6,Zone 5,34.4,Zone 4,60.6,Zone 5,42.0,Zone 5,62.9,Zone 5
ANDHRA_PRADESH,KAKINADA,PEDDAPURAM,22.1,2026-01-01,00:15:00,,,,2026-01-01 00:33:57,,,,,,,,,,,,,,,,,,,,
ANDHRA_PRADESH,KONASEEMA,AMBAJIPETA_ARG,19.8,2026-01-01,00:15:00,99.0,2025-12-31,00:15:00,2026-01-01 00:33:57,20.8,Zone 3,35.7,Zone 4,20.8,Zone 3,34.5,Zone 4,25.6,Zone 4,44.8,Zone 5,30.8,Zone 4,57.9,Zone 5,35.7,Zone 4,61.3,Zone 5
ANDHRA_PRADESH,KONASEEMA,AMBAJIPETA_AWS,20.2,2026-01-01,00:15:00,97.0,2025-12-31,00:15:00,2026-01-01 00:33:57,20.7,Zone 3,35.5,Zone 4,20.7,Zone 3,34.4,Zone 4,25.6,Zone 4,43.6,Zone 5,30.7,Zone 4,57.0,Zone 5,35.5,Zone 4,61.0,Zone 5
