LOGGED_AT (IST),STATE,DISTRICT,STATION,TEMP,RH,EHI (in shade °C),Light Work Heat Stress Zone,EHI_350 (in shade °C),Hard Labor Heat Stress Zone,EHI_3_shade,Zone_3_shade,EHI_3_sun,Zone_3_sun,EHI_4_shade,Zone_4_shade,EHI_4_sun,Zone_4_sun,EHI_5_shade,Zone_5_shade,EHI_5_sun,Zone_5_sun,EHI_6_shade,Zone_6_shade,EHI_6_sun,Zone_6_sun
2025-06-09 00:40:24,MEGHALAYA,EAST_KHASI_HILLS,MAWRYNGKNENG,21.5,96.0,22.4,Zone 3,40.0,Zone 5,22.4,Zone 3,36.7,Zone 4,27.6,Zone 4,51.7,Zone 5,32.9,Zone 4,60.2,Zone 5,40.0,Zone 5,62.6,Zone 5
2025-06-09 00:40:24,MEGHALAYA,EAST_KHASI_HILLS,MAWSYNRAM,20.3,99.0,21.4,Zone 3,36.5,Zone 4,21.4,Zone 3,35.3,Zone 4,26.3,Zone 4,47.7,Zone 5,31.6,Zone 4,59.3,Zone 5,36.5,Zone 4,61.8,Zone 5
2025-06-09 00:40:24,MEGHALAYA,EAST_KHASI_HILLS,NEHU,19.8,100.0,20.8,Zone 3,35.8,Zone 4,20.8,Zone 3,34.6,Zone 4,25.7,Zone 4,45.4,Zone 5,30.9,Zone 4,58.4,Zone 5,35.8,Zone 4,61.4,Zone 5
2025-06-09 00:40:24,MEGHALAYA,EAST_KHASI_HILLS,SHILLONG,18.4,94.0,18.6,Zone 3,33.0,Zone 4,18.6,Zone 3,32.1,Zone 4,24.2,Zone 3,36.5,Zone 4,28.5,Zone 4,48.1,Zone 5,33.0,Zone 4,59.1,Zone 5
2025-06-09 00:40:24,MEGHALAYA,EAST_WEST_KHASI_HILLS,MAIRANG,18.2,92.0,17.9,Zone 3,32.2,Zone 4,17.9,Zone 3,31.3,Zone 4,23.7,Zone 3,35.7,Zone 4,27.8,Zone 4,44.7,Zone 5,32.2,Zone 4,56.6,Zone 5
2025-06-09 00:40:24,MANIPUR,SENAPATI,MAO,18.6,100.0,18.9,Zone 3,33.5,Zone 4,18.9,Zone 3,32.4,Zone 4,24.3,Zone 3,37.6,Zone 5,28.8,Zone 4,51.2,Zone 5,33.5,Zone 4,59.8,Zone 5
2025-06-09 00:40:24,ODISHA,CUTTACK,CUTTACK_KVK,28.6,100.0,40.0,Zone 5,67.2,Zone 5,40.0,Zone 5,66.3,Zone 5,60.6,Zone 5,68.5,Zone 5,64.5,Zone 5,71.0,Zone 6,67.2,Zone 5,74.4,Zone 6
2025-06-09 00:40:24,ODISHA,GANJAM,BENAKUDA_KVK,28.1,84.0,31.7,Zone 4,62.5,Zone 5,31.7,Zone 4,61.5,Zone 5,38.8,Zone 4,64.4,Zone 5,58.9,Zone 5,66.5,Zone 5,62.5,Zone 5,68.2,Zone 5
2025-06-09 00:40:24,ODISHA,KANDHAMAL,PHULBANI,27.6,79.0,30.0,Zone 4,60.5,Zone 5,30.0,Zone 4,59.4,Zone 5,36.5,Zone 4,62.6,Zone 5,49.4,Zone 5,65.0,Zone 5,60.5,Zone 5,66.8,Zone 5
2025-06-09 00:40:24,RAJASTHAN,AJMER,AJMER,34.5,30.0,34.2,Zone 4,47.0,Zone 5,34.2,Zone 4,45.8,Zone 4,38.7,Zone 4,57.9,Zone 5,42.8,Zone 4,61.6,Zone 5,47.0,Zone 5,63.8,Zone 5
2025-06-09 00:40:24,RAJASTHAN,AJMER,CENTRAL_UNIVERSITY_KISHANGARH,33.9,24.0,32.6,Zone 4,44.4,Zone 4,32.6,Zone 4,43.5,Zone 4,36.8,Zone 4,48.0,Zone 5,40.7,Zone 4,59.4,Zone 5,44.4,Zone 4,61.9,Zone 5
2025-06-09 00:40:24,RAJASTHAN,BIKANER,BIKANER_AMFU,33.3,24.0,32.1,Zone 4,43.8,Zone 4,32.1,Zone 4,42.9,Zone 4,36.2,Zone 4,46.5,Zone 4,40.1,Zone 4,58.8,Zone 5,43.8,Zone 4,61.5,Zone 5
2025-06-09 00:40:24,RAJASTHAN,BIKANER,CHATTARGARH,32.2,38.0,32.1,Zone 4,45.7,Zone 5,32.1,Zone 4,44.3,Zone 4,36.8,Zone 4,56.9,Zone 5,41.2,Zone 4,61.3,Zone 5,45.7,Zone 5,63.6,Zone 5
2025-06-09 00:40:24,RAJASTHAN,BIKANER,LUNKARNSAR,32.1,33.0,31.4,Zone 4,44.1,Zone 4,31.4,Zone 4,43.1,Zone 4,36.0,Zone 4,51.2,Zone 5,40.1,Zone 4,60.1,Zone 5,44.1,Zone 4,62.5,Zone 5
2025-06-09 00:40:24,RAJASTHAN,CHURU,CHURU,34.4,28.0,33.8,Zone 4,46.2,Zone 4,33.8,Zone 4,45.2,Zone 4,38.2,Zone 4,55.4,Zone 5,42.3,Zone 4,61.0,Zone 5,46.2,Zone 4,63.3,Zone 5
2025-06-09 00:40:24,RAJASTHAN,DAUSA,KHEDALI,32.4,33.0,32.1,Zone 4,44.8,Zone 4,32.1,Zone 4,43.8,Zone 4,36.6,Zone 4,53.3,Zone 5,40.8,Zone 4,60.5,Zone 5,44.8,Zone 4,62.9,Zone 5
2025-06-09 00:40:24,RAJASTHAN,GANGANAGAR,GANGANAGAR,36.8,42.0,41.5,Zone 4,63.9,Zone 5,41.5,Zone 4,62.9,Zone 5,47.2,Zone 4,65.6,Zone 5,60.6,Zone 5,67.6,Zone 5,63.9,Zone 5,69.1,Zone 5
2025-06-09 00:40:24,RAJASTHAN,HANUMANGARH,HANUMANGARH,32.2,45.0,33.1,Zone 4,55.1,Zone 5,33.1,Zone 4,50.5,Zone 5,38.3,Zone 4,60.4,Zone 5,43.0,Zone 4,63.1,Zone 5,55.1,Zone 5,65.1,Zone 5
2025-06-09 00:40:24,RAJASTHAN,JAIPUR,AMITY_UNIVERSITY,34.2,20.0,32.1,Zone 4,43.4,Zone 4,32.1,Zone 4,42.6,Zone 4,36.1,Zone 4,46.0,Zone 4,39.8,Zone 4,56.1,Zone 5,43.4,Zone 4,60.8,Zone 5
2025-06-09 00:40:24,PUNJAB,RUPNAGAR,SRI_ANADPUR_SAHIB_IMDJINDWADI,27.6,74.0,29.4,Zone 4,59.3,Zone 5,29.4,Zone 4,56.0,Zone 5,35.6,Zone 4,61.6,Zone 5,43.6,Zone 5,64.1,Zone 5,59.3,Zone 5,66.0,Zone 5
2025-06-09 00:40:24,RAJASTHAN,JAIPUR,JAIPUR,32.7,19.0,30.4,Zone 4,41.5,Zone 4,30.4,Zone 4,40.8,Zone 4,34.4,Zone 4,44.2,Zone 4,38.0,Zone 4,50.1,Zone 5,41.5,Zone 4,59.5,Zone 5
2025-06-09 00:40:24,RAJASTHAN,JALORE,JALORE_KVK,34.1,26.0,32.9,Zone 4,44.9,Zone 4,32.9,Zone 4,44.0,Zone 4,37.2,Zone 4,50.7,Zone 5,41.1,Zone 4,60.0,Zone 5,44.9,Zone 4,62.4,Zone 5
2025-06-09 00:40:24,RAJASTHAN,JHUNJHUNU,JHUNJHUNU(AWS),31.1,28.0,29.8,Zone 4,41.7,Zone 4,29.8,Zone 4,40.8,Zone 4,34.0,Zone 4,44.5,Zone 4,37.9,Zone 4,54.8,Zone 5,41.7,Zone 4,60.5,Zone 5
2025-06-09 00:40:24,RAJASTHAN,JHUNJHUNU,PILANI,25.7,26.0,23.7,Zone 3,35.6,Zone 4,23.7,Zone 3,35.0,Zone 4,28.3,Zone 4,38.4,Zone 4,32.0,Zone 4,41.7,Zone 4,35.6,Zone 4,47.2,Zone 5
2025-06-09 00:40:24,RAJASTHAN,JODHPUR,JODHPUR,35.0,30.0,34.8,Zone 4,49.5,Zone 5,34.8,Zone 4,46.5,Zone 4,39.4,Zone 4,59.2,Zone 5,43.6,Zone 4,62.0,Zone 5,49.5,Zone 5,64.2,Zone 5
2025-06-09 00:40:24,RAJASTHAN,NAGAUR,KRISHI_VISHWAVIDHYALAYA,34.2,19.0,31.9,Zone 4,43.1,Zone 4,31.9,Zone 4,42.3,Zone 4,35.9,Zone 4,45.8,Zone 4,39.6,Zone 4,54.9,Zone 5,43.1,Zone 4,60.6,Zone 5
2025-06-09 00:40:24,RAJASTHAN,PALI,PALI,31.5,34.0,31.0,Zone 4,43.6,Zone 4,31.0,Zone 4,42.6,Zone 4,35.5,Zone 4,50.1,Zone 5,39.6,Zone 4,59.9,Zone 5,43.6,Zone 4,62.3,Zone 5
2025-06-09 00:40:24,RAJASTHAN,PRATAPGARH,PRATAPGARH,31.2,41.0,31.1,Zone 4,44.6,Zone 4,31.1,Zone 4,43.5,Zone 4,36.0,Zone 4,55.8,Zone 5,40.4,Zone 4,61.1,Zone 5,44.6,Zone 4,63.4,Zone 5
2025-06-09 00:40:24,RAJASTHAN,SIKAR,FATEHPUR_AMFU,31.2,34.0,30.4,Zone 4,42.9,Zone 4,30.4,Zone 4,42.0,Zone 4,34.9,Zone 4,47.9,Zone 5,39.0,Zone 4,59.4,Zone 5,42.9,Zone 4,61.9,Zone 5
2025-06-09 00:40:24,RAJASTHAN,SIKAR,SIKAR,31.9,35.0,31.7,Zone 4,44.6,Zone 4,31.7,Zone 4,43.6,Zone 4,36.3,Zone 4,53.5,Zone 5,40.5,Zone 4,60.6,Zone 5,44.6,Zone 4,62.9,Zone 5
2025-06-09 00:40:24,RAJASTHAN,SIROHI,SIROHI_KVK,30.1,37.0,29.4,Zone 4,42.2,Zone 4,29.4,Zone 4,41.3,Zone 4,34.0,Zone 4,46.9,Zone 5,38.2,Zone 4,59.1,Zone 5,42.2,Zone 4,61.7,Zone 5
2025-06-09 00:40:24,RAJASTHAN,JAISALMER,JAISALMER,30.3,46.0,31.1,Zone 4,47.9,Zone 5,31.1,Zone 4,43.9,Zone 4,36.1,Zone 4,58.6,Zone 5,40.7,Zone 4,61.7,Zone 5,47.9,Zone 5,63.9,Zone 5
2025-06-09 00:40:24,PUNJAB,RUPNAGAR,BHAKRA_DAM_IMDNAGAL,25.6,72.0,26.1,Zone 4,45.8,Zone 5,26.1,Zone 4,41.3,Zone 5,31.8,Zone 4,56.9,Zone 5,37.0,Zone 4,61.3,Zone 5,45.8,Zone 5,63.6,Zone 5
2025-06-09 00:40:24,PUNJAB,ROPAR,ROPAR_KVK,27.2,70.0,28.2,Zone 4,53.5,Zone 5,28.2,Zone 4,48.7,Zone 5,34.1,Zone 4,60.0,Zone 5,39.4,Zone 4,62.7,Zone 5,53.5,Zone 5,64.8,Zone 5
2025-06-09 00:40:24,PUNJAB,PATHANKOT,THEIN_DAM,29.8,47.0,30.5,Zone 4,46.3,Zone 5,30.5,Zone 4,43.3,Zone 4,35.5,Zone 4,57.4,Zone 5,40.1,Zone 4,61.4,Zone 5,46.3,Zone 5,63.7,Zone 5
2025-06-09 00:40:24,ODISHA,KENDRAPARA,KENDRAPARA,39.7,92.0,94.7,Zone 6,105.0,Zone 6,94.7,Zone 6,103.1,Zone 6,98.2,Zone 6,106.6,Zone 6,101.7,Zone 6,109.9,Zone 6,105.0,Zone 6,113.2,Zone 6
2025-06-09 00:40:24,ODISHA,KHURDHA,BHUBANESHWAR AIRPORT,33.1,97.0,69.2,Zone 5,79.9,Zone 6,69.2,Zone 5,78.3,Zone 6,72.9,Zone 6,81.8,Zone 6,76.4,Zone 6,85.3,Zone 6,79.9,Zone 6,88.7,Zone 6
2025-06-09 00:40:24,ODISHA,KHURDHA,PITAPALLI,28.6,84.0,32.9,Zone 4,63.4,Zone 5,32.9,Zone 4,62.4,Zone 5,43.2,Zone 5,65.1,Zone 5,60.0,Zone 5,67.2,Zone 5,63.4,Zone 5,68.7,Zone 5
2025-06-09 00:40:24,ODISHA,MAYURBHANJ,BARIPADA,29.0,100.0,46.8,Zone 5,68.1,Zone 5,46.8,Zone 5,67.2,Zone 5,62.0,Zone 5,69.3,Zone 5,65.6,Zone 5,72.6,Zone 6,68.1,Zone 5,76.1,Zone 6
2025-06-09 00:40:24,ODISHA,MAYURBHANJ,JAMSOLAGHAT,29.6,96.0,46.5,Zone 5,68.0,Zone 5,46.5,Zone 5,67.2,Zone 5,61.9,Zone 5,69.2,Zone 5,65.6,Zone 5,72.6,Zone 6,68.0,Zone 5,76.0,Zone 6
2025-06-09 00:40:24,ODISHA,NAYAGARH,NAYAGARH,30.9,85.0,46.0,Zone 5,68.0,Zone 5,46.0,Zone 5,67.1,Zone 5,61.8,Zone 5,69.2,Zone 5,65.5,Zone 5,72.4,Zone 6,68.0,Zone 5,75.9,Zone 6
2025-06-09 00:40:24,ODISHA,PURI,JANHUKUDA(NEAR_SATAPADA),30.9,96.0,61.2,Zone 5,72.1,Zone 6,61.2,Zone 5,70.6,Zone 6,66.0,Zone 5,74.2,Zone 6,68.9,Zone 5,77.7,Zone 6,72.1,Zone 6,81.1,Zone 6
2025-06-09 00:40:24,ODISHA,RAYAGADA,GUNUPUR_KVK,28.4,100.0,40.0,Zone 5,67.2,Zone 5,40.0,Zone 5,66.3,Zone 5,60.6,Zone 5,68.5,Zone 5,64.5,Zone 5,71.0,Zone 6,67.2,Zone 5,74.4,Zone 6
2025-06-09 00:40:24,ODISHA,SAMBALPUR,DHANKAUDA,29.8,57.0,31.7,Zone 4,57.9,Zone 5,31.7,Zone 4,53.6,Zone 5,37.3,Zone 4,61.1,Zone 5,42.4,Zone 4,63.6,Zone 5,57.9,Zone 5,65.6,Zone 5
2025-06-09 00:40:24,ODISHA,SONEPUR,SONEPUR,29.0,100.0,46.8,Zone 5,68.1,Zone 5,46.8,Zone 5,67.2,Zone 5,62.0,Zone 5,69.3,Zone 5,65.6,Zone 5,72.6,Zone 6,68.1,Zone 5,76.1,Zone 6
2025-06-09 00:40:24,ODISHA,SUNDERGARH,SUNDERGARH,28.7,65.0,30.2,Zone 4,57.6,Zone 5,30.2,Zone 4,53.2,Zone 5,36.0,Zone 4,61.0,Zone 5,41.3,Zone 4,63.5,Zone 5,57.6,Zone 5,65.5,Zone 5
2025-06-09 00:40:24,PUDUCHERRY,KARAIKAL,KARAIKAL,28.4,99.0,38.5,Zone 5,66.9,Zone 5,38.5,Zone 5,66.0,Zone 5,60.2,Zone 5,68.2,Zone 5,64.2,Zone 5,70.5,Zone 6,66.9,Zone 5,74.0,Zone 6
